,REF,pgm,pgi,gapC,zwf,rpe,wt_0_5h_1,wt_0_7h_1
b0172,3.80297605217222,2.19246393168019,3.58129844180388,4.08841318250536,3.76126564458277,3.39903314325612,4.9438318280961,5.05232059867523
b2743,3.15627234031031,3.46555768286383,3.48480300468219,2.6273370449802,2.97061166758934,4.00125545021671,2.67780167239344,3.83846799415848
b3001,4.20548633255411,3.35815285763299,2.71159180194765,4.85070731608327,4.68659957810228,7.01338235961794,1.63547026545008,0.456475456648523
b2687,3.24024505170143,3.42843651558588,4.30800076777329,2.12298766633683,2.95808370370601,5.45902668289795,3.66027668376154,4.3005370931209
b0871,3.67908033405545,3.65412553782749,3.71761708032203,2.40977125997251,3.54745130353902,3.6889260910176,1.87450239300673,1.78123592453996
b2183,1.88614283662729,1.74728545212636,3.24204575610929,2.91089560700598,2.96556080634755,2.29516021709858,2.88651933848889,3.73324447035841
b3630,3.14855620467429,3.65280850440809,3.52998563093956,2.87968880988368,3.66101083963663,2.86377900108204,2.55841495999018,4.02209848117992
b0932,4.13177291363868,3.38168364771827,4.48091490431857,4.34241956284923,3.84333806693263,3.13202104907958,3.74230312861024,3.43104636775214
b1512,5.22065639998595,3.46469658851946,1.75411088167262,2.92750405777275,3.87688309660271,4.50667707587838,1.14935155082714,0.645479031808359
b0443,5.03026405673888,10.033813127087,2.4641528223763,2.53701835709704,4.68745692249126,5.15487891345708,1.37558375227799,0.757836376790728
b0174,4.15708913989865,3.29338040139671,4.17702413972787,4.37880855295858,4.7487033719336,2.54208703368618,3.65336026769668,4.07506587054454
b2515,3.79465334028189,3.72818097959607,4.0025011537333,3.40542268167391,4.65412438938889,2.38167578750176,3.55056062182463,4.08123791068775
b1563,4.26960496557412,3.56352001326405,3.6406692673815,3.22904046309483,3.27458449838464,4.28776204172624,3.32855600723259,2.42577739505935
b3066,4.1522542755476,3.86381434424527,2.362603432029,2.51232739453551,3.42540326971569,4.95438827773765,1.97412375843065,3.30152594846274
b3347,2.68675510473195,5.1963582208408,3.1322573459208,4.27967287862251,3.37034596229375,2.5745878279802,5.20498252658962,6.93808555331966
b1306,3.63530913058082,21.2125749689397,2.78853829393519,2.45607755507319,2.26552804656378,2.96778546959094,2.49357103703513,1.75331226620924
b1832,3.09884338661001,3.78064222040738,4.77898771020212,3.27514460084083,3.99637612353577,3.33342239912577,4.36679960068494,5.50630981191155
b2620,2.83228804031066,3.27280715306738,6.71780126697124,3.23942956323724,3.90938295479191,3.76130527822452,5.37165642319932,7.16317865031508
b1448,3.11330382402043,4.45026102386269,6.71021976224906,3.83337678487091,4.45487929860976,3.89762280721147,5.35296426492808,5.92235233679268
b2421,3.65265226650262,3.36667967281679,3.78062332758012,4.57421782989815,4.36369102568055,0.648886672960716,5.42476625232444,6.40685338038404
b2308,4.09351452900493,3.16146359237524,3.86821051332107,4.89651673539767,4.48715528654789,3.69392001613966,3.50277421852137,4.7081604381316
b4149,4.2846300982786,2.57238456913634,2.40091600346786,1.14547301879317,2.32109963542431,9.23920224012237,1.38544841395828,1.21279417855714
b0759,3.83244999949532,4.58638548247499,3.52086683842652,3.48593935788586,4.40824803675872,4.9887368046169,4.4981218623997,4.84702219005115
b0770,1.9152336193798,2.23505562770338,1.98556881714332,6.67826033707212,2.20343075513748,2.0657933100227,2.07202179031092,1.53786245654837
b0891,3.98294966777643,4.57909627863414,3.7843282982426,2.91192165941338,2.81561096032806,3.2293462778819,3.2145904555911,3.14246118401579
b0087,4.25626755163602,4.94784092847537,4.86405400778443,2.36162677511829,4.23981409486508,2.74877140322486,3.61048828990595,4.64003686605582
b0215,2.90270369910657,3.38332603153777,5.88805471994853,2.89096495895831,3.94416758219028,4.23616690982328,4.08238102199564,4.41810393367057
b0786,4.47817118618012,3.11110904501208,3.99746358787864,2.42070317776216,3.04360298204402,5.5765360367532,3.64712460116607,2.89292158563692
b4260,3.41104336157549,3.28216632715198,3.02799194752905,3.01011716882491,3.586971654632,3.78808404065089,4.25632556732628,4.31149870497267
b0026,4.14068535601917,2.89902453898034,3.6348696130478,3.86141518969174,3.68775776142518,1.75201948927114,4.36786073905287,3.97932863780878
b0422,3.40750076004656,5.03270152713095,4.68283149285479,5.89600524602186,5.82118356875149,2.15990778357025,3.5882044280369,4.56317509764537
b3508,3.20736541891576,3.55654684813984,3.27107531877119,3.11011928628178,2.43538318594436,3.60104644959268,3.04619456057955,2.60725469722093
b2747,3.31810291433718,4.90931136747999,3.53066329273329,3.3839466316816,3.06966934694566,3.96616186026959,5.13484689589913,5.88571034425535
b2478,3.36224538335661,3.86304262417177,5.69885635667782,3.99062441112673,4.47001255365043,2.80860912970384,4.96522522063041,4.91793325098436
b3609,3.50432791654338,4.34578801824389,2.61571098532321,3.79251415863057,3.97376615818162,4.71305562357822,4.85387623175318,3.83397371726639
b1105,3.96236913784877,2.86546085599922,4.10564862262559,2.24138140464414,3.88283850251051,5.46025853784153,4.41031644493001,3.98024610839595
b3886,4.11073339818974,3.55068320556136,2.68892272885075,3.19043673437778,4.03475151594065,5.61744224723424,2.57868303260431,2.02585445615958
b0221,4.51923834058729,6.65563786320893,4.24250064305999,3.37034282240289,4.28021893614723,4.36877990785977,1.63295512931671,1.07610569860136
b2989,4.0219438234203,3.03864249674359,4.71344450373741,3.28225884593004,4.26896616699123,4.17465545146296,3.05941935054344,2.44854549652195
b2159,3.46716625998525,3.83239940129149,5.60030965732553,2.60782978649363,3.36183313280485,7.60755104789307,3.88582671487162,3.40220459227166
b2315,3.83669202556567,3.7965282530715,3.67467384505056,3.34195204008034,3.73443809554838,3.6596872804957,3.01436754307826,2.65405581478921
b2804,3.62285824441957,3.51438730045173,3.29894551643072,2.85157463602493,3.49762491333091,10.4371013506669,4.23478981031085,3.35927381868299
b0735,1.89270850193488,1.38691643878781,1.38025410590685,1.190757341079,1.57830193773657,1.31084607378126,2.32151074996307,1.39526488054241
b1258,3.51043436102537,12.0709979349797,4.9425302748873,1.48405195206215,3.89027336609581,1.89070784795786,2.309020940019,0.993434680022861
b1682,3.7661374935171,5.01464997695254,4.98101331382996,2.46130557833285,3.58997344586026,5.12910258133822,2.35824157145563,4.4999250845195
b1863,2.67080118552536,1.86358743965205,2.18412045028336,3.18654667666736,2.25752720377079,1.88992676354222,2.33140640489802,1.75930104493947
b0225,2.66572210585034,3.14718013613168,2.04349592857154,2.08171305906121,2.25250141338507,3.4145036617683,1.63185803792914,2.00768162050913
b3555,3.04403044038044,4.61307557421269,6.61654641474041,0.96404549283724,2.02169105640038,4.53178773057948,1.37223265408705,1.71113067642285
b1687,3.89950800390343,2.98683175707694,4.62651273108181,4.17543277048628,3.07696682909083,2.3393898180643,5.33581333611048,5.10687492514757
b0453,3.67553688132358,5.20525554215718,3.5349927890393,1.53816974799439,2.316987104436,3.47949963482299,3.18117389597229,2.65864111618993
b0903,3.95274614880549,3.91141853897698,3.23969279430586,2.51442503096328,3.66294204082503,3.0186018171334,4.12947477968469,2.77434631858525
b1221,3.65730129762987,3.28278243988822,4.4949407852424,3.6015806755602,4.74043555678779,2.91697901251181,4.2669879514067,4.41040879905849
b1685,2.72495188082259,2.03645912294807,7.45010229399851,2.5430568320069,2.98703201988373,1.96211140189741,3.68943040647153,3.19232130435328
b3461,3.72508716514338,2.89022596565467,3.14856379361875,2.46674285286655,3.3449484237817,8.04320011218699,2.47892450452888,2.71134432504087
b4016,3.55824728654902,2.18377384934568,3.41654884360466,2.89427781347111,2.71568567912166,1.69913006117737,1.5302842348209,1.72540597474869
b0750,3.85447480791738,5.44350082654418,5.61139613822093,4.72205719377117,3.29011834225729,2.58693518412869,4.68756418595564,6.06120273944885
b2527,2.41997283250822,4.17282923925921,4.35377560930144,3.95523430007072,4.42977680273003,1.59958680728724,2.69298430342864,6.39908503256237
b3346,3.20875050931872,4.34776383736483,5.13223923564799,3.48816045894914,3.89627457058404,4.34715055889969,5.06192675928299,6.20838872307954
b3356,3.3139290673256,3.19752896758147,4.28958898861977,3.71365146076897,4.36073470116612,4.71758668799403,3.31796208111879,3.44496611846962
b2910,3.67030605855477,3.59690193704059,3.50827388743842,3.20655829492954,3.29653655903314,3.00584509765916,1.83129728799679,2.36087143917783
b3041,2.73246571967814,2.2261208814128,4.73591174329337,2.53324028402296,3.70703605910352,15.3635616930437,4.12893039600299,3.25517536600213
b1874,4.96036589839012,3.28047310598502,2.50813745458921,2.61191366166036,3.0414910042442,3.70875759280937,0.951107717136796,1.18327338241874
b1723,3.61413087012353,4.11829319853079,3.77197343585093,2.20002409462702,2.60404260031275,6.29666949466662,3.89659741157309,3.21186316900002
b2516,1.76633111448331,1.92066600099427,0.748907565536832,1.20764135984727,1.74871983199927,1.50168091436858,1.966322243924,2.00520085208203
b2961,2.98968347837842,5.11305758846087,3.17898895559324,6.38489785164578,3.5678077879435,3.11880871147643,3.87428329047331,4.82539948163954
b0426,3.13826791469694,3.10622870358582,5.45338980143053,3.23871488581019,4.01915781135566,3.22341241095895,4.17889256617749,4.64371093954905
b3353,3.71422985287175,2.96733243643673,3.54433468626854,2.58495374035302,3.28671632993563,4.98774399804344,3.37953498599992,3.32404597054808
b0333,5.5126926039175,6.32560637543906,1.69924983295578,4.44399612011728,6.66813971786351,0.196146708884675,0.604614208635093,1.00018438493255
b3157,4.15488923507078,3.9141295212765,2.83505058892189,3.60166083637217,3.49727962733368,5.64775107274573,4.14107116106101,2.96477988003838
b2350,2.30130423069534,3.47234505388529,3.67462480330417,5.7376873187333,5.09847348604195,1.94381270522455,6.12207633494284,9.28626626585408
b0956,3.69661167071346,3.77781296975933,2.22281384856284,4.07517515398662,3.56388676532053,4.49474523905205,3.54472545817626,3.05482339520649
b3640,3.21743034967233,3.29474111969587,4.88736385144294,4.29214476855259,4.07702454508168,3.58416295712658,4.40908211213428,7.02053437173676
b3600,2.9437997312163,2.70010604729048,2.40356784138438,2.8181739607302,3.46342205909379,6.23550266308436,2.39589229039194,2.46719166205885
b1654,3.06050261039508,3.51754641886345,4.80625678578565,3.14047717273834,3.91561584295174,3.12246174708809,4.44211926548278,5.57703571034998
b1729,3.20107454457998,2.88915003169947,4.07247751066476,4.09422075169631,3.3889090057699,0.579216539951085,7.528478802823,8.76064758200263
b0462,4.15023804191792,3.36725508444798,2.34774965078759,3.9700805952692,3.75737615112113,2.14165172883903,4.6275661602159,3.94644927794387
b2784,4.3218281999045,3.17373169136544,3.5805955976483,3.5273387265392,3.43288129509816,3.8850397740882,3.13531856706232,3.45042136180452
b0337,2.76119231205209,2.4239138965068,3.39873017380752,1.66272431147383,2.32085708586876,0.991253852149516,8.48838007303974,11.2029461055248
b3603,3.91156800046695,3.80828591872965,2.78053859226702,3.828105268167,4.36791969595904,5.08055133820919,1.78367429073728,1.05794944999128
b1684,3.66353682774775,4.56294572549075,3.66759256933571,2.36447659862785,3.00830566719464,5.07884190158053,1.70525177703555,2.59014859755213
b4208,4.14099592551389,2.77215773917489,1.75735748033993,2.45175058516067,3.68522480077365,5.50668126773562,2.0121744472867,1.32952271091136
b1918,3.22119864731628,2.77942021512522,3.45565490942002,5.22218084530078,3.57306993028329,2.06528729133963,4.17259390440548,4.82807098050486
b1479,4.09916805763821,5.12620348265245,3.17187247047136,4.46999309410968,3.69145648721239,1.90640247648794,6.03594079940594,5.38114352327689
b1488,4.63735152267792,4.36698490234905,1.7117152572593,2.28071734488438,2.9456442230636,8.9227718367615,0.52552076365379,0.380343144482918
b2012,3.46625353679763,2.94833714574732,3.84703606407313,5.16087605624134,4.98902944142705,0.25687794009414,2.03207675176948,2.03706902622662
b4219,3.31996231389851,3.60084751434263,3.52143104755069,1.89901423644119,2.59532840788109,7.30657745310302,2.62618721112717,2.37427091701316
b0485,3.45929769328418,3.01617239775608,2.27122529844917,0.681752652618296,1.96751238287919,7.97155221328083,4.73405860052343,2.78396686005282
b0712,3.88597079383439,3.13199842693337,3.97442697704455,2.81640157564742,3.25204545863663,3.74184061382152,4.08947108016455,4.44879860646068
b0828,3.50234983933784,3.90425941513393,4.5674199022834,4.62185374802186,4.64306627603299,1.63597243303341,3.38217369299374,4.22445818424097
b1020,3.43664337677712,4.19145480814679,4.39981545797281,2.1935093395909,2.75106340618932,8.76758215370237,1.08516766069306,2.71798646374542
b3543,3.79244839973641,3.62353939145548,1.9413037619416,6.25713600692998,4.03652422152456,2.27530225021834,6.56806632650122,4.05560472698361
b2080,4.160191354207,3.42333918526507,2.40626419351494,1.68051664006583,2.4577825760682,6.15771924098946,1.15723184306526,0.741646642972911
b0211,4.48237127276685,3.17944354069555,2.573888600328,4.18623632334933,3.62199815557095,1.56576831552741,3.20240298849247,2.98037066650863
b0354,3.02084111750931,4.24393858557245,3.99568395735683,4.41554272488077,3.64845018189561,3.02599384860827,5.46186473096076,4.54722401579618
b3687,4.29200808926127,1.90800375186572,1.64544536079091,2.74726469782653,2.77105600420668,4.2465333047369,2.52350035092904,2.32833200911518
b1604,3.23346889254831,3.90692030356734,4.22933977458353,3.4340618748006,3.41818177718944,2.63098027039915,4.64302843603583,4.5577456972721
b4213,3.42748944919495,2.38959477496722,2.19302145068207,3.76204093579038,4.08758345761216,3.95851383466843,2.81038876500947,1.48598155913134
b2922,3.40881544836412,4.33872885268481,3.30423923437765,2.42720718463642,3.70657182958493,7.00612687738178,2.62515654277052,3.43352563152873
b4178,3.31784016005053,4.0332018364612,2.42946078060973,2.52338836788248,2.36947818471401,5.44260982054209,2.44025240076298,2.79197842570802
b3887,3.50680784105982,2.71690735676849,3.08397260973512,3.67464653362834,3.22487030348999,4.53733586358969,3.85268474375881,2.90190551447331
b0335,5.70473220942498,5.97900472896917,1.65316012397778,4.49745314131371,4.80504716805038,0.268998542837697,0.602959912057962,0.506929560466575
b2480,2.3324702729304,2.99602769920046,5.80304334068517,3.74807639217703,3.85248102872674,3.46706176595999,4.94259576954246,6.63472388699084
b1850,2.66208083011102,3.09960886684807,3.47875544463691,2.39159703399724,2.75502018951027,2.91097803578116,4.93790115909577,4.83392163723196
b4090,3.04966755791503,2.96084473355498,3.26206742459349,2.9433776761975,2.07178564273287,3.93031187788231,3.10311617058066,2.65007333437402
b3838,2.45172491069635,2.58841713919582,4.44230002609679,4.07961114866864,4.0984498258967,2.74429053595862,3.99673267384359,6.19447225556078
b2502,2.86000345647704,3.24175667810751,3.24566283551405,2.96996656249847,3.01885791898292,2.51568659786495,2.8432094837192,3.19012101175949
b3554,3.4699700678869,4.07558029801821,2.50496503713364,2.6789252927478,3.18175425579945,5.57325463378263,3.63725492910068,3.13992042893478
b2112,4.03223407801757,4.34711385316688,3.22303892956865,1.69791747875712,3.22138464894326,5.11221030710212,2.04262120870511,1.66482342712813
b3972,2.64467990301057,3.35576382438166,3.59107393634278,4.07756631889773,3.21402344512894,2.15045933950271,3.70733336324806,4.96984534956004
b4147,2.20008237925377,3.74446726023573,4.48552777764008,4.12735722051118,4.45489462312562,1.99209488501007,5.64666866219195,7.86922473952108
b3962,3.16209430591026,2.88228151287699,2.69282735524868,4.86379452431177,3.00198870297985,2.54709107768,3.27901191491068,2.16575754944822
b2498,2.92259044711391,3.60436603464778,3.344527666895,2.61268422142776,2.56574066396522,0.595670514842256,10.4675635606632,11.9985425125733
b1000,3.40581123586509,3.15194272982875,3.35070564387729,1.79796181321979,2.89202927476937,4.64233384534407,3.69553282127168,3.42695891502485
b1725,3.87835395512728,3.382074378118,2.48957960625754,1.94748910731863,2.86491266522351,11.0404938511464,1.5251623237046,0.961152563550449
b0373,3.3221189635795,3.91582286395406,5.88958077648823,3.5775229343012,3.76708517447224,2.89096932498517,4.21512925962878,4.16604358577505
b0827,3.31491726437025,3.67966592143265,4.5090111054388,3.43794506838002,3.82507820739825,2.53420464875832,3.66152089316546,3.91515778815584
b3672,3.78279779738051,3.34656718344769,2.33544980548726,3.43791234227799,4.18235663610355,3.97253568856659,2.56240104609851,2.47700725081147
b2827,1.38364642740733,1.74819063031923,1.80907492798123,1.52977899988169,1.69103572437377,1.45092307147832,1.91017575520377,2.21648446984992
b1390,2.64625828216562,1.78855121136928,1.08151175324931,2.23550291075007,2.27401730737948,1.90069679384945,1.22854220172362,0.810565631415611
b1805,4.70479371237543,2.75128595975104,1.45054627067822,3.05001756763034,3.12614954247862,3.80157680170131,0.68617920713356,0.602769732045338
b2679,3.72216062161368,2.63923752076223,4.85826273076168,2.22226275392771,2.54238316005894,1.38220886927983,4.18039173121927,5.20462419039666
b1422,3.63227220308762,3.28544114812271,2.83552575821752,7.09301327027111,4.80430155190847,4.10396774593484,1.88114415750486,2.24918368230216
b2148,4.77382510104465,2.89067691942327,1.27136346993506,6.38627898989707,4.64702890868272,2.39644794803368,3.1894377858952,0.43603577024152
b1188,4.0532538018733,2.72947174911667,2.92452505686511,0.821333423421839,1.71496850711809,7.67116239901471,0.746460377335825,1.48519935172732
b2800,4.16691618139987,2.96296781667546,1.19252275434383,3.83039100536574,4.58873537830375,5.16299266184416,1.59133455832585,0.52234385725062
b2023,2.44155311715096,2.00836645688816,4.20683108701402,2.05771866668274,2.77791574180759,11.9237368656537,4.77473662390663,5.25745403688475
b2673,2.35556971985867,5.81319194960654,2.93048804783742,5.51351426488292,5.41125206005053,5.83089682157893,1.82215113685539,2.14542887977361
b2327,3.36486998870764,3.51432100960282,3.74822111007918,3.56221348529008,3.406170166312,1.48580396635981,3.46502740049072,4.27241196050499
b1232,2.44468086057364,2.58148288563724,5.46554261063003,3.30559618347595,3.94894153403529,1.88770940231547,6.20328742509542,9.20782874950121
b3641,2.62731224493984,2.79561813067035,2.99503930076622,3.02642075616117,3.09049977433396,2.68415064376056,3.9167667366471,5.84222859222506
b1686,3.44332972524507,1.9279405322199,3.71029412170289,3.96810954294668,2.88441525019208,2.23398047033509,5.16415145995643,4.47563334276186
b0574,1.80307117097484,0.700795889747468,1.19450427672646,3.04501920852912,1.88906882820163,1.32016619267481,6.44737674278175,2.46136037315733
b4052,2.63661207100531,3.12008303139588,4.92180819939746,3.58536963193463,3.99497431614351,2.16878637227385,4.98178067862563,5.25303752317296
b0684,3.11613475256095,2.64052300104212,3.9042357184459,2.83863339727229,3.67179514236852,3.82667213628462,3.94766280167168,5.09645161007314
b0425,2.53188358641477,2.27102674742379,3.69388731944354,2.19214428517727,2.12560141718681,3.37952393132697,3.13131581635902,3.34761969686481
b0463,3.23950730739869,3.98862692671147,2.90319508780705,3.44299660193022,4.02404638148828,1.9939259305171,5.25883871198548,4.52416620459308
b0641,3.38548883164052,3.20489971412822,3.46002057373106,3.29670252356494,3.53743729295509,2.19282806367251,4.23955373598501,4.97778282761872
b0607,3.23016606685862,2.32746167200198,0.981158297936681,1.47074591917505,1.79621160068943,13.9075263527958,2.56213138595992,1.24098094727043
b2296,3.16811150236495,3.16982058183022,2.53981994993148,2.88915861379655,3.24504702137583,5.94828700542564,4.04123570709546,3.11933815585773
b0357,3.80657615763684,3.33160675928572,2.75415683833012,4.04340395425419,3.64811016458417,3.20988990360682,4.98202174148627,5.34491832811316
b2276,3.94237857948597,2.33805944376527,2.28957116617611,3.30508998722364,3.40088575294271,2.25205642250697,5.9899792770803,3.07120601933847
b3713,2.86919071022711,4.42224597406684,3.82728617835312,1.67292330900568,2.97418679166499,5.71799666519652,3.15779890869161,3.49915885705667
b4057,2.80729169923226,2.93300662007727,2.92632808151287,2.47921438930627,2.1121965415074,3.79789381156833,1.80955213127081,1.40104160992966
b0922,3.43155992576908,3.72882751705962,3.66772681083254,3.4397312425715,3.89093823354707,3.33950680950989,2.92904870806987,4.66184303488797
b2217,3.3982633239376,2.89702857663281,3.22189930135975,4.04462578283103,3.62047903640886,2.86789031120237,3.84970485535733,4.29037837570971
b1854,3.25200047693405,3.69610460225731,2.02611627714202,3.41450180596141,3.75547342993863,4.09469819219682,5.54389334309187,3.17314533127746
b3523,2.54048906153706,2.03260734193594,7.99582479058615,2.03827904688928,2.81682235085675,1.62954391781707,4.04508915530847,4.98857771597465
b4207,2.87895711435797,2.91291321145536,4.37568958701868,3.34296556730074,2.972689271968,2.06752606653715,6.03900291239057,5.07501110480346
b1517,5.00570606415464,2.98505812309898,1.51576873992505,2.91007279829619,3.72599738306106,3.57098462403124,0.933430521224981,0.647148281956819
b3022,3.58846156942522,2.95528900844392,2.57463509496716,2.53375798014276,2.99307917620796,5.98172842794235,2.22820967705042,1.94766936789015
b3196,2.98555547334922,3.05165850957297,2.98594243270299,3.00824649973413,3.83985542836379,2.72931336351086,3.50860248988586,4.41526897405815
b0860,1.7218048613169,1.69098841068606,2.21345547570564,2.38179495794083,2.12195075583013,0.845946615389043,2.9850972607861,4.30980677147883
b3834,2.75368566695582,3.10224833793427,4.10065220279066,2.53172659449296,3.28810858574345,3.86852446392093,3.11197218021901,4.24455983973932
b1748,4.03304476610079,2.7074552810814,1.20020869801839,1.95689216857918,2.39981642214512,15.4149013722051,0.354443982275853,0.385253438298284
b0052,3.1707846858556,5.01505049546493,3.29400486633167,3.50025342414874,3.88362770533459,2.58680210115753,3.67637941143404,4.5871128584594
b0190,3.14926682991908,4.69676271243843,3.62332598577954,2.63313759183281,3.12318061391654,3.53494846969806,2.26164977487733,3.92813997718148
b3831,3.50890640828474,2.46270489036126,2.84697115906786,2.07915544987285,3.19140107242737,5.56202255181351,1.96255740776048,1.63118709085175
b3809,2.75776880544566,3.30939945954082,3.64259003523657,2.93238399572683,3.63232823846617,3.2284990910678,3.76738255239176,4.9198897911336
b0661,3.34797372423984,3.17601815861405,3.67363134770896,3.42832009956548,3.69554688923278,2.76540638440911,5.62898352486517,5.99901749354866
b4194,2.1944651851596,2.67954224618078,1.62565037645145,2.13073977174112,2.20870147930777,2.54523449799422,2.34282509899107,2.56715770633317
b0830,3.9602763576084,2.62958088028911,4.06046505800626,2.97228394574838,2.99144277055916,1.48003864363122,2.68329996578984,3.31706836553231
b2968,2.38706611275867,3.59386254783513,2.38952852298218,2.85740439041067,2.38766400942807,2.4744517498736,2.5983988610589,2.46939405851184
b2068,1.41945287666754,1.25414956578151,1.08751865213364,1.21328353208075,1.28216058710175,2.22137047986264,1.01318254933366,0.720387534036396
b4125,3.1926194610997,3.15095740836824,1.84920171840006,3.35773784078073,3.90325426395828,3.15087580962086,1.80756517987323,1.57521891598257
b1602,3.4881068289144,2.09916399482611,3.02473205818114,3.39468146051512,2.67962975252779,1.80593576225664,5.40359800509897,6.25991291380089
b0167,3.26002399739717,3.40730427946276,3.27467693880882,3.18737042174957,2.73702554973611,3.17979929764154,3.47134245176965,5.92465943537756
b0224,2.62318186827247,2.35447882942808,5.67673235372412,3.17142566853027,4.32897495250802,2.93749648358852,5.12741176910705,5.81448382243515
b1244,2.85013864132352,2.73598905359936,2.63747998091144,4.45690993619413,3.30018308206173,0.950124902408686,6.50589169644739,5.35335812248927
b3907,4.58693218283829,0.316886496320643,2.39771148398053,2.83313569901143,3.31490671102343,0.413625943121995,1.16252435220068,1.00871918805423
b1927,3.48373643650597,4.09175729547135,3.49134516773181,3.03586768617271,2.64955034795913,6.07767095345848,1.74740094443278,1.636445650393
b3661,2.55213854253804,2.81765004151548,4.15722003602702,3.2420689446992,4.64415616239218,1.37938387410718,8.30060123590773,7.91226379712429
b0581,4.04931412941846,3.20960894142163,3.20409023252727,1.37418607168934,2.5109319856614,6.36340101040555,1.85709109998309,1.52663416514592
b0999,3.53113813748883,3.41299383894139,2.82748948162185,2.08802899955863,3.05877587203456,4.58167363207975,3.31733531435247,2.63826856458436
b0981,2.60131843324652,2.13946556790784,2.61602017411013,2.47259226501375,1.98912345912691,2.79054314914519,1.992274772687,1.99132885034684
b1399,4.0139018623862,2.62134759472303,2.69467731353733,3.00197711846601,3.52228155074678,4.38467769265387,2.1597831777657,1.57129627114833
b2598,2.83357678373309,2.8906444317038,5.80245767557083,3.94824048539169,4.36217294767659,1.92383046019908,1.82646677603681,1.55721535135133
b0687,3.33439581509121,3.9680808538791,3.5599862950045,3.54056807937796,3.61267600282903,3.76985281800148,4.14037996063753,5.04100174775315
b0102,3.21672463664327,3.64561092383961,5.30021057621611,3.43221485710476,3.73264847215228,2.70025958115451,4.48066501219962,5.2129975629268
b4062,3.36477959564677,1.56703439428171,1.13442579364761,2.5227158846752,3.59206959868664,1.63521485410291,0.623846016265119,0.714208746137258
b1658,2.10315840038391,3.29036167860019,4.56629020236461,5.60483593783683,5.41847463309982,2.44371594383087,5.95087747424283,5.98672558291465
b3627,3.21669326345105,2.92479598416329,3.05187192949043,2.54347241374004,2.54878927516228,2.58651936803992,1.88286840245204,2.51242404358735
b3400,3.34927617689149,3.46275022427933,3.93416271077364,2.38820531306108,2.46414624235242,4.92510507771879,2.99974042277642,3.4757151883121
b1743,3.45723497973988,5.32351724572725,2.58404675940395,3.01903930579112,3.56207239449283,2.22769113846495,1.28132610912425,0.480237141626583
b3416,3.45269483782234,2.73590331651875,1.64776314091115,2.33540313177278,3.04167363549713,3.27524015191732,4.17724666902165,2.96271517999697
b2830,2.76291554335631,3.53285231132305,4.22343073579106,3.31464108856002,3.77902554141233,2.03476960187183,3.57483827936564,5.76444646071496
b0193,2.05902534414191,2.6356257186745,2.10070763510193,1.60475447490752,1.92426457528467,1.39334907217675,2.24019534972545,4.28389173836683
b0775,2.38514583380379,3.86304663203641,4.42988069496574,2.93875596972235,3.62793186601976,1.67111293187773,6.28245950833039,8.6407403894788
b2155,3.26189155284387,1.7024288606425,2.78206261409172,2.84601484494172,3.20983826945572,2.05367500617294,2.1775718133189,1.7016546561972
b2449,3.35028885170613,3.07428049680262,4.08676594616741,2.46228917210851,2.69758856150459,3.4736025544642,2.06263865638203,1.74901091599011
b1746,2.86971438705037,3.13674113660697,2.35046552024498,3.01977679079175,2.59214696644925,3.5728069931185,2.10127654017182,2.23022250387782
b1952,3.40484828015208,3.68748982725404,2.4405684556522,1.55239525429857,2.32073082351921,5.12609180661968,1.51481379025197,1.75213668465664
b1123,3.647963796949,2.25220443679718,2.45141470549139,4.22097739132417,2.52903937576263,1.6500817522352,3.25467022216173,2.69049125125919
b3404,3.41617917981703,2.93775190403349,2.60006236049751,2.23451333819176,2.98937577009929,4.12682118101173,2.41561274552249,2.64277571701783
b3685,3.16584655447428,3.06272634916153,2.92533927042188,3.45059370623622,2.96599006516573,2.86497788081624,4.02493448736408,4.12973617178548
b0015,3.13002450838917,3.05710096024125,3.07971576217717,3.15820230632033,3.39108588453454,3.14507021532364,4.12767592070042,4.16600089560745
b2063,3.08535833463477,2.82764639359751,1.9291691516109,1.70267636857896,2.34984535706065,2.90996408449814,1.36952098762798,1.03645243833008
b0963,3.79694013734213,3.3081206261486,2.63190228954744,3.63580917357869,3.96846115890802,4.63960234228843,2.85781681317669,2.24729528038153
b1516,4.79416527095695,3.85252985933183,1.18785172046914,2.32623886507942,3.75101588907981,3.47461662846231,0.570532364012925,0.245759082460273
b2614,3.03589640488226,2.61316511641552,3.06391244156292,3.07656430079482,2.71800410132998,3.6314151564219,3.92844558353546,3.24964412246549
b1611,3.76134880179475,3.46928554815272,3.36713562802346,3.94130824926079,2.93596674038524,3.64296584152063,1.40071497960403,0.880848849207829
b0634,3.52911682919189,3.58468780230764,4.47377971090274,3.59755278014832,3.32824740644183,2.31720878242933,3.52337932277071,3.83592817864921
b1028,2.57132762541796,2.67678224483944,2.03206567975734,1.52205453658147,2.07636448885842,3.09758857085921,2.89363343860994,2.90050909213187
b0397,2.55928466786266,2.35239926128869,2.83994675441364,2.73955918920916,2.10081931716611,2.16516700498816,2.54299581905174,2.47441120037347
b3850,2.67075522306604,2.77718280660421,3.46301022953314,2.65596678856949,2.92708667917349,3.57834590574119,2.70442198361018,3.97155116095637
b3129,3.37295261921838,3.47862309480902,3.5193131344005,3.1695182409264,3.04991085783547,3.64901655352002,2.81088770109364,2.54410212085367
