"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAL017W",3330.02651571683,0.668725521643324,0.101322294127208,6.5999840154009,4.11202115265976e-11,1.06764517207658e-08
"YAL040C",1416.8541923808,0.867102985220106,0.196689916070933,4.4084770716329,1.04100038552575e-05,0.000250264203794358
"YAL061W",609.441778010066,0.709957953289191,0.251400488649743,2.82401182711431,0.00474266347586871,0.0250866566873946
"YBL030C",3321.65866545165,0.661033292934512,0.149495869855865,4.4217495344309,9.79049089424767e-06,0.00023891006163369
"YBL042C",4705.27481830144,0.788883345949861,0.0821807177387279,9.5993727927506,8.04323675920076e-22,1.04417299607944e-18
"YBL043W",318.656371748001,0.806893417550408,0.148215342434925,5.44406135218209,5.20792693020644e-08,3.15931343027757e-06
"YBL047C",12156.1215953949,0.646665120654416,0.153387258063887,4.21589856169849,2.48785578404063e-05,0.000504645996693991
"YBL053W",54.2545671382578,-1.2882467869961,0.402969613614411,-3.19688319782042,0.00138921167358573,0.0103647965209713
"YBL081W",276.628575281614,0.739137946582441,0.263532381742641,2.8047329200867,0.00503582882131141,0.0262550721920742
"YBL101C",2727.48083366344,0.624347270723493,0.149240957447579,4.18348475781385,2.87074345803305e-05,0.00055130165047611
"YBL113C",916.21951180075,0.774118897863991,0.129126271771954,5.99505342515534,2.0341855587898e-09,2.7104176739832e-07
"YBR012C",438.364285033666,-0.70366084676318,0.12098502588102,-5.81609865881401,6.02369225528019e-09,6.01535175831134e-07
"YBR021W",905.193457247899,0.671886138332447,0.09457566678885,7.10421783049653,1.21005873437653e-12,4.36360624713224e-10
"YBR054W",10204.1884733482,0.708978506793618,0.169013011221208,4.19481613676293,2.73093019626607e-05,0.000535542836977737
"YBR071W",1148.17532022226,-0.60589252627802,0.143856822820643,-4.2117746965219,2.53372193029676e-05,0.000510757423899264
"YBR117C",518.631838430043,0.824231780512677,0.129220883222449,6.37847196179423,1.78863581630933e-10,3.71771214110006e-08
"YBR126C",7919.73700453665,0.625859193690885,0.178491208097782,3.50638667506818,0.00045423481519902,0.00454330531034034
"YBR132C",1306.50143401146,0.654188284113093,0.200149514585035,3.26849797996965,0.0010811994927126,0.00859004395005814
"YBR174C",61.8632148956388,-1.01211437474193,0.213649232133806,-4.73727129572858,2.16615097292059e-06,7.47778843560522e-05
"YBR183W",496.764382314762,0.631965066079841,0.242204789192695,2.60921787792172,0.00907494414759478,0.040235971627075
"YBR196C-B",87.7111715003912,-0.67267068883636,0.227020491805074,-2.96303951897846,0.00304617457572265,0.0181734551204189
"YBR212W",1582.03711612563,0.647728817791356,0.155034932491026,4.17795400935754,2.94143111565433e-05,0.000561553805050361
"YBR214W",852.354746336418,0.942304379425656,0.261755852303094,3.59993624262711,0.000318295215789338,0.00350178685709931
"YBR230C",838.652949601382,0.65952093829157,0.143209890928062,4.60527505479957,4.11921039033745e-06,0.000120985496125251
"YCL008C",499.231684602812,0.908794633753462,0.204346308487241,4.44732591687707,8.69458694767425e-06,0.000216551446658199
"YCL027W",573.007065367569,0.624537375314518,0.103699352896595,6.02257736301676,1.71661272273919e-09,2.53554469407973e-07
"YCL037C",2964.92842001049,0.95326330473709,0.3400294327087,2.80347291451602,0.00505554784692826,0.0262945200916758
"YCL039W",677.342707826069,0.58890694225443,0.157692379168254,3.73453013620956,0.000188065971629683,0.0023296492783364
"YCL040W",10736.3559666326,0.653075742961873,0.226055974528667,2.88900014398448,0.00386468897171095,0.0216256000994619
"YCL044C",405.306710552882,0.80394226164383,0.265419258703604,3.02895225301491,0.00245403464609323,0.0154474882136764
"YCL048W-A",74.7264956361038,0.84526139495446,0.188000954572746,4.49604842100623,6.92279777027393e-06,0.000182666180190439
"YCR030C",1600.87340187806,0.731422919359863,0.168373207245309,4.34405765220251,1.39874781253368e-05,0.000317457064725738
"YCR064C",60.1505311383667,-0.924036210423759,0.235654203982316,-3.92115309130281,8.81262502387972e-05,0.00132413770902785
"YCR089W",1115.35808493989,1.19959137957865,0.226284204937312,5.30125989090125,1.15006232276472e-07,6.27315507316455e-06
"YCR091W",315.571542541371,0.675430181539953,0.156915666411698,4.30441521223148,1.67427397408363e-05,0.000368397029348368
"YDL003W",1409.86798131157,-0.904264246756521,0.181641682108812,-4.9782860203575,6.41498113490892e-07,2.79460688232844e-05
"YDL022W",3756.64114346666,0.589337794175342,0.223958463744343,2.63146024634324,0.00850188129587541,0.038323410758005
