Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
SRR9929266_2 - polyg	(1, 0.2882384894348096)	(2, 0.2941195559900716)	(3, 0.2942188983305321)	(4, 0.2942950607915518)	(5, 0.2943381091390847)	(6, 0.2944142716001044)	(7, 0.29449043406112413)	(8, 0.2946096448696768)	(9, 0.2947619697917162)	(10, 0.2949606544726372)	(12, 0.2952735828450878)	(14, 0.29545405476359105)	(16, 0.2955004145224726)	(18, 0.29553352863595944)	(20, 0.29556167563242325)	(22, 0.295574921277818)	(24, 0.29561134680265355)	(26, 0.2956245924480483)	(28, 0.2956411495047917)	(30, 0.2956659850899068)	(32, 0.2956891649693476)	(34, 0.29569413208637063)	(36, 0.29571565626013707)	(38, 0.29577857307576205)	(40, 0.2958448013027357)	(42, 0.2958961281786403)	(44, 0.29595738928859094)	(46, 0.2960203061042159)	(48, 0.29607660009714354)	(50, 0.2961362055014199)	(52, 0.29617759814327843)	(54, 0.29621071225676526)	(56, 0.29625044919294946)	(58, 0.29629846465750537)	(60, 0.29634151300503825)	(62, 0.29637793852987376)	(64, 0.29642595399442967)	(66, 0.29646900234196255)	(68, 0.2965037721611237)	(70, 0.2965435090973079)	(72, 0.2965865574448408)	(74, 0.29665444137748886)	(76, 0.29671404678176516)	(78, 0.2967835864200875)	(80, 0.2968398804130151)	(82, 0.2969143871683605)	(84, 0.2969971724520776)	(86, 0.2970733349130973)	(88, 0.29716274301951173)	(90, 0.297275331005367)
SRR9929267_2 - polya	(1, 0.005568147988822798)	(2, 0.013204844693827232)	(3, 0.028348746290142546)	(4, 0.04431276270651703)	(5, 0.06128615120911819)	(6, 0.07762536185491246)	(7, 0.09631534696468201)	(8, 0.11943793646626934)	(9, 0.14671090461188083)	(10, 0.18321597501325962)	(12, 0.23353018523903557)	(14, 0.2838742781910485)	(16, 0.33179787031786656)	(18, 0.3764459836188207)	(20, 0.4210094291954368)	(22, 0.4577668426183723)	(24, 0.4894242707635309)	(26, 0.5185333664212587)	(28, 0.5452850470091808)	(30, 0.5710555780856554)	(32, 0.5952622464890619)	(34, 0.6182105200876002)	(36, 0.6395069429858169)	(38, 0.6598288569784168)	(40, 0.6778265589303631)	(42, 0.6950456498486905)	(44, 0.7124805604565071)	(46, 0.7294107850212104)	(48, 0.744792088275964)	(50, 0.7601335478957347)	(52, 0.774253136042705)	(54, 0.7881784864691348)	(56, 0.8016589163049253)	(58, 0.8152522364398331)	(60, 0.8278411649428872)	(62, 0.8398141772551679)	(64, 0.8513439291282671)	(66, 0.8634165505280045)	(68, 0.8746275533212425)	(70, 0.884892269783643)	(72, 0.8952582554849577)	(74, 0.9049684813605168)	(76, 0.9136245110604935)	(78, 0.9222224354594539)	(80, 0.9329387131183242)	(82, 0.9419549956846023)	(84, 0.9499237226811287)	(86, 0.9572848342441699)	(88, 0.9648700662539884)	(90, 0.9701128245571198)
SRR9929267_2 - polyg	(1, 0.3526394117166982)	(2, 0.35978470359025017)	(3, 0.3599075547981133)	(4, 0.3599706405535025)	(5, 0.36000716388556986)	(6, 0.3600602887322134)	(7, 0.360130015093433)	(8, 0.360266147512957)	(9, 0.360402279932481)	(10, 0.3606479823482072)	(12, 0.3609185870357976)	(14, 0.3610414382436607)	(16, 0.3610796217271857)	(18, 0.3611095044534227)	(20, 0.3611327465738292)	(22, 0.3611609691486086)	(24, 0.3611742503602695)	(26, 0.36120579323796403)	(28, 0.36124065641857384)	(30, 0.3612805000535565)	(32, 0.3613319647487424)	(34, 0.36136516777789457)	(36, 0.36139173020121634)	(38, 0.36144485504785984)	(40, 0.36149964004596097)	(42, 0.36156936640718057)	(44, 0.3616772762519252)	(46, 0.36175364321897524)	(48, 0.36183167033748287)	(50, 0.3618997365472449)	(52, 0.36194290048514277)	(54, 0.36198440427158296)	(56, 0.36201926745219276)	(58, 0.36205413063280256)	(60, 0.3621072554794461)	(62, 0.362158720174632)	(64, 0.3621919232037842)	(66, 0.36224836835334295)	(68, 0.362286551836868)	(70, 0.36233801653205383)	(72, 0.36240276243890057)	(74, 0.36246252789137456)	(76, 0.3625040316778148)	(78, 0.3625538362215431)	(80, 0.3625953400079833)	(82, 0.3626600859148301)	(84, 0.3627264919731345)	(86, 0.3627829371226932)	(88, 0.3628642845441161)	(90, 0.3629356710567933)
SRR9929268_2 - polya	(1, 0.0066206751322677275)	(2, 0.013944401322868867)	(3, 0.029384868641906942)	(4, 0.0450352516797839)	(5, 0.06115211409285838)	(6, 0.07740225632741787)	(7, 0.0956415998976411)	(8, 0.11765942640696427)	(9, 0.14351237977951853)	(10, 0.17876655856007145)	(12, 0.22654904056021508)	(14, 0.2739566730624321)	(16, 0.31979493566666317)	(18, 0.36296093785011985)	(20, 0.4048324597674034)	(22, 0.4396884650812699)	(24, 0.4697913787614273)	(26, 0.497653525442868)	(28, 0.5235081448131909)	(30, 0.5485231013081582)	(32, 0.5715371944830817)	(34, 0.5931151975815043)	(36, 0.6133737304472254)	(38, 0.6328325843840364)	(40, 0.6507037424474074)	(42, 0.6676052898094749)	(44, 0.6838754240172571)	(46, 0.6996007769547193)	(48, 0.7143548531931097)	(50, 0.7289373316613379)	(52, 0.7425335394505772)	(54, 0.7557299077753615)	(56, 0.7688046582630407)	(58, 0.7815911911367586)	(60, 0.7933431393961992)	(62, 0.8045802943451538)	(64, 0.8150860762737094)	(66, 0.8259750376890345)	(68, 0.8363058898518911)	(70, 0.8459186969764974)	(72, 0.8553848962974699)	(74, 0.8644229341919218)	(76, 0.8730344766576219)	(78, 0.8808946541297002)	(80, 0.8904891352788522)	(82, 0.8985958804206777)	(84, 0.9060195664773927)	(86, 0.9130767330250238)	(88, 0.919642430230929)	(90, 0.9242655740386901)
SRR9929268_2 - polyg	(1, 0.31426049107949827)	(2, 0.3204646667696253)	(3, 0.32058795060449896)	(4, 0.3206712504929271)	(5, 0.32070457044829837)	(6, 0.3207912023322636)	(7, 0.32086783822961745)	(8, 0.3210277740153995)	(9, 0.32116438583242163)	(10, 0.3214359434686973)	(12, 0.3218524429108379)	(14, 0.32205402864083404)	(16, 0.3221006765783538)	(18, 0.3221589865002535)	(20, 0.3222156304243846)	(22, 0.3222422863886816)	(24, 0.3222656103574415)	(26, 0.3222972643150442)	(28, 0.3223139242927298)	(30, 0.3223272522748783)	(32, 0.322332250268184)	(34, 0.3223439122525639)	(36, 0.3223722342146295)	(38, 0.3224238801454549)	(40, 0.32250218204057735)	(42, 0.3225921459200798)	(44, 0.3226821097995821)	(46, 0.3227420857192504)	(48, 0.3227920656523072)	(50, 0.32284537758090126)	(52, 0.32290868549610663)	(54, 0.32296532942023776)	(56, 0.32303363532874885)	(58, 0.32311193722387127)	(60, 0.3231752451390767)	(62, 0.3232685410141162)	(64, 0.3233068589627931)	(66, 0.3233668348824613)	(68, 0.32342014681105535)	(70, 0.32350677869502065)	(72, 0.32358008259683735)	(74, 0.3236933704450996)	(76, 0.3237783363312963)	(78, 0.32385497222865023)	(80, 0.32394160411261547)	(82, 0.3240382319831921)	(84, 0.32416151581806574)	(86, 0.32430145963062496)	(88, 0.32448305338739825)	(90, 0.32463632518210606)
SRR9929269_2 - polya	(1, 0.005396641319522133)	(2, 0.011634829228352628)	(3, 0.023552561352685516)	(4, 0.03634765055948882)	(5, 0.04981239598842261)	(6, 0.06293336068300065)	(7, 0.0780453887973891)	(8, 0.09619414673192007)	(9, 0.11751571436060937)	(10, 0.1462124530560245)	(12, 0.18590122262753334)	(14, 0.22568309948126353)	(16, 0.2639824219180845)	(18, 0.29958879526911875)	(20, 0.3352882759023743)	(22, 0.36462781295004837)	(24, 0.3902734976280562)	(26, 0.4134106572600618)	(28, 0.43490948682990327)	(30, 0.4561773387188495)	(32, 0.47577105005246956)	(34, 0.4936512292882851)	(36, 0.5104570937292389)	(38, 0.5271161351482283)	(40, 0.5419076593488162)	(42, 0.5559865547354793)	(44, 0.5697556893562906)	(46, 0.5837038764429122)	(48, 0.5963897436455712)	(50, 0.6085867976165682)	(52, 0.6203791930148339)	(54, 0.631344366021056)	(56, 0.6424742672958237)	(58, 0.6535576149294806)	(60, 0.6641396156588687)	(62, 0.6737994961893339)	(64, 0.6832642095320657)	(66, 0.6929008132419756)	(68, 0.7021900551682134)	(70, 0.7111874415751804)	(72, 0.7196154411408707)	(74, 0.7276137147886164)	(76, 0.7352968560965358)	(78, 0.7424177726618112)	(80, 0.7506344903178453)	(82, 0.758093816043502)	(84, 0.7648852760716862)	(86, 0.7712129902134219)	(88, 0.7774583402208848)	(90, 0.7818218488126816)
SRR9929269_2 - polyg	(1, 0.29446968527160255)	(2, 0.30034976824881243)	(3, 0.3004392944817176)	(4, 0.3004715239255634)	(5, 0.3005109154680417)	(6, 0.30059686065163066)	(7, 0.3006505763913737)	(8, 0.30077233206812476)	(9, 0.3009406413859864)	(10, 0.3012235442819666)	(12, 0.301594182886194)	(14, 0.30180188374653394)	(16, 0.30185918053559324)	(18, 0.3018914099794391)	(20, 0.3019218488986268)	(22, 0.3019504972931565)	(24, 0.30196840253973745)	(26, 0.30200421303289954)	(28, 0.30203107090277104)	(30, 0.3020615098219588)	(32, 0.30209732031512093)	(34, 0.30213671185759916)	(36, 0.3021814749740517)	(38, 0.30222086651653)	(40, 0.30226204858366634)	(42, 0.30231755484806755)	(44, 0.3024106621302889)	(46, 0.30249302626456165)	(48, 0.30254316095498845)	(50, 0.30261299141665454)	(52, 0.3027007271249016)	(54, 0.3027830912591743)	(56, 0.3028636648687889)	(58, 0.3029424479537455)	(60, 0.30300332579212097)	(62, 0.3030498794332316)	(64, 0.3030946425496842)	(66, 0.3031394056661368)	(68, 0.30319491193053794)	(70, 0.30324683714562295)	(72, 0.3033202486566052)	(74, 0.3033990317415617)	(76, 0.30348676744980874)	(78, 0.30356017896079096)	(80, 0.3036532862430123)	(82, 0.3037857850677119)	(84, 0.3039129123184372)	(86, 0.30405078271711117)	(88, 0.30424415938018623)	(90, 0.3043891918774926)
SRR9929270_1 - polya	(1, 0.00524585276022338)	(2, 0.007217086959650236)	(3, 0.013593975735938206)	(4, 0.0206602578934465)	(5, 0.02631005208797866)	(6, 0.03030637934474021)	(7, 0.054085065111050504)	(8, 0.06674189671939233)	(9, 0.07713665629560498)	(10, 0.0843241208834059)	(12, 0.09081949914709113)	(14, 0.09643428508398319)	(16, 0.10257688782837207)	(18, 0.1100578831917707)	(20, 0.11772469161495139)	(22, 0.1200460083907792)	(24, 0.12218689799261573)	(26, 0.12403964270464535)	(28, 0.1262801711936114)	(30, 0.12848299848204195)	(32, 0.13025495490720979)	(34, 0.13202152544658688)	(36, 0.1337342371280561)	(38, 0.1361255704191641)	(40, 0.13870271677005414)	(42, 0.14214699073326034)	(44, 0.14518732326215777)	(46, 0.1467357654270081)	(48, 0.14840539002215108)	(50, 0.14960105666770507)	(52, 0.150823652742213)	(54, 0.15211895827489647)	(56, 0.153538139180768)	(58, 0.1553262532633082)	(60, 0.15659193642414238)	(62, 0.1578118395557549)	(64, 0.15912330274581077)	(66, 0.16051824716562374)	(68, 0.16157388078061735)	(70, 0.16266990853904184)	(72, 0.1638440316414327)	(74, 0.16514203011701162)	(76, 0.16694630185692416)	(78, 0.16809888141615187)	(80, 0.16931609160486902)	(82, 0.17035556756249026)	(84, 0.1716347154378014)	(86, 0.1729704151139158)	(88, 0.17423879121764538)	(90, 0.17515439180207862)
SRR9929270_2 - polya	(1, 0.03261153846319566)	(2, 0.09208248936502991)	(3, 0.22528083085690304)	(4, 0.38090061489580895)	(5, 0.540602900364129)	(6, 0.6860110449437089)	(7, 0.8414800241804729)	(8, 1.0468007622967312)	(9, 1.2781838017545923)	(10, 1.5755466350924499)	(12, 1.9637424322918755)	(14, 2.354631172386693)	(16, 2.754772864270077)	(18, 3.0945710917535196)	(20, 3.4230266437615713)	(22, 3.699319891885883)	(24, 3.947878521130553)	(26, 4.164719668953298)	(28, 4.361468769833524)	(30, 4.546140021827918)	(32, 4.712348457331505)	(34, 4.866546367521644)	(36, 5.0041988365624945)	(38, 5.136602759900228)	(40, 5.247837459137285)	(42, 5.354793072113564)	(44, 5.460181392324725)	(46, 5.563582320679087)	(48, 5.6532196178951)	(50, 5.73831930633238)	(52, 5.8186470999590245)	(54, 5.8922829304906195)	(56, 5.963944833879893)	(58, 6.033541250068401)	(60, 6.098408858532601)	(62, 6.161625693001925)	(64, 6.218815721271362)	(66, 6.277602664677767)	(68, 6.329350255355617)	(70, 6.38019032427772)	(72, 6.429029536628548)	(74, 6.4809548615374934)	(76, 6.522038398349592)	(78, 6.562626433668939)	(80, 6.631786593108393)	(82, 6.682607811430229)	(84, 6.717804575073)	(86, 6.7538657733851934)	(88, 6.788502404905723)	(90, 6.809176127513647)
SRR9929270_2 - polyg	(1, 2.897450364753729)	(2, 2.94500773628635)	(3, 2.945853320355503)	(4, 2.9466127302520033)	(5, 2.9471405470595005)	(6, 2.9478353263265116)	(7, 2.9484870185071963)	(8, 2.949434934406374)	(9, 2.9506252151661374)	(10, 2.9527149388529614)	(12, 2.955356715833341)	(14, 2.956431200048602)	(16, 2.956792054396585)	(18, 2.9571232863727177)	(20, 2.9572956347180233)	(22, 2.9574949124922822)	(24, 2.9577103479239133)	(26, 2.9579527127844987)	(28, 2.958178919987712)	(30, 2.958488608420682)	(32, 2.958809068625233)	(34, 2.9589975746279107)	(36, 2.9592614830316593)	(38, 2.9595765573504202)	(40, 2.9600424364713227)	(42, 2.960621419193832)	(44, 2.961375443204542)	(46, 2.961822471725177)	(48, 2.962406840333477)	(50, 2.9631043125433836)	(52, 2.9635324904637503)	(54, 2.9638475647825118)	(56, 2.964273049759983)	(58, 2.964787401853003)	(60, 2.9652075009446843)	(62, 2.965595284721621)	(64, 2.9659507531838125)	(66, 2.9663789311041797)	(68, 2.9666832336513593)	(70, 2.9669686855982706)	(72, 2.9672837599170316)	(74, 2.967741560209248)	(76, 2.9680889498427536)	(78, 2.968428260647573)	(80, 2.9688456667963585)	(82, 2.969368097718065)	(84, 2.970022482841645)	(86, 2.970695718565493)	(88, 2.971285473059584)	(90, 2.9716193979786123)
SRR9929271_1 - polya	(1, 0.0051054723546923265)	(2, 0.005734631574159462)	(3, 0.00720266975291611)	(4, 0.009437388292007028)	(5, 0.011861198399790253)	(6, 0.013810560571581868)	(7, 0.01929421606365881)	(8, 0.023048543209331553)	(9, 0.02889319169618472)	(10, 0.03244811318760012)	(12, 0.035146965577117606)	(14, 0.03761890808420433)	(16, 0.040266190045896655)	(18, 0.04483189192268548)	(20, 0.04920162617373864)	(22, 0.05203628068986242)	(24, 0.05484514999207363)	(26, 0.05718988544385825)	(28, 0.059912804033027484)	(30, 0.0621647127147268)	(32, 0.064139860100431)	(34, 0.06631097511187087)	(36, 0.06818298164192473)	(38, 0.0702268895980625)	(40, 0.07210233415663803)	(42, 0.0747650872466779)	(44, 0.07682446633116322)	(46, 0.07840080240835273)	(48, 0.08030203218084084)	(50, 0.08131968862325764)	(52, 0.08231499788028351)	(54, 0.08335328249383037)	(56, 0.08448095584894086)	(58, 0.08614152362491151)	(60, 0.088006654097922)	(62, 0.08964659370276257)	(64, 0.09100977201160802)	(66, 0.09288693558444439)	(68, 0.09445123856180804)	(70, 0.09572846615761155)	(72, 0.09698850361080665)	(74, 0.09805429245252692)	(76, 0.09924728834954931)	(78, 0.1006207807439598)	(80, 0.10199599215263114)	(82, 0.10339011271817171)	(84, 0.10483064666875493)	(86, 0.10648777641620388)	(88, 0.10844057661651718)	(90, 0.10962841547075704)
SRR9929271_2 - polya	(1, 0.007625547261082545)	(2, 0.016657248187531528)	(3, 0.036205878361794536)	(4, 0.05777950733532608)	(5, 0.07894057288625624)	(6, 0.09985066235510386)	(7, 0.12424347471641164)	(8, 0.15425746371066348)	(9, 0.19182480136704266)	(10, 0.23985234080062814)	(12, 0.30697984768639763)	(14, 0.37539145822501396)	(16, 0.4411918861014156)	(18, 0.5017390063966927)	(20, 0.5633055021486475)	(22, 0.6148106074319106)	(24, 0.659462002857208)	(26, 0.6999121274290144)	(28, 0.7375963580551307)	(30, 0.7742233949108308)	(32, 0.8083647371453575)	(34, 0.8403865347962695)	(36, 0.8709677984965982)	(38, 0.8991304091319263)	(40, 0.9248468624740802)	(42, 0.9490574593237391)	(44, 0.9730978737615749)	(46, 0.996129226828298)	(48, 1.016915547270365)	(50, 1.0378926782953855)	(52, 1.0571353239312191)	(54, 1.0763401512533144)	(56, 1.095027555282897)	(58, 1.1132456684192706)	(60, 1.1302690666443609)	(62, 1.1464467098531181)	(64, 1.1619453424288442)	(66, 1.1775986862880456)	(68, 1.1923564237173498)	(70, 1.2064798448844045)	(72, 1.2202749343276387)	(74, 1.2331417560700197)	(76, 1.2453106580225004)	(78, 1.2565753584737793)	(80, 1.2695504781145934)	(82, 1.2814357427140353)	(84, 1.2919767381615013)	(86, 1.3019917152451501)	(88, 1.31198778317193)	(90, 1.318858683172504)
SRR9929271_2 - polyg	(1, 0.4876843458000717)	(2, 0.4976752566840689)	(3, 0.4978677862812829)	(4, 0.49794342290875987)	(5, 0.49803624967884513)	(6, 0.4981050102492787)	(7, 0.49819783701936404)	(8, 0.49832160604614445)	(9, 0.4985210117004018)	(10, 0.4987272934117025)	(12, 0.4991965843049116)	(14, 0.4993908329163864)	(16, 0.49944412235847246)	(18, 0.49948881672925427)	(20, 0.499512882928906)	(22, 0.49955242025690527)	(24, 0.49958680054212207)	(26, 0.4996160237845564)	(28, 0.4996400899842081)	(30, 0.4996710322409032)	(32, 0.49969509844055493)	(34, 0.49973463576855426)	(36, 0.49975182591116263)	(38, 0.49979652028194443)	(40, 0.49986699986663885)	(42, 0.49994779353689833)	(44, 0.5000217111501144)	(46, 0.5000921907348088)	(48, 0.5001850175048941)	(50, 0.5002520590610668)	(52, 0.5003105055459354)	(54, 0.5003775471021081)	(56, 0.5004291175299332)	(58, 0.5004841259862802)	(60, 0.5005511675424529)	(62, 0.500635399241234)	(64, 0.5006766555834942)	(66, 0.5007368210826235)	(68, 0.5007918295389704)	(70, 0.500848557009578)	(72, 0.5009155985657507)	(74, 0.5009877971647061)	(76, 0.5010479626638353)	(78, 0.5011218802770515)	(80, 0.5011975169045284)	(82, 0.5012903436746137)	(84, 0.5013659803020907)	(86, 0.5014536500293933)	(88, 0.5015671049706087)	(90, 0.5016908739973892)
SRR9929272_2 - polya	(1, 0.008071489338547648)	(2, 0.01924559350793594)	(3, 0.04335284373244832)	(4, 0.06894439025292443)	(5, 0.09584265360280425)	(6, 0.12294195031105389)	(7, 0.1535827846825849)	(8, 0.18972858251747574)	(9, 0.23513866761724173)	(10, 0.29246835559035067)	(12, 0.3716855504559722)	(14, 0.45176048765063803)	(16, 0.5290678656117463)	(18, 0.5993608546437348)	(20, 0.6677188976014141)	(22, 0.7255712723062845)	(24, 0.7752482904374496)	(26, 0.8206701024831204)	(28, 0.8633009014034239)	(30, 0.9044440534717908)	(32, 0.9425901332224611)	(34, 0.9781613107080116)	(36, 1.01170540183)	(38, 1.043170472970847)	(40, 1.0718344793184085)	(42, 1.0989203738027666)	(44, 1.1252574190271978)	(46, 1.1507115927527876)	(48, 1.1750986144010314)	(50, 1.1981772439418847)	(52, 1.2197699019087882)	(54, 1.2408968325954683)	(56, 1.261784198530091)	(58, 1.2820165307720255)	(60, 1.3002670091560309)	(62, 1.3178322988435924)	(64, 1.3346537651051857)	(66, 1.35202639782431)	(68, 1.3685865207200223)	(70, 1.3846725399455795)	(72, 1.400508942751161)	(74, 1.414753831469648)	(76, 1.4283956201130257)	(78, 1.4408479613860485)	(80, 1.454988982869378)	(82, 1.4674731544241428)	(84, 1.478945458075113)	(86, 1.4899017761062674)	(88, 1.500132698769304)	(90, 1.5076262172025383)
SRR9929272_2 - polyg	(1, 0.5690483747575412)	(2, 0.5818642513536162)	(3, 0.5820384802642034)	(4, 0.5821523991672797)	(5, 0.5822596169584102)	(6, 0.5823768864174592)	(7, 0.5825310119922095)	(8, 0.5827219936826608)	(9, 0.5829230270410305)	(10, 0.5832363040244901)	(12, 0.5838444299335588)	(14, 0.5841493305270864)	(16, 0.5842414708163391)	(18, 0.5843118324917687)	(20, 0.5843637661093475)	(22, 0.58441402444894)	(24, 0.5844575816765867)	(26, 0.5845296186300026)	(28, 0.5845849028035544)	(30, 0.584648563367038)	(32, 0.5847239508764267)	(34, 0.5847876114399104)	(36, 0.5848931539530546)	(38, 0.5850690581416282)	(40, 0.5853337520634818)	(42, 0.5857793760078682)	(44, 0.5863070885735889)	(46, 0.5867912439116629)	(48, 0.5872067128522938)	(50, 0.5876121301250062)	(52, 0.587881849880819)	(54, 0.5881264404668356)	(56, 0.5883944849446621)	(58, 0.5887312158199314)	(60, 0.5890897253090243)	(62, 0.5894968178597231)	(64, 0.5897782645614409)	(66, 0.5900597112631586)	(68, 0.590307652405148)	(70, 0.5906494091143767)	(72, 0.5909208041481759)	(74, 0.5912290552976762)	(76, 0.5915322806132174)	(78, 0.5917818970331933)	(80, 0.5920465909550467)	(82, 0.5924034251661532)	(84, 0.5928674771683902)	(86, 0.5932779202750619)	(88, 0.5938341125665516)	(90, 0.5941473895500113)
SRR9929273_2 - polya	(1, 0.005390030355466505)	(2, 0.011855817812476046)	(3, 0.02616676071732383)	(4, 0.04132106720352069)	(5, 0.05584941049822734)	(6, 0.07126984504787212)	(7, 0.08972638849037357)	(8, 0.11226855994918829)	(9, 0.14121279806108838)	(10, 0.17897674509260786)	(12, 0.23112847482194251)	(14, 0.28531364785297436)	(16, 0.3391614754514666)	(18, 0.3885732106120627)	(20, 0.4375801312536112)	(22, 0.4797970379946538)	(24, 0.5157318231252918)	(26, 0.5488366549051806)	(28, 0.5793757872564764)	(30, 0.6096844002288702)	(32, 0.6385443019826353)	(34, 0.665938625246145)	(36, 0.6914925417610218)	(38, 0.7157739163387076)	(40, 0.7379581268107719)	(42, 0.7588116969655966)	(44, 0.7794235028937678)	(46, 0.7990232725243203)	(48, 0.8173861089022274)	(50, 0.8354228446953462)	(52, 0.8521682971383548)	(54, 0.8690037083633743)	(56, 0.8850107491373795)	(58, 0.9005548770122889)	(60, 0.9150082546553202)	(62, 0.9293454355382543)	(64, 0.9424962849834242)	(66, 0.9559751091546742)	(68, 0.9689516634596985)	(70, 0.9811092180201684)	(72, 0.9931393309727898)	(74, 1.0047515104173206)	(76, 1.0152691913473895)	(78, 1.0253408266499893)	(80, 1.0367505988349963)	(82, 1.0472589090586057)	(84, 1.0565865102683265)	(86, 1.0654230864595728)	(88, 1.0736936719806693)	(90, 1.0793704459537945)
SRR9929273_2 - polyg	(1, 0.4246654236112191)	(2, 0.43309531114212607)	(3, 0.4332339975977257)	(4, 0.4332902218364823)	(5, 0.4333352012274876)	(6, 0.43336893577074154)	(7, 0.43345514627016835)	(8, 0.43357883959543286)	(9, 0.43374751231170267)	(10, 0.43399677310352364)	(12, 0.4344615601439116)	(14, 0.4346827088163542)	(16, 0.43475954860932153)	(18, 0.4348064021416187)	(20, 0.4348495073913321)	(22, 0.4348982350649212)	(24, 0.43493009546688327)	(26, 0.43495633344496965)	(28, 0.43498069728176425)	(30, 0.43503504737922893)	(32, 0.4350744043463586)	(34, 0.43511376131348817)	(36, 0.4351549924219097)	(38, 0.43520746837808255)	(40, 0.4352786857471742)	(42, 0.43536114796401726)	(44, 0.43545672916990347)	(46, 0.43555605865837344)	(48, 0.43563664673392455)	(50, 0.43571348652689196)	(52, 0.43578470389598367)	(54, 0.43586716611282667)	(56, 0.4359496283296697)	(58, 0.4360320905465127)	(60, 0.4360976854917288)	(62, 0.4361501614479016)	(64, 0.4361895184150312)	(66, 0.43624761679507973)	(68, 0.43629821860996065)	(70, 0.43637693254421994)	(72, 0.43643877920685215)	(74, 0.43651749314111143)	(76, 0.43656247253211666)	(78, 0.43662057091216516)	(80, 0.43670865555288385)	(82, 0.43682485231298085)	(84, 0.43692230766015894)	(86, 0.4370291337137965)	(88, 0.43710784764805577)	(90, 0.4371584494629367)
SRR9929274_1 - polya	(1, 0.005742248472970482)	(2, 0.0065630979005296885)	(3, 0.008452530591893447)	(4, 0.011122139991432847)	(5, 0.013784354351084325)	(6, 0.01562941680312056)	(7, 0.020757876965393617)	(8, 0.024355563870867073)	(9, 0.02975024546910528)	(10, 0.033505076972197054)	(12, 0.03616359381190457)	(14, 0.038672361093881696)	(16, 0.041221801095242386)	(18, 0.04531680443317851)	(20, 0.04967802920707979)	(22, 0.05240495016575057)	(24, 0.054745480290277496)	(26, 0.05670331710060453)	(28, 0.05911964638398264)	(30, 0.061286393071143426)	(32, 0.06336439927964917)	(34, 0.06524458817115303)	(36, 0.0667864539877845)	(38, 0.068699920558784)	(40, 0.07060784084986757)	(42, 0.07319610481063984)	(44, 0.07516688294077073)	(46, 0.07680858179588913)	(48, 0.07869061944736497)	(50, 0.07972777379164586)	(52, 0.08058374965867268)	(54, 0.08138241396656815)	(56, 0.08234746667194179)	(58, 0.08379134821005832)	(60, 0.08532212146685793)	(62, 0.0866975988860112)	(64, 0.08788265402805048)	(66, 0.08972586772011475)	(68, 0.09107731125963227)	(70, 0.09204236396500592)	(72, 0.09319783894749356)	(74, 0.09422390073194256)	(76, 0.09545887239322533)	(78, 0.09655518705660959)	(80, 0.09773839343867691)	(82, 0.0989530287402679)	(84, 0.10008631860309175)	(86, 0.10166885713910681)	(88, 0.10361929890954591)	(90, 0.10481729537138908)
SRR9929274_2 - polya	(1, 0.007897902600299388)	(2, 0.017881206448992434)	(3, 0.03967438899869496)	(4, 0.06294657952598164)	(5, 0.08663289228699188)	(6, 0.11097366607808312)	(7, 0.1391561630909492)	(8, 0.1729071251394196)	(9, 0.2135502643634322)	(10, 0.2658664740505277)	(12, 0.3387593822257628)	(14, 0.41303516286003905)	(16, 0.4860926106727804)	(18, 0.5517291359579932)	(20, 0.6168202770514719)	(22, 0.6722627398511859)	(24, 0.7204099958014661)	(26, 0.7638983766223562)	(28, 0.8044749604873775)	(30, 0.8437925388114802)	(32, 0.8808620250096552)	(34, 0.914947612613054)	(36, 0.9465743494537191)	(38, 0.976174845365094)	(40, 1.0039432201442366)	(42, 1.0308851992159038)	(44, 1.0564812810279696)	(46, 1.0813027324117757)	(48, 1.1042994577032375)	(50, 1.1272314763956797)	(52, 1.14829439875645)	(54, 1.1692260591592099)	(56, 1.189283256095223)	(58, 1.2088912043580449)	(60, 1.2268888826852722)	(62, 1.2440361314253883)	(64, 1.2603070679387862)	(66, 1.2773415423206116)	(68, 1.2933018871587165)	(70, 1.3084580214090102)	(72, 1.3230946541071775)	(74, 1.3369880852966085)	(76, 1.3503416785742215)	(78, 1.362521309269627)	(80, 1.3763537313799827)	(82, 1.3886350438738473)	(84, 1.3999124797029265)	(86, 1.4107831883381698)	(88, 1.4213488515780368)	(90, 1.428603385708087)
