Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR9929268_1	(1, 36.384120775508634)	(2, 36.377545348875756)	(3, 36.52380882409046)	(4, 36.58150752472882)	(5, 36.65793820447757)	(6, 36.68151167306326)	(7, 36.675607510251304)	(8, 36.73109323273373)	(9, 36.75318686214152)	(10, 36.802061955458214)	(12, 36.81154363189846)	(14, 36.82107342235426)	(16, 36.820461178353646)	(18, 36.81905101278947)	(20, 36.816647708592)	(22, 36.810084510565105)	(24, 36.8028444441739)	(26, 36.789097088071145)	(28, 36.78297476582992)	(30, 36.783326009818666)	(32, 36.78019168065148)	(34, 36.777773470959815)	(36, 36.775245668226034)	(38, 36.77360077591174)	(40, 36.76756591242469)	(42, 36.76179573600693)	(44, 36.75858842645815)	(46, 36.74996425493827)	(48, 36.75271985993381)	(50, 36.74631857090456)	(52, 36.74136307804302)	(54, 36.73221614678769)	(56, 36.73007326708489)	(58, 36.732559111850065)	(60, 36.72664192714164)	(62, 36.70249035177956)	(64, 36.69825325637177)	(66, 36.679403273385816)	(68, 36.63599381788693)	(70, 36.574539975024095)	(72, 36.540087399846364)	(74, 36.53168909246713)	(76, 36.47405754908236)	(78, 36.42774781040778)	(80, 36.41740726375061)	(82, 36.42488415394793)	(84, 36.382337378258654)	(86, 36.374036658583165)	(88, 36.36497852263335)	(90, 36.347669687678575)	(92, 36.32617852175922)	(94, 36.31717877100431)	(96, 36.27489506530537)	(98, 36.281246078406056)	(100, 36.18987314405062)
SRR9929268_2	(1, 35.86514847622013)	(2, 35.98392202197484)	(3, 36.51263594333542)	(4, 36.606385969366634)	(5, 36.65266931993471)	(6, 36.64642702621564)	(7, 36.637186869471904)	(8, 36.65291558772486)	(9, 36.665433994917706)	(10, 36.656993966922286)	(12, 36.6561319296969)	(14, 36.645893990229595)	(16, 36.64857564451899)	(18, 36.662134597219165)	(20, 36.65330813577157)	(22, 36.6457493545037)	(24, 36.64205893056553)	(26, 36.641827752514274)	(28, 36.63890248296066)	(30, 36.62766979134628)	(32, 36.61901940530946)	(34, 36.61555944695263)	(36, 36.618277870827924)	(38, 36.60359408678553)	(40, 36.59627392561136)	(42, 36.58418332423111)	(44, 36.55318066336933)	(46, 36.53113712606021)	(48, 36.52102737800766)	(50, 36.469693463772884)	(52, 36.445476142591914)	(54, 36.41154988545133)	(56, 36.356529345759974)	(58, 36.32944326432341)	(60, 36.29099473995211)	(62, 36.25681347017192)	(64, 36.19472956536434)	(66, 36.20557527195535)	(68, 36.15496258917302)	(70, 36.14802373646345)	(72, 36.12950743089647)	(74, 36.16443015105402)	(76, 36.12761535501471)	(78, 36.112592982012686)	(80, 36.02434037857665)	(82, 36.03780042635539)	(84, 36.000677526071144)	(86, 35.959376191713815)	(88, 35.92305986260514)	(90, 35.93091050654152)	(92, 35.890150545134034)	(94, 35.87216591598494)	(96, 35.88493544093171)	(98, 35.77451347964697)	(100, 35.664704107139286)
SRR9929269_1	(1, 36.3549929997648)	(2, 36.34481408194644)	(3, 36.50145422831682)	(4, 36.563752740577044)	(5, 36.64346696997677)	(6, 36.66780772028395)	(7, 36.66284216568111)	(8, 36.71924995924766)	(9, 36.74182367658025)	(10, 36.794891622407285)	(12, 36.80464557710329)	(14, 36.81526098902279)	(16, 36.81447305411042)	(18, 36.81276021622591)	(20, 36.8097894623682)	(22, 36.80243620640438)	(24, 36.79554274406822)	(26, 36.78083011952279)	(28, 36.774909826967445)	(30, 36.77593198010813)	(32, 36.773046907547965)	(34, 36.77091142078551)	(36, 36.76754511792227)	(38, 36.76558831760451)	(40, 36.759215439450976)	(42, 36.75507954057321)	(44, 36.749813503656334)	(46, 36.74110331316643)	(48, 36.74284635789671)	(50, 36.73701333100183)	(52, 36.73340574332114)	(54, 36.72520832365895)	(56, 36.72108826231465)	(58, 36.721930421194)	(60, 36.717448932439055)	(62, 36.69293291207508)	(64, 36.68962985315646)	(66, 36.669175679004866)	(68, 36.62108032516174)	(70, 36.55912738107028)	(72, 36.5245875400403)	(74, 36.51948729157247)	(76, 36.46118571270081)	(78, 36.41376507683233)	(80, 36.399449173366094)	(82, 36.407782047932486)	(84, 36.36429440606356)	(86, 36.35840002014539)	(88, 36.3468285463011)	(90, 36.326778659203676)	(92, 36.30751761453138)	(94, 36.29816917872749)	(96, 36.2581488307364)	(98, 36.262088371274885)	(100, 36.17010094981239)
SRR9929269_2	(1, 35.90434723630371)	(2, 35.97662813839581)	(3, 36.505489497928295)	(4, 36.60656790944357)	(5, 36.65349243983193)	(6, 36.648281082004026)	(7, 36.64112650357518)	(8, 36.6560362024032)	(9, 36.6682321820594)	(10, 36.662491294469106)	(12, 36.664859120087485)	(14, 36.65174578302795)	(16, 36.65572005868142)	(18, 36.66809209924058)	(20, 36.66105192419499)	(22, 36.65137403106171)	(24, 36.647681175948826)	(26, 36.64730573300723)	(28, 36.64272061671953)	(30, 36.63284264192389)	(32, 36.62364147261288)	(34, 36.6207684640186)	(36, 36.62363843645529)	(38, 36.609699526630166)	(40, 36.60426307714293)	(42, 36.59182389441273)	(44, 36.561344289478086)	(46, 36.54141493948953)	(48, 36.53081744872911)	(50, 36.48106027674864)	(52, 36.455666061996695)	(54, 36.42208694944729)	(56, 36.372340143968515)	(58, 36.343000809847)	(60, 36.308225255078725)	(62, 36.277491515432416)	(64, 36.215010991395275)	(66, 36.22513675425084)	(68, 36.17549779813215)	(70, 36.16751772235685)	(72, 36.15055830943373)	(74, 36.18401962662922)	(76, 36.148696354394346)	(78, 36.13468859188674)	(80, 36.05118062319659)	(82, 36.06393252040826)	(84, 36.03344279561644)	(86, 35.995777655758715)	(88, 35.9600988419718)	(90, 35.97049066823915)	(92, 35.931759523592106)	(94, 35.91584722409312)	(96, 35.927639810800386)	(98, 35.82517365157427)	(100, 35.73149432672817)
SRR9929270_1	(1, 36.586680661352304)	(2, 36.46628855594061)	(3, 36.589797204165144)	(4, 36.638359366550894)	(5, 36.70469145122046)	(6, 36.72116687585447)	(7, 36.70428939484618)	(8, 36.75349161589931)	(9, 36.78679136284885)	(10, 36.81013756198616)	(12, 36.8027077594672)	(14, 36.80529379252965)	(16, 36.79693535558265)	(18, 36.80125682876459)	(20, 36.80462034137037)	(22, 36.789427834731725)	(24, 36.78299307461262)	(26, 36.77874902353891)	(28, 36.76563896964127)	(30, 36.76080411382574)	(32, 36.77115527973538)	(34, 36.76676067544659)	(36, 36.75180834852742)	(38, 36.7546228775376)	(40, 36.741786150099486)	(42, 36.74153619375009)	(44, 36.746963479693434)	(46, 36.74387271855001)	(48, 36.73089026348693)	(50, 36.72462934233229)	(52, 36.725957524489374)	(54, 36.69796435872971)	(56, 36.70981233767759)	(58, 36.705409445162815)	(60, 36.68733842551311)	(62, 36.67914719244094)	(64, 36.6773544454349)	(66, 36.64061610201736)	(68, 36.61678891806727)	(70, 36.57849507085213)	(72, 36.53748067346686)	(74, 36.528933525809464)	(76, 36.45199491401957)	(78, 36.38793696293884)	(80, 36.413627968043976)	(82, 36.35516485615384)	(84, 36.36217644939499)	(86, 36.30299180137793)	(88, 36.32047978668437)	(90, 36.27492276482007)	(92, 36.26270857875933)	(94, 36.27413982839248)	(96, 36.25607912810861)	(98, 36.225730410038075)	(100, 36.22119400946082)
SRR9929270_2	(1, 34.68093366269102)	(2, 34.56605998971942)	(3, 35.29073943256893)	(4, 35.49652007147286)	(5, 35.81655005146752)	(6, 35.79102466908041)	(7, 35.80062764958652)	(8, 35.84379433930477)	(9, 35.910951487818636)	(10, 35.86606314584849)	(12, 35.87167960140998)	(14, 35.87378276288186)	(16, 35.91794266379879)	(18, 35.951834938973604)	(20, 35.953075604694945)	(22, 35.957228391933924)	(24, 35.95004238153528)	(26, 35.972280730894866)	(28, 35.94011428203342)	(30, 35.92329992360659)	(32, 35.90740927489169)	(34, 35.90966546505405)	(36, 35.87314116388373)	(38, 35.81882396430331)	(40, 35.816693557276295)	(42, 35.76533041448462)	(44, 35.73004065246816)	(46, 35.66243946549602)	(48, 35.644321761200615)	(50, 35.5743904656384)	(52, 35.53194723713697)	(54, 35.42025947383927)	(56, 35.34630858685303)	(58, 35.31872427956955)	(60, 35.24514905010139)	(62, 35.16072840803439)	(64, 35.1687069436996)	(66, 35.1572380107031)	(68, 35.150630080760166)	(70, 35.12073705067628)	(72, 35.10880034991257)	(74, 35.122769304395845)	(76, 35.02688081281064)	(78, 35.04461604080936)	(80, 34.943869477793825)	(82, 34.98844488604842)	(84, 34.91953467887387)	(86, 34.90326648671318)	(88, 34.84686414837815)	(90, 34.85117058823019)	(92, 34.752381402975125)	(94, 34.79623667226468)	(96, 34.67974038310055)	(98, 34.55815227945783)	(100, 34.47285207382575)
SRR9929271_1	(1, 36.38365328142461)	(2, 36.36947265146295)	(3, 36.51841616076936)	(4, 36.573670676817514)	(5, 36.653803007910525)	(6, 36.67902981723062)	(7, 36.67322893484685)	(8, 36.72965320571922)	(9, 36.752868183889284)	(10, 36.80134875234117)	(12, 36.81114814784637)	(14, 36.820847066968014)	(16, 36.81935365936126)	(18, 36.81919898123631)	(20, 36.81718262612148)	(22, 36.809277066794465)	(24, 36.804042361063814)	(26, 36.78972031884553)	(28, 36.78262182923723)	(30, 36.78268407906743)	(32, 36.7800460018358)	(34, 36.77694478909582)	(36, 36.77270310647136)	(38, 36.7720078346957)	(40, 36.76548039452116)	(42, 36.75913939133977)	(44, 36.75739127022007)	(46, 36.747168707992984)	(48, 36.749727901197716)	(50, 36.74287909146864)	(52, 36.73881339108401)	(54, 36.728925688423)	(56, 36.72668486738589)	(58, 36.72968810436684)	(60, 36.722738084714244)	(62, 36.69851685076193)	(64, 36.695458297678854)	(66, 36.67561675508415)	(68, 36.63175759832835)	(70, 36.56719008967238)	(72, 36.534883631184584)	(74, 36.52469289689818)	(76, 36.465888519421114)	(78, 36.41660149796083)	(80, 36.41006839254513)	(82, 36.41541035771526)	(84, 36.37244293820868)	(86, 36.36432989472422)	(88, 36.35395465129311)	(90, 36.33628819509889)	(92, 36.30582800797631)	(94, 36.30335653169317)	(96, 36.26149232571768)	(98, 36.271099493389556)	(100, 36.17725188099881)
SRR9929271_2	(1, 35.9525587819505)	(2, 35.97524908258787)	(3, 36.48238651574959)	(4, 36.57306788727681)	(5, 36.623296452569974)	(6, 36.60370323116578)	(7, 36.58803953884073)	(8, 36.614440675562975)	(9, 36.62006883139382)	(10, 36.61661749770177)	(12, 36.613847959445835)	(14, 36.60431160750284)	(16, 36.60813770484047)	(18, 36.619366175568274)	(20, 36.61698369018149)	(22, 36.60729986415855)	(24, 36.604647622740586)	(26, 36.60549955949287)	(28, 36.60149311219168)	(30, 36.59147640005693)	(32, 36.58337178828137)	(34, 36.58116174984976)	(36, 36.58315490501044)	(38, 36.57090086629512)	(40, 36.565643614292526)	(42, 36.55017115738346)	(44, 36.522406852232635)	(46, 36.49843158240533)	(48, 36.48721619261119)	(50, 36.43626223577212)	(52, 36.40936054401491)	(54, 36.37474794873439)	(56, 36.321526781298445)	(58, 36.289518421977434)	(60, 36.24731086410998)	(62, 36.21654545640095)	(64, 36.15193872025056)	(66, 36.16399732302747)	(68, 36.11517623945713)	(70, 36.10688860399304)	(72, 36.08753525757943)	(74, 36.12119797275712)	(76, 36.082676883390675)	(78, 36.070023037626285)	(80, 35.9888768839687)	(82, 35.99953522821124)	(84, 35.96879249716856)	(86, 35.928797332692284)	(88, 35.894627080107576)	(90, 35.904880825173244)	(92, 35.86856266056628)	(94, 35.84974863505253)	(96, 35.8631807000274)	(98, 35.76125470032969)	(100, 35.66281804728577)
SRR9929272_1	(1, 36.40539998384362)	(2, 36.38595432863855)	(3, 36.524961290189204)	(4, 36.57937854088849)	(5, 36.6597866573691)	(6, 36.68698817954008)	(7, 36.6820378336069)	(8, 36.73257205797815)	(9, 36.75988250672381)	(10, 36.80350314364239)	(12, 36.81536049318576)	(14, 36.82435650143388)	(16, 36.823094812174176)	(18, 36.821924671621545)	(20, 36.820199716197344)	(22, 36.811730954774234)	(24, 36.80600068376427)	(26, 36.79159325904155)	(28, 36.78533131038661)	(30, 36.785018654477895)	(32, 36.781396228463045)	(34, 36.77771989065721)	(36, 36.773878409121295)	(38, 36.77269295617369)	(40, 36.765391473215786)	(42, 36.75908384486334)	(44, 36.75687625817896)	(46, 36.74761269185318)	(48, 36.751453315608)	(50, 36.74222229182094)	(52, 36.737717772237374)	(54, 36.72884154721038)	(56, 36.726330369144364)	(58, 36.727201017444074)	(60, 36.71855228786422)	(62, 36.696142680471354)	(64, 36.69254357413571)	(66, 36.67018663674126)	(68, 36.62672099591585)	(70, 36.565251918663506)	(72, 36.52562513392981)	(74, 36.51705464555006)	(76, 36.46088204161745)	(78, 36.413581433233645)	(80, 36.39879424681186)	(82, 36.40465127222468)	(84, 36.359965314037936)	(86, 36.35148769077598)	(88, 36.33496258312141)	(90, 36.32177976716612)	(92, 36.30071785804013)	(94, 36.294917579820364)	(96, 36.252815746754315)	(98, 36.26150957372788)	(100, 36.16492242865566)
SRR9929272_2	(1, 35.94820925012782)	(2, 35.94425525902428)	(3, 36.464364307559194)	(4, 36.55844225683667)	(5, 36.61221057185514)	(6, 36.593913822293146)	(7, 36.58067503852218)	(8, 36.604897547872156)	(9, 36.61164764494614)	(10, 36.606390924174804)	(12, 36.60691805039323)	(14, 36.59569953460442)	(16, 36.60095079427843)	(18, 36.61259700212632)	(20, 36.609961868686895)	(22, 36.60214476883915)	(24, 36.598739854581446)	(26, 36.60042393969)	(28, 36.59533032977836)	(30, 36.586854259242216)	(32, 36.57952521665001)	(34, 36.57646055198832)	(36, 36.577571059175085)	(38, 36.566642823502576)	(40, 36.560910729415795)	(42, 36.5466445882553)	(44, 36.52046591965184)	(46, 36.49715527852138)	(48, 36.48692655903268)	(50, 36.43836166224139)	(52, 36.41227143203915)	(54, 36.37544399303479)	(56, 36.32471540433866)	(58, 36.29296508605517)	(60, 36.24853442133677)	(62, 36.218917025289684)	(64, 36.1602240041889)	(66, 36.16631183497817)	(68, 36.11778816080165)	(70, 36.11147821490435)	(72, 36.09126268465742)	(74, 36.124956108638564)	(76, 36.08845858268599)	(78, 36.0718968381937)	(80, 35.999526979985205)	(82, 36.00651305220637)	(84, 35.97073394485163)	(86, 35.93527154328245)	(88, 35.90055305991789)	(90, 35.909999802238204)	(92, 35.874107260853336)	(94, 35.85607579921499)	(96, 35.870563443335314)	(98, 35.77453134426728)	(100, 35.67507057071033)
SRR9929273_1	(1, 36.393882427995024)	(2, 36.3810188844099)	(3, 36.52749385890752)	(4, 36.58146871580278)	(5, 36.66062322319692)	(6, 36.68452635857908)	(7, 36.67723261298214)	(8, 36.73368002448378)	(9, 36.75744301158013)	(10, 36.8054820506929)	(12, 36.81531531396458)	(14, 36.82445212759079)	(16, 36.82351671345371)	(18, 36.82275859539566)	(20, 36.82120272598324)	(22, 36.813557255691066)	(24, 36.808821460790625)	(26, 36.795016251833246)	(28, 36.78818279442231)	(30, 36.78779754581621)	(32, 36.78468697135378)	(34, 36.782282847295)	(36, 36.77791346769615)	(38, 36.77781126073029)	(40, 36.77169350307518)	(42, 36.765566917932745)	(44, 36.763999930523305)	(46, 36.75482487797207)	(48, 36.75716333381305)	(50, 36.75024815553773)	(52, 36.74621067466182)	(54, 36.738121252799075)	(56, 36.73505428445394)	(58, 36.737081615244435)	(60, 36.72967016325001)	(62, 36.707935005492075)	(64, 36.70410822136611)	(66, 36.6854180971725)	(68, 36.642206229615326)	(70, 36.58105911031534)	(72, 36.549621266513626)	(74, 36.53886825902484)	(76, 36.48042781095599)	(78, 36.43288096858679)	(80, 36.42270672632962)	(82, 36.43010890170204)	(84, 36.38773271912474)	(86, 36.38134403383037)	(88, 36.37409446908741)	(90, 36.352620913145756)	(92, 36.32225948085891)	(94, 36.32172074445201)	(96, 36.284580554851544)	(98, 36.29272260656958)	(100, 36.19952794174883)
SRR9929273_2	(1, 35.9278852170921)	(2, 35.945191525058114)	(3, 36.464560344257265)	(4, 36.56584587399361)	(5, 36.616156597249095)	(6, 36.59495908468438)	(7, 36.578443926723324)	(8, 36.609452718882366)	(9, 36.613583326289685)	(10, 36.613039431745364)	(12, 36.61046021975805)	(14, 36.597819567796776)	(16, 36.60101015492668)	(18, 36.61355904449037)	(20, 36.60812024536662)	(22, 36.598322746818866)	(24, 36.59560806357407)	(26, 36.59490280865151)	(28, 36.59094231447179)	(30, 36.57968468147505)	(32, 36.57067229780637)	(34, 36.56848326310417)	(36, 36.57087658859717)	(38, 36.55680021518)	(40, 36.55028100451719)	(42, 36.534710798373354)	(44, 36.504700474293514)	(46, 36.48179126835539)	(48, 36.46716700299035)	(50, 36.41440055097526)	(52, 36.386729110609075)	(54, 36.34996067766153)	(56, 36.29311982339527)	(58, 36.2606849230222)	(60, 36.219412933951766)	(62, 36.184340463025265)	(64, 36.11783058913478)	(66, 36.12840758769596)	(68, 36.07546937559701)	(70, 36.07132753893755)	(72, 36.04924691206699)	(74, 36.08798507638978)	(76, 36.04850001350697)	(78, 36.03461737126181)	(80, 35.94558212839206)	(82, 35.95570744518817)	(84, 35.92377892962409)	(86, 35.88210498866438)	(88, 35.84596422571867)	(90, 35.85572059799998)	(92, 35.81450312846896)	(94, 35.80019876365108)	(96, 35.811859377908696)	(98, 35.704264039567704)	(100, 35.61692849603983)
SRR9929274_1	(1, 36.36066182648981)	(2, 36.339228745407446)	(3, 36.49154626771413)	(4, 36.55200999957294)	(5, 36.63717959834211)	(6, 36.66641041620949)	(7, 36.65952178865309)	(8, 36.71620229205564)	(9, 36.74269224931415)	(10, 36.791117189012226)	(12, 36.802482736741574)	(14, 36.81133816759416)	(16, 36.8099656505647)	(18, 36.81045805431114)	(20, 36.80697418701377)	(22, 36.79889901463909)	(24, 36.7927876916787)	(26, 36.77738873147579)	(28, 36.77064935979237)	(30, 36.77042685669847)	(32, 36.76687335258285)	(34, 36.763469094591926)	(36, 36.75944719478535)	(38, 36.75759825815368)	(40, 36.74943976268459)	(42, 36.743139852501756)	(44, 36.74214439952584)	(46, 36.73216435605663)	(48, 36.7349226501683)	(50, 36.72557509526043)	(52, 36.72167512402613)	(54, 36.71229387566981)	(56, 36.71031095687522)	(58, 36.71169255448426)	(60, 36.703367127902425)	(62, 36.67923589232808)	(64, 36.67587062421191)	(66, 36.651920631909675)	(68, 36.6052501600883)	(70, 36.54019120942233)	(72, 36.499701781364436)	(74, 36.49103042242291)	(76, 36.4338704190626)	(78, 36.384260123465005)	(80, 36.37036937912777)	(82, 36.37549336392274)	(84, 36.32887340651666)	(86, 36.3219520346061)	(88, 36.30601813866147)	(90, 36.29044052020819)	(92, 36.27018561196124)	(94, 36.26408792584252)	(96, 36.220545211116644)	(98, 36.22913305222705)	(100, 36.1357181960184)
SRR9929274_2	(1, 35.90203531834075)	(2, 35.90908722837787)	(3, 36.440356766304355)	(4, 36.53968391011255)	(5, 36.59638471289959)	(6, 36.57706025349088)	(7, 36.560979073701)	(8, 36.58985822044651)	(9, 36.59472755841111)	(10, 36.59011599304941)	(12, 36.58950146523472)	(14, 36.577834181390344)	(16, 36.582094724497566)	(18, 36.59580005542116)	(20, 36.592597698373275)	(22, 36.5838300583725)	(24, 36.58086500526513)	(26, 36.580934132788094)	(28, 36.577211755476156)	(30, 36.56552024976331)	(32, 36.558484503853826)	(34, 36.55692469514531)	(36, 36.55785425753591)	(38, 36.545824392967724)	(40, 36.54077841332715)	(42, 36.525191260674525)	(44, 36.49720393440245)	(46, 36.47277492272205)	(48, 36.4617462357554)	(50, 36.410487535398744)	(52, 36.38301766669278)	(54, 36.34501706551639)	(56, 36.29303981124819)	(58, 36.25833998304499)	(60, 36.21297592672869)	(62, 36.182758010797606)	(64, 36.11890587044965)	(66, 36.126499674321664)	(68, 36.07592743520851)	(70, 36.0690136481431)	(72, 36.04760772797133)	(74, 36.08040977523302)	(76, 36.04481757366297)	(78, 36.02998475672666)	(80, 35.94947333725926)	(82, 35.95845706761739)	(84, 35.924287630292696)	(86, 35.888915967963754)	(88, 35.85283894178225)	(90, 35.86196384162429)	(92, 35.82324699229828)	(94, 35.80663098960416)	(96, 35.81821299212997)	(98, 35.719536354317654)	(100, 35.6228626131987)
SRR9929275_1	(1, 36.35756108440315)	(2, 36.34144453523258)	(3, 36.496443905272116)	(4, 36.55596197320749)	(5, 36.639726010722406)	(6, 36.666242924475874)	(7, 36.65909504939857)	(8, 36.71519028013837)	(9, 36.73985903243136)	(10, 36.79105706186371)	(12, 36.80268193918789)	(14, 36.81251507925589)	(16, 36.812518780994864)	(18, 36.81044036929529)	(20, 36.80792127466769)	(22, 36.799988804441305)	(24, 36.79438219610232)	(26, 36.77914090617227)	(28, 36.77264436024863)	(30, 36.77379853191492)	(32, 36.76964670177338)	(34, 36.766194213268065)	(36, 36.7623030807442)	(38, 36.76103421110021)	(40, 36.754868995860775)	(42, 36.74989826978299)	(44, 36.74715355670384)	(46, 36.737476212561425)	(48, 36.73878187235445)	(50, 36.73227002605864)	(52, 36.72899632928525)	(54, 36.72014114828401)	(56, 36.716292122960105)	(58, 36.71757020726548)	(60, 36.71119412271126)	(62, 36.68912748590982)	(64, 36.6846926165877)	(66, 36.6621551578811)	(68, 36.61475129503877)	(70, 36.550966612045954)	(72, 36.515904540478644)	(74, 36.50797240777547)	(76, 36.448321250697575)	(78, 36.40178957909589)	(80, 36.38574408788726)	(82, 36.39283217475121)	(84, 36.35158074471222)	(86, 36.342652241129564)	(88, 36.327639117530296)	(90, 36.30578867783037)	(92, 36.283788679989215)	(94, 36.282196498046375)	(96, 36.2410112483344)	(98, 36.24475140671311)	(100, 36.14925178075765)
SRR9929275_2	(1, 35.93007008843341)	(2, 35.95308301401523)	(3, 36.48966828428768)	(4, 36.582216117326)	(5, 36.63553379984972)	(6, 36.62005380032275)	(7, 36.60638835742899)	(8, 36.634458306657265)	(9, 36.638830436873505)	(10, 36.63824391299187)	(12, 36.6391582833489)	(14, 36.62646904508155)	(16, 36.63068827517961)	(18, 36.642450180150604)	(20, 36.638735039618496)	(22, 36.6299807665863)	(24, 36.62670480736214)	(26, 36.62649691129854)	(28, 36.62175030202377)	(30, 36.61206435871658)	(32, 36.604426463257056)	(34, 36.60211913570943)	(36, 36.60298262848751)	(38, 36.59137850525927)	(40, 36.58616917932899)	(42, 36.57195758221632)	(44, 36.54408266243816)	(46, 36.523644799702176)	(48, 36.511362507683586)	(50, 36.46528757432305)	(52, 36.43742286066275)	(54, 36.40247697190389)	(56, 36.35091920815417)	(58, 36.32016108848699)	(60, 36.28230916625603)	(62, 36.25161015140573)	(64, 36.18958916701339)	(66, 36.198890819347326)	(68, 36.149461436136214)	(70, 36.143621174126594)	(72, 36.12377116965315)	(74, 36.15605440112833)	(76, 36.12125102284176)	(78, 36.10724387370347)	(80, 36.028477925313545)	(82, 36.037988011848704)	(84, 36.00648736066587)	(86, 35.97169183455684)	(88, 35.937353058441644)	(90, 35.94401775626014)	(92, 35.90798951197251)	(94, 35.89223246401894)	(96, 35.90332314501154)	(98, 35.80747779354039)	(100, 35.71259867658176)
SRR9929276_1	(1, 36.38286933192768)	(2, 36.3697462656628)	(3, 36.514834057503144)	(4, 36.569099216418586)	(5, 36.64796762574287)	(6, 36.674945006623815)	(7, 36.66724389519488)	(8, 36.726216792384974)	(9, 36.75044393612891)	(10, 36.79680591153219)	(12, 36.80766290176305)	(14, 36.81815017225021)	(16, 36.81411345268515)	(18, 36.81484606462098)	(20, 36.81500204747012)	(22, 36.807347802442365)	(24, 36.80241792072772)	(26, 36.787914391960975)	(28, 36.780687586540466)	(30, 36.778477002682756)	(32, 36.77837601764472)	(34, 36.77625591553965)	(36, 36.77126995406333)	(38, 36.77064032788395)	(40, 36.76398491529969)	(42, 36.75683347052579)	(44, 36.75616991722592)	(46, 36.74749493364408)	(48, 36.74873324604029)	(50, 36.73984698244859)	(52, 36.73755953289721)	(54, 36.72265098247078)	(56, 36.72252494884817)	(58, 36.730261502764776)	(60, 36.72079990690905)	(62, 36.69655494329639)	(64, 36.694576005951504)	(66, 36.675040405152046)	(68, 36.63212030073839)	(70, 36.56260983211503)	(72, 36.53243860511789)	(74, 36.52384400427001)	(76, 36.45660922465926)	(78, 36.40352859340054)	(80, 36.40290550985878)	(82, 36.41248708118532)	(84, 36.37204302174149)	(86, 36.36345000536062)	(88, 36.35285591877437)	(90, 36.332816824282176)	(92, 36.29294449607454)	(94, 36.30337832835769)	(96, 36.26764942090682)	(98, 36.27620190418547)	(100, 36.17828094062706)
SRR9929276_2	(1, 35.84186892428334)	(2, 35.92425753755032)	(3, 36.464433382842195)	(4, 36.56157455721947)	(5, 36.610210709582255)	(6, 36.59886602198696)	(7, 36.58277964079017)	(8, 36.604943592480076)	(9, 36.61267631375631)	(10, 36.60438138103495)	(12, 36.603006911983854)	(14, 36.592887827657634)	(16, 36.59596102239411)	(18, 36.61304086128211)	(20, 36.60426379578044)	(22, 36.59883700924766)	(24, 36.59594074951923)	(26, 36.596942265540505)	(28, 36.59366085894747)	(30, 36.58147989941415)	(32, 36.575268329113456)	(34, 36.57335664099514)	(36, 36.575014357471446)	(38, 36.56049210779673)	(40, 36.55391012017448)	(42, 36.54197166762806)	(44, 36.509195008792425)	(46, 36.488971868538904)	(48, 36.47446408778304)	(50, 36.423668808894405)	(52, 36.398512640065846)	(54, 36.36333433456956)	(56, 36.30246821115408)	(58, 36.27531034952041)	(60, 36.23156511816538)	(62, 36.19321400958377)	(64, 36.12979457593532)	(66, 36.14506318890436)	(68, 36.09242094072258)	(70, 36.08821364155533)	(72, 36.06742599805227)	(74, 36.10366939878827)	(76, 36.063040727029865)	(78, 36.05158406350529)	(80, 35.961074564704155)	(82, 35.976031631696195)	(84, 35.9407297201824)	(86, 35.895983223611225)	(88, 35.864083700314374)	(90, 35.87004278343345)	(92, 35.8314074842609)	(94, 35.81274054494617)	(96, 35.818313794941986)	(98, 35.70915876292117)	(100, 35.606370470866665)
SRR9929277_1	(1, 36.34910583905219)	(2, 36.331563822871665)	(3, 36.489206699949385)	(4, 36.55083236141305)	(5, 36.63183836793863)	(6, 36.66087825642401)	(7, 36.6551354700756)	(8, 36.713387201733646)	(9, 36.7372698542911)	(10, 36.78918576320712)	(12, 36.79994636137509)	(14, 36.811375301057744)	(16, 36.80975446072797)	(18, 36.8091068477029)	(20, 36.80786415702143)	(22, 36.80011806168723)	(24, 36.7939993459931)	(26, 36.77887937911491)	(28, 36.77190934730612)	(30, 36.77237200796457)	(32, 36.76898086678471)	(34, 36.76513259485492)	(36, 36.76058107161567)	(38, 36.75966350505698)	(40, 36.75145472134895)	(42, 36.74566516979698)	(44, 36.7445012978916)	(46, 36.7338090661841)	(48, 36.737490591311)	(50, 36.728925697452944)	(52, 36.726324015276816)	(54, 36.714223107364745)	(56, 36.710435656159746)	(58, 36.71455820031942)	(60, 36.705532505960804)	(62, 36.681776840239735)	(64, 36.67871935612108)	(66, 36.656166872992145)	(68, 36.60761642583334)	(70, 36.54020944709218)	(72, 36.50147125052904)	(74, 36.49596750024919)	(76, 36.43112786666502)	(78, 36.37821490247948)	(80, 36.36783339621266)	(82, 36.37766522248718)	(84, 36.334092744511736)	(86, 36.32471376205062)	(88, 36.307804260125465)	(90, 36.29077875501535)	(92, 36.258718348928156)	(94, 36.26471800173901)	(96, 36.22086780329317)	(98, 36.22884192573693)	(100, 36.13362327776356)
