"","Acetate","Fructose","Galactose","Gluconate","Glucose","Glycerol","Pyruvate","Succinate"
"b2425",13.0744962220905,12.7479384621173,12.5094444925521,12.2835185299973,12.1020375043116,12.4372563707518,12.5474666978169,13.0143473966819
"b1304",11.1843711301295,11.0131367648163,11.339980986,10.7700306753261,11.410537195199,11.4980632761531,10.747620491154,11.2192828518107
"b2940",9.10724515700898,9.7160654211864,9.87408494926548,9.51761690378413,10.7474288099991,9.28560082701999,8.87313296088798,8.86484962181505
"b1728",4.80726458322556,6.36264255254297,6.09938685246784,5.13060578152208,7.35486183272211,6.38718416393653,6.52631183238789,6.46413280658059
"b3473",8.41549759869459,9.39734328374684,8.63792171515171,8.81631952163002,8.38661401862996,8.28976735973982,8.82628157205945,8.63099811687285
"b3178",12.9858877405702,13.2205442681534,13.0785954490555,12.746963044835,12.8511204698723,12.9699701082061,12.9742098910475,13.4791999705091
"b0914",10.2762546540795,10.8048814072407,10.3260292616755,10.1529938589169,9.8944314668351,10.4888483347421,10.7783773352373,11.0372700279306
"b0132",9.97900850331204,9.82552138116884,10.0138013139763,9.43177177906489,9.98273919356754,9.61813255426108,9.78881833434315,9.8016410039361
"b4340",8.5083923363066,9.10722567060376,8.7736286509264,8.781735533277,8.89970391508489,8.3090360773429,8.15346693640214,8.93012739168556
"b2207",7.8721905219661,8.27217374490713,8.27813966510813,7.93511324965355,9.58760635783183,9.13424307482803,8.79310118707608,10.306546274632
"b2899",12.5413520408144,12.4443460402382,12.8582534720817,11.9429033615536,13.194670608729,12.8341469854656,12.5316392076908,12.907854573403
"b4070",5.62058526380033,6.94811315826379,6.25045341340062,5.88587640615072,7.34909565215377,6.51765865633056,6.9906920313394,6.93095959612675
"b2718",7.3960135619528,8.20801678334867,7.89056241919004,7.18562359016751,8.32838317740175,7.71389325256972,7.98539304585288,7.93385863378483
"b2029",12.8800503546723,13.5811217057447,12.783786983108,13.4691699399231,12.3128216058568,12.7234923022888,13.7674888584542,13.8300686646946
"b3508",12.8593085671921,14.278413515416,13.7627643510158,12.8796278879629,15.2802773948711,14.5980490421611,15.0485343852968,14.1117011901089
"b3680",5.76676993280391,6.58566580037687,6.29343200550431,5.29321702220001,6.79837983566816,7.20982043904441,7.0222886058479,7.46378945157638
"b0361",11.7301024692343,12.0846650615926,12.2965971142186,11.7763562024666,13.8010476659508,12.7426319166519,13.1295021559146,12.8055678632699
"b0094",13.8960586237753,13.9678583168665,13.8990912787178,13.1799847193218,13.9897005666292,13.4636739753713,13.3655745073652,12.7690556678043
"b1469",6.01707440079731,7.5742397301075,7.00669117691169,6.25159686299384,7.99703205464014,7.29544357605496,7.14344183928267,7.20053560514536
"b0074",14.189118286511,14.3607058130796,14.3392283591266,13.9928624873675,14.9363070327488,14.7140827616612,13.8882214318113,13.3130276818755
"b3623",11.202995378955,11.1577343112631,10.8541061497476,10.7132149478863,10.7968883721861,10.7808559381807,11.5995143550251,10.9474038201477
"b3790",9.81733491613616,10.4432439685372,9.73428665388848,9.94091432113169,8.93295509125107,9.11207126512318,9.49399427128751,9.6216512129661
