Gene_id,Condition_1,Condition_2,Condition_3,Condition_4,Condition_5,Condition_6
YNR034W,1.0,1.0,0.0,1.0,1.0,0.0
YFR053C,0.0,1.0,0.0,0.0,1.0,0.03469549357351338
YHR163W,0.0,0.0,0.0,0.0,0.0,0.0
YDR019C,0.0,1.0,0.012562842787662735,0.0,1.0,0.012274672954067329
YGR248W,0.0,1.0,0.0,0.0,1.0,0.0
YGL225W,1.0,0.0,1.0,1.0,0.0,1.0
YIL094C,1.0,0.0,0.0,1.0,0.0,0.0
YOL056W,1.0,0.0,0.0,1.0,0.0,0.0
YCL030C,1.0,1.0,0.0,1.0,0.0,0.0
YKL104C,0.0,1.0,0.0,0.0,1.0,0.0
YDL021W,0.0,1.0,1.0,0.0,1.0,1.0
YMR105C,0.0,1.0,0.0,0.0,1.0,0.0
YMR085W,0.0,0.0,1.0,0.0,0.0,1.0
YMR084W,0.0,0.0,1.0,0.0,0.0,1.0
YFR025C,0.0,1.0,0.0,0.0,1.0,0.0
YKL127W,1.0,0.0,1.0,1.0,0.0,1.0
YPR033C,1.0,0.0,1.0,1.0,0.0,1.0
YLR058C,8.624166941848903e-05,1.0,0.001179119145796749,0.0,1.0,0.0010018426432776067
YGL202W,1.0,0.0,1.76926221888029e-05,1.0,0.0,1.76926221888029e-05
YHR137W,0.0,1.0,0.0,0.0,1.0,0.0
YBR263W,1.0,0.0,1.0,1.0,0.0,1.0
YPR184W,0.0,1.0,0.007955305721399474,0.0,1.0,0.0
YGR191W,0.0,1.0,0.0,0.0,1.0,0.0
YLR060W,1.0,0.0,0.0,1.0,0.0,0.0
YFL022C,1.0,1.0,0.0,1.0,0.0,0.0
YMR088C,1.0,0.0,1.0,1.0,0.0,1.0
YIL099W,0.0,1.0,1.0,0.0,1.0,1.0
YPR160W,0.0074573376153565995,1.0,0.0,0.0054663450056527275,1.0,0.0017295480873799902
YPR047W,0.0,1.0,1.0,0.0,1.0,1.0
YCL069W,0.0,0.0,0.0,0.0,0.0,0.0
YKL212W,1.0,1.0,0.0,1.0,0.0,0.0
YFR015C,1.0,0.0,0.0,1.0,0.0,0.0
YJL137C,0.0,0.0,1.0,0.0,0.0,1.0
YNL106C,1.0,1.0,1.0,1.0,0.0,1.0
YKR058W,0.004804214607952064,0.004804214607952064,0.004804214607952064,0.004804214607952064,0.004804214607952064,0.004804214607952064
YLR231C,0.0,1.0,1.0,0.0,0.0,1.0
YOR109W,1.0,1.0,0.0,1.0,0.0,0.0
YDL205C,1.0,0.0,0.0,1.0,0.0,0.0
YFR019W,0.0,1.0,1.0,0.0,0.0,1.0
YML075C,1.0,1.0,1.0,1.0,0.0,1.0
YLR258W,0.0,1.0,1.0,0.0,1.0,1.0
YOL065C,1.0,0.0,0.0,1.0,0.0,0.0
YPR035W,0.0,1.0,0.00028725652379611954,0.0,1.0,0.0006325603228239736
YIL002C,0.0,1.0,1.0,0.0,0.0,1.0
YLR450W,1.0,0.0003719293384547455,1.0,1.0,0.0003719293384547455,1.0
YPL268W,0.0,1.0,1.0,0.0,1.0,1.0
YOR168W,1.0,0.0,0.0,1.0,0.0,0.0
YDR208W,0.0,1.0,0.0,0.0,0.0,0.0
YLR195C,1.0,0.0,0.0,1.0,1.0,0.0
YML126C,1.0,0.000270494064330724,1.0,1.0,0.000270494064330724,1.0
YOL055C,0.0,1.0,1.0,0.0,1.0,1.0
YKL203C,0.0,1.0,1.0,0.0,0.0,1.0
YJR066W,1.0,1.0,1.0,1.0,0.0,1.0
YPL258C,0.0,0.0,0.0,0.0,0.0,0.0
YDR300C,1.0,0.0,0.0,1.0,1.0,0.0
YLR240W,0.0,1.0,1.0,0.0,0.0,1.0
YJL101C,1.0,1.0,0.0,1.0,0.0,0.0
YMR250W,0.0,1.0,0.0,0.0,1.0,0.0
YPR121W,0.0,1.0,1.0,0.0,1.0,1.0
YNL267W,1.0,0.0,1.0,1.0,0.0,1.0
YER023W,1.0,0.0,0.0,1.0,0.0,0.0
YLR305C,1.0,0.0,1.0,1.0,0.0,1.0
YJR139C,1.0,0.0,0.0,1.0,0.0,0.0
YDL215C,0.0,1.0,1.0,0.0,1.0,1.0
YPR113W,1.0,0.00010860746522300957,0.00010860746522300957,1.0,0.00010860746522300957,0.00010860746522300957
YNL277W,0.0,1.0,0.0,0.0,0.0,0.0
YJR077C,1.0,1.0,1.0,1.0,0.03029531052409117,1.0
YHR025W,1.0,0.0,1.0,1.0,0.0,1.0
YOR375C,1.0,0.0,1.0,1.0,0.0,1.0
YML123C,0.0025224847413999056,0.0025224847413999056,0.0025224847413999056,0.0025224847413999056,0.0025224847413999056,0.0025224847413999056
YAL062W,0.0,1.0,1.0,0.0,0.0,1.0
YIL116W,0.0,1.0,0.0,0.0,1.0,0.0
YNR013C,1.0,1.0,0.0,1.0,0.0,0.0
YCR037C,0.0,1.0,0.0,0.0,0.0,0.0
YNL037C,0.0,1.0,0.0,0.0,1.0,0.0
YCL040W,0.0,1.0,0.03182481148613893,0.0,1.0,0.0
YBR296C,0.0,1.0,0.0,0.0,1.0,0.0
YMR300C,0.0,1.0,0.0,0.0,1.0,0.0
YJL198W,1.0,1.0,1.0,1.0,0.0,1.0
YDL171C,1.0,0.0,1.0,1.0,0.0,1.0
YOR136W,0.0,1.0,0.0,0.0,1.0,0.0
YER053C,0.0,1.0,0.0,0.0,1.0,0.0
YLR174W,0.0044177668183581695,1.0,4.275941970721675e-06,0.004182026160992813,1.0,0.0
YGL245W,1.0,0.0,1.0,1.0,0.0,1.0
YOL011W,0.0,1.0,1.0,0.0,1.0,1.0
YOL033W,0.0,1.0,1.0,0.0,1.0,1.0
YDL066W,1.0,0.0,4.0929241905725464e-08,1.0,0.0,4.0929241905725464e-08
YMR006C,1.0,0.0,1.0,1.0,0.0,1.0
YNL009W,0.0,1.0,1.0,0.0,1.0,1.0
YMR008C,1.0,1.0,1.0,1.0,0.0,1.0
YER065C,4.166666666666667e-06,4.166666666666667e-06,4.166666666666667e-06,4.166666666666667e-06,4.166666666666667e-06,4.166666666666667e-06
YML059C,6.608787837982006e-06,6.608787837982006e-06,6.608787837982006e-06,6.608787837982006e-06,6.608787837982006e-06,6.608787837982006e-06
YBR248C,1.0,0.0001306788177162315,0.0,1.0,0.0,0.0
YKR031C,0.0,1.0,0.0,0.0,0.0,0.0
YOR202W,1.0,0.0001306788177162315,1.0,1.0,0.0,1.0
YOR143C,1.0,3.1352649543319395e-07,3.3306839048683964e-07,1.0,3.067484662576687e-07,3.3306839048683964e-07
YFL045C,1.0,0.0,1.0,1.0,0.0,1.0
YOR074C,1.0,0.0,1.0,1.0,0.0,1.0
YJR148W,1.0,1.0,2.9329189907814558e-05,1.0,1.0,2.3234893660634502e-05
YMR220W,1.0,0.0,0.0,1.0,0.0,0.0
YHR208W,1.0,3.261530301579627e-05,3.2748736713209974e-05,1.0,2.572853374929659e-05,3.2748736713209974e-05
YDR050C,1.0,1.0,0.129414608032128,1.0,1.0,0.129414608032128
YDR353W,1.0,0.00010677397276230242,0.0,1.0,0.0,0.0
YOR163W,1.0,1.0,0.0,1.0,1.0,0.0
YHR106W,0.0,1.0,1.0,0.0,0.0,1.0
YDR017C,0.0,0.0,0.0,0.0,0.0,0.0
YML100W,0.0,1.0,0.0,0.0,1.0,0.0
YBL076C,1.0,0.0,0.0,1.0,0.0,0.0
YDR531W,1.0,0.0,0.0,1.0,0.0,0.0
YPL040C,0.0,0.0,1.0,0.0,0.0,1.0
YCR028C,0.0,0.0,1.0,0.0,0.0,1.0
YAR073W,0.0,0.0,0.0,0.0,0.0,0.0
YMR261C,0.0,1.0,0.0,0.0,1.0,0.0
YMR020W,0.0,1.0,1.0,0.0,1.0,1.0
YBR011C,1.0,0.01656462150758377,0.01656462150758377,1.0,0.012252959375456559,0.01656462150758377
YDR074W,0.0,1.0,0.0,0.0,0.0,0.0
YML056C,1.0,0.0,1.0,1.0,0.0,1.0
YMR267W,9.482837887471184e-05,9.482837887471184e-05,9.482837887471184e-05,9.482837887471184e-05,9.482837887471184e-05,9.482837887471184e-05
YLR432W,1.0,0.0,1.0,1.0,0.0,1.0
YBR126C,0.0,1.0,0.0,0.0,1.0,0.0
YGL040C,1.0,1.0,0.0,1.0,1.0,0.0
YBR001C,0.0045636737384403565,1.0,1.0,0.0045636737384403565,1.0,1.0
YAR075W,0.0,0.0,0.0,0.0,0.0,0.0
YKR097W,0.0,1.0,1.0,0.0,1.0,1.0
YHR216W,1.0,0.0,0.0,1.0,1.0,1.0
YDR001C,0.0,1.0,0.0,0.0,1.0,0.0
YBR166C,1.0,1.0,0.0,1.0,1.0,0.0
YNL316C,0.0,0.0,0.0,0.0,0.0,0.0
YPR026W,0.003155065950714842,1.0,1.0,0.0013344322487398586,1.0,1.0
YOR245C,0.0,1.0,1.0,0.0,1.0,1.0
YJR078W,0.0,0.0,1.0,0.0,0.0,1.0
YOL103W,1.0,0.0,1.0,1.0,0.0,1.0
YDR497C,1.0,1.0,1.0,1.0,0.0,1.0
YER019W,1.0,0.0,1.0,1.0,0.0,1.0
YKL004W,1.0,0.0,0.0,1.0,0.0,0.0
YER014W,0.0,1.0,1.0,0.0,1.0,1.0
YPL117C,1.0,0.00042506210109113766,0.00042506210109113766,1.0,1.0,0.00042506210109113766
YGL026C,1.0,0.0,0.0,1.0,0.0,0.0
YBR003W,1.0,1.0,1.0,1.0,0.0,1.0
YOL097C,1.0,0.0,1.0,1.0,0.0,1.0
YGL234W,1.0,1.0,0.0,1.0,0.0,0.0
YDR268W,0.0,1.0,1.0,0.0,1.0,1.0
YDR007W,0.0,0.0,0.0,0.0,0.0,0.0
YCL018W,1.0,1.0,1.0,1.0,1.0,1.0
YGL009C,1.0,0.0,0.0,1.0,0.0,0.0
YDR403W,2.5778981541742205e-05,1.0,1.0,0.0,1.0,1.0
YAR015W,1.0,1.0,0.0,1.0,1.0,0.0
YGR185C,1.0,0.0,0.0,1.0,0.0,0.0
YOR108W,1.0,0.0,1.0,1.0,0.0,1.0
YNL104C,1.0,1.0,0.0,1.0,0.0,0.0
YGR061C,1.0,0.0,1.0,1.0,0.0,1.0
YIL020C,1.0,0.0001306788177162315,0.0001306788177162315,1.0,0.0,0.0001306788177162315
YGR244C,0.12601954965002643,1.0,0.11971845569596398,0.12931278782505432,0.11971845569596398,0.11971845569596398
YPL097W,0.0,0.0,1.0,0.0,1.0,1.0
YDL103C,0.0,0.0,0.0,0.0,0.0,0.0
YLR142W,8.219727452845417e-05,1.0,1.0,0.0,1.0,1.0
YBR019C,0.0,1.0,1.0,0.0,1.0,1.0
YOR142W,1.0,1.0,0.09641981839531148,1.0,0.11971845569596398,0.09531396665888912
YHR020W,1.0,0.0,1.0,1.0,0.0,1.0
YBL098W,0.0,0.0,1.0,0.0,0.0,1.0
YER087W,0.0,1.0,1.0,0.0,1.0,1.0
YPL244C,0.0,0.0,0.0,0.0,0.0,0.0
YHL011C,1.0,0.0,0.0,1.0,0.0,0.0
YIR032C,0.0,0.0,1.0,0.0,1.0,1.0
YER099C,2.5498305895850048e-05,2.5498305895850048e-05,2.5498305895850048e-05,2.5498305895850048e-05,2.5498305895850048e-05,2.5498305895850048e-05
YKL024C,1.0,0.00013662710392236424,1.0,1.0,0.00013662710392236424,1.0
YOL151W,1.0,1.0,0.0,1.0,1.0,0.0
YCR075C,1.0,0.0,0.0,1.0,0.0,0.0
YOL061W,1.0,0.0,0.0,1.0,0.0,0.0
YBL068W,1.0,0.0,0.0,1.0,0.0,0.0
YPL160W,1.0,0.0,1.0,1.0,0.0,1.0
YKR069W,0.0,1.0,0.0,0.0,0.0,0.0
YKL181W,1.0,0.0,1.0,1.0,0.0,1.0
YOR278W,0.0,0.0,0.0,0.0,0.0,0.0
YGR170W,0.0,0.0,0.0,0.0,0.0,0.0
YDR047W,1.0,0.0,1.0,1.0,0.0,1.0
YHR128W,1.0,0.0,0.0,1.0,0.0,0.0
YLR382C,0.0,1.0,1.0,0.0,1.0,1.0
YNL169C,1.0,7.100469188692563e-05,7.100469188692563e-05,1.0,7.100469188692563e-05,7.100469188692563e-05
YML004C,1.333889419171745e-06,1.0,1.2195121951219514e-06,1.3947174490123242e-06,1.0,1.2195121951219514e-06
YBR021W,0.0,1.0,1.0,0.0,0.0,0.0
YER026C,1.0,1.0,9.705963484823447e-05,1.0,1.0,9.705963484823448e-07
YHL016C,0.001179788836898015,1.0,1.0,0.001219634390585512,1.0,1.0
YHR007C,1.0,1.0,1.0,1.0,0.0003719293384547455,0.0003719293384547455
YDR294C,0.0,1.0,0.0,0.0,0.0,0.0
YBL042C,0.0,1.0,1.0,0.0,0.0,0.0
YGR208W,1.0,0.0,0.0,1.0,0.0,0.0
YJR019C,0.0,0.0,0.0,0.0,0.0,0.0
YGR094W,1.0,0.0,1.0,1.0,0.0,1.0
YHR072W,1.0,0.0,1.0,1.0,0.0,1.0
YOR273C,0.0013026010986956764,0.0013026010986956764,0.0013026010986956764,0.0013026010986956764,0.0013026010986956764,0.0013026010986956764
YPR140W,0.0,1.0,0.0,0.0,1.0,0.0
YJR133W,0.0,1.0,1.0,0.0,1.0,1.0
YLL028W,1.0,1.0,0.0,1.0,1.0,0.0
YGR194C,0.0,1.0,1.0,0.0,0.0,1.0
YDR037W,1.0,0.0,0.0,1.0,0.0,0.0
YKL174C,1.0,0.0016200534828928383,1.0,1.0,0.0016200534828928383,1.0
YNL073W,0.0,0.0,0.0,0.0,0.0,0.0
YLR070C,0.0,1.0,0.0,0.0,1.0,0.0
YNL268W,1.0,1.0,0.0,1.0,1.0,0.0
YOR347C,0.0,1.0,0.0565333137665804,0.0,1.0,0.0565333137665804
YML054C,4.166666666666667e-06,1.0,1.0,4.200464439374055e-06,1.0,1.0
YAL038W,1.0,1.0,0.0,1.0,0.0,0.0
YGL063W,0.0,0.0,0.0,0.0,0.0,0.0
YDR236C,0.0,1.0,0.0,0.0,1.0,0.0
YPL212C,1.0,0.0,0.0,1.0,1.0,0.0
YNL117W,0.0,1.0,1.0,0.0,1.0,1.0
YIR031C,0.0,0.0,1.0,0.0,0.0,1.0
YOL143C,1.0,0.001338945618439169,0.001338945618439169,1.0,0.001338945618439169,0.001338945618439169
YJL216C,0.0,1.0,1.0,0.0,1.0,1.0
YBR299W,0.0,0.0,0.0,0.0,1.0,0.0
YFL001W,0.0,0.0,0.0,0.0,1.0,0.0
YBR256C,0.0006694728092195845,0.0006694728092195845,0.0006694728092195845,0.0006694728092195845,0.0006694728092195845,0.0006694728092195845
YGR287C,0.0,1.0,1.0,0.0,1.0,1.0
YIL066C,0.0,1.0,1.0,0.0,1.0,1.0
YGR292W,0.0,1.0,1.0,0.0,1.0,1.0
YNL292W,1.0,0.0,1.0,1.0,0.0,1.0
YER060W_A,1.0,1.0,1.0,1.0,1.0,1.0
YER070W,1.0,0.0,0.0,1.0,0.0,0.0
YJL026W,1.0,0.0,1.0,1.0,0.0,1.0
YEL017C_A,1.0,1.0,1.0,1.0,1.0,1.0
YIL172C,0.0,0.0,0.0,0.0,1.0,1.0
YGR180C,1.0,0.0,1.0,1.0,0.0,1.0
YGR289C,0.0,0.0,0.0,0.0,0.0,0.0
YNL129W,1.0,0.0,0.0,1.0,0.0,0.0
YCR024C_A,1.0,1.0,1.0,1.0,1.0,1.0
YJL121C,1.0,0.010328083189102203,1.0,1.0,0.0031955183706862582,1.0
YHR039C_A,0.0,0.0,0.0,0.0,0.0,0.0
YDL247W,0.0,1.0,1.0,0.0,1.0,1.0
YOR095C,1.0,0.015280188433631828,1.0,1.0,0.008200317233992636,1.0
YJR160C,0.0,0.0,0.0,0.0,0.0,0.0
YBR298C,0.0,0.0,0.0,0.0,0.0,0.0
YDR322C_A,1.0,1.0,1.0,1.0,1.0,1.0
YNR050C,1.0,0.0,0.0,1.0,0.0,0.0
YML081C_A,1.0,1.0,1.0,1.0,1.0,1.0
YIR034C,0.0,1.0,0.0,0.0,1.0,0.0
YLR348C,1.0,1.7759682440080904e-05,1.0,1.0,2.3172466636821043e-05,1.0
YJR010W,0.0,1.0,0.0,0.0,1.0,0.0
YDL055C,1.0,1.0,0.0,1.0,0.0,0.0
YER003C,1.0,0.0,0.0,1.0,0.0,0.0
YOL077W_A,1.0,1.0,1.0,1.0,1.0,1.0
YML008C,1.0,0.0,0.0,1.0,0.0,0.0
YHR001W_A,1.0,1.0,1.0,1.0,1.0,1.0
YPR006C,0.0,1.0,1.0,0.0,1.0,1.0
YKR053C,1.0,0.0,1.0,1.0,1.0,1.0
YOL126C,1.0,0.00024826741354698196,0.011889991170707761,1.0,0.0,0.011889991170707761
YCR073W_A,1.0,1.0,1.0,1.0,1.0,1.0
YJL134W,1.0,1.0,1.0,1.0,0.0,1.0
YJR159W,0.0,1.0,1.0,0.0,1.0,1.0
YBR058C_A,0.0,0.0,0.0,0.0,0.0,0.0
YKL085W,0.012074185559112645,1.0,0.015499492964046116,0.01210483608426313,1.0,0.015599748821281295
YIL167W,1.0,1.0,1.0,1.0,1.0,1.0
YDL078C,1.0,1.0,0.0,1.0,0.0,0.0
YCL064C,0.011405906037911872,1.0,0.0,0.011405906037911872,0.011405906037911872,0.0
YKL029C,1.0,1.0,1.0,1.0,0.0008028442813369493,1.0
YDR062W,1.0,0.0,0.0,1.0,0.0,0.0
YMR296C,1.0,1.0,0.0,1.0,0.0,0.0
YLR180W,1.0,1.0,0.0,1.0,0.0,0.0
YDR502C,1.0,1.0,0.00022991995468143135,1.0,0.00022991995468143135,0.00022991995468143135
YDR023W,1.0,0.0,0.0,1.0,0.0,0.0
YJR130C,0.0,1.0,1.0,0.0,1.0,1.0
YHR011W,0.0,1.0,1.0,0.0,1.0,1.0
YJL068C,0.0,1.0,0.0,0.0,1.0,0.0
YBR213W,0.0,0.0,0.0,0.0,0.0,0.0
YER091C,0.0,1.0,0.0,1.0,1.0,0.0
YML082W,0.0,1.0,0.0,0.0,1.0,0.0
YOR171C,0.0,1.0,0.0,0.0,1.0,0.0
YGR264C,1.0,0.0,0.0,1.0,0.0,0.0
YLR260W,0.0,0.0,0.0,0.0,1.0,0.0
YPL092W,0.0,1.0,1.0,0.0,0.0,1.0
YGR171C,0.0,1.0,1.0,0.0,1.0,1.0
YLR092W,0.0,1.0,0.0,0.0,1.0,0.0
YBR294W,0.0,1.0,1.0,0.0,1.0,1.0
YGR125W,0.00017795662127049032,1.0,1.0,0.00017795662127049032,0.0,1.0
YGR055W,0.0,1.0,0.0,0.0,1.0,0.0
YPR069C,1.0,0.0,0.0,1.0,0.0,0.0
YLR146C,1.0,0.0,0.0,1.0,0.0,0.0
YHL036W,1.0,1.0,0.0,1.0,1.0,0.0
YMR208W,1.0,1.0,0.00011745137003834069,1.0,0.00011745137003834069,0.00011745137003834069
YPR156C,0.0,1.0,1.0,0.0,0.0,1.0
YJR073C,0.0005071763706208974,1.0,0.0005071763706208974,0.0005071763706208974,0.0005071763706208974,0.0005071763706208974
YGR138C,0.0,1.0,1.0,0.0,0.0,1.0
YGR175C,1.0,0.0,1.0,1.0,0.0,1.0
YDR315C,0.0,1.0,1.0,0.0,1.0,1.0
YHR190W,1.0,1.0,0.0,1.0,0.0,0.0
YBR006W,0.0,1.0,0.0,0.0,1.0,1.0
YDR173C,0.0,0.0,0.0,0.0,1.0,0.0
YJL045W,0.0,1.0,0.0,0.0,1.0,0.0
YHR046C,0.00010860746522300957,0.00010860746522300957,1.0,0.00010860746522300957,1.0,1.0
YKL148C,0.0016803273286670193,1.0,1.0,0.0017242371710007242,0.0,1.0
YKL141W,1.0,1.0,0.0,0.0017242371710007242,0.0015963127426128528,0.0
YJL153C,0.0,1.0,0.0,0.0,1.0,0.0
YLL041C,1.0,1.0,1.0,1.0,0.0015963127426128528,1.0
YDR072C,1.0,1.0,0.0,1.0,1.0,0.0
YLR164W,0.0017242371710007242,0.0017242371710007242,0.0017242371710007242,0.0017242371710007242,0.0017242371710007242,0.0017242371710007242
YPL057C,0.0,1.0,1.0,0.0,1.0,1.0
YDR178W,0.0,1.0,0.0015963127426128528,0.0,0.0015963127426128528,0.0015963127426128528
YMR118C,0.0,0.0,1.0,0.0,0.0,1.0
YBR161W,1.0,0.0,1.0,1.0,0.0,1.0
YJR095W,0.0,1.0,1.0,0.0,1.0,1.0
YLL061W,1.0,1.0,0.0,1.0,1.0,0.0
YIL162W,0.0,0.0,0.0,0.0,0.0,0.0
YJR137C,0.0,1.0,0.0,0.0,0.0,0.0
YBR176W,0.0,1.0,1.0,0.0,1.0,1.0
YFR030W,0.0,1.0,0.0,1.0,0.0,0.0
YLR017W,1.0,0.0,1.0,1.0,0.0,1.0
YMR313C,1.0,1.0,0.0,1.0,1.0,0.0
YDR058C,0.0,1.0,1.0,0.0,1.0,1.0
YKR080W,0.0,1.0,0.0,0.0,1.0,0.0
YLR354C,1.0,1.0,0.036605974233331735,1.0,1.0,0.034799987641317316
YGR043C,0.0,1.0,0.0,0.0,1.0,0.0
YGL125W,1.0,1.0,0.0,1.0,0.0,0.0
YLL057C,0.0,1.0,1.0,0.0,1.0,1.0
YLL048C,1.0,0.0,0.0,1.0,0.0,0.0
YPL023C,0.00013984543125910944,0.00013984543125910944,0.00013984543125910944,0.00013984543125910944,0.00013984543125910944,0.00013984543125910944
YOR241W,1.0,0.0,0.0,1.0,0.0,0.0
YGR260W,1.0,1.0,1.0,1.0,0.0,1.0
YMR113W,0.0,0.0,0.0,0.0,0.0,0.0
YGL067W,1.0,0.0,0.0,1.0,1.0,0.0
YKL132C,0.0,0.0,1.0,0.0,0.0,1.0
YDR453C,0.0,1.0,0.0,0.0,1.0,0.0
YDL085W,0.0,1.0,0.0,0.0,1.0,0.0003331110562520405
YCR083W,0.0,1.0,1.0,0.0,1.0,0.0
YBL064C,0.0,1.0,0.0,0.0,1.0,0.0
YMR145C,0.0,1.0,0.0,0.0,1.0,0.0
YML120C,0.14305857059297716,1.0,0.0,0.1420606134857979,0.08812973471364499,0.0
YIL010W,0.0,1.0,0.0,0.0,1.0,0.0
YPL188W,1.0,1.0,0.0,1.0,0.0,0.0
YLR109W,0.0,1.0,0.0,0.0,1.0,0.0
YJR049C,0.0,1.0,1.0,0.0,1.0,1.0
YBR092C,1.0,0.0,1.0,1.0,0.0,1.0
YEL041W,0.0,1.0,1.0,0.0,1.0,1.0
YGR096W,0.0,0.0,0.0,0.0,0.0,0.0
YHR074W,1.0,1.0,0.0,1.0,0.0,0.0
YLR237W,0.0,0.0,1.0,0.0,0.0,1.0
YOR071C,1.0,1.0,1.0,1.0,0.0,1.0
YOR209C,1.0,0.0,0.0,1.0,0.0,0.0
YOR192C,0.0,1.0,1.0,0.0,1.0,1.0
YLR138W,0.0,0.0,0.0,0.0,0.0,0.0
YEL042W,1.0,0.0,1.0,1.0,0.0,1.0
YEL046C,1.0,1.0,0.0,1.0,0.00015992861699048872,0.0
YKL218C,0.0,1.0,1.0,0.0,1.0,1.0
YER086W,1.0,0.0,1.0,1.0,0.0,1.0
YKL067W,0.0012207616392183492,1.0,0.000936053215436226,0.0010538207145426117,1.0,0.0007455086007696529
YBR180W,2.5778981541742205e-05,1.0,1.0,0.0,0.0,1.0
YIL078W,1.0,0.0,0.0,1.0,0.0,0.0
YDR402C,2.5778981541742205e-05,0.0007735526660514561,1.0,0.0,0.0,1.0
YKL194C,0.0,1.0,1.0,0.0,1.0,1.0
YGR121C,0.0,1.0,1.0,0.0,1.0,1.0
YNL142W,0.0,1.0,1.0,0.0,1.0,1.0
YBR117C,0.0,1.0,0.0,0.0,0.0031384555426382894,0.0
YPR138C,0.0,0.0,1.0,0.0,0.0,1.0
YPR074C,1.0,0.0,0.004256850643729113,1.0,0.0,0.004256850643729113
YDR384C,1.0,0.0,0.0,1.0,0.0,0.0
YGR010W,0.0,0.0,1.0,0.0,1.0,1.0
YLR328W,1.0,0.0,0.0,1.0,0.0,0.0
YGL037C,0.0,1.0,0.0,0.0,1.0,0.0
YFR047C,0.0,1.0,0.0,0.0,1.0,0.0
YLR285W,1.0,0.0,0.0,1.0,0.0,0.0
YOR155C,0.0,1.0,0.0,0.0,1.0,0.0
YGL224C,0.0,0.0,0.0,0.0,0.0,0.0
YJL126W,0.0,1.0,1.0,0.0,1.0,1.0
YIL164C,0.0,1.0,1.0,0.0,1.0,1.0
YLR351C,1.0,0.0,0.0,1.0,0.0,0.0
YKL120W,1.0,0.0,0.011692980390927702,1.0,9.864750296524404e-05,0.011889991170707761
YJL088W,0.0,1.0,0.0,0.0,1.0,0.0
YOR377W,1.0,0.0,1.0,1.0,0.0,1.0
YGR177C,1.0,0.0,1.0,1.0,0.0,1.0
YOR184W,1.0,1.0,0.0,1.0,1.0,0.0
YEL021W,1.0,1.0,1.0,1.0,1.0,1.0
YKL184W,1.0,0.0,0.0,1.0,0.0,0.0
