Reaction_id,Condition1,Condition2,Condition3,Condition4,Condition5,Condition6
IPC124PLC_SC@IPCS124_SC,0.0,0.0,0.0,0.0,0.0,0.0
IPC126PLC_SC@IPCS126_SC,0.0,0.0,0.0,0.0,0.0,0.0
IPC224PLC_SC@IPCS224_SC,0.0,0.0,0.0,0.0,0.0,0.0
IPC226PLC_SC@IPCS226_SC,0.0,0.0,0.0,0.0,0.0,0.0
IPC324PLC_SC@IPCS324_SC,0.0,0.0,0.0,0.0,0.0,0.0
IPC326PLC_SC@IPCS326_SC,0.0,0.0,0.0,0.0,0.0,0.0
HSDxi,0.0,0.0,0.0,0.0,0.0,0.0
IPDDI,0.00297543470708588,0.002975434707637964,0.002975434707674359,0.002975434707637964,0.002975434707700342,0.0029754347076379637
IPMD@IPPMIa@IPPMIb@OMCDC,0.0,0.0,0.0,0.0,0.0,0.0
IPPS,0.0,0.0,0.0,0.0,0.0,0.0
HSDy,0.0,0.0,0.0,0.0,0.0,0.0
HSERTA,0.0,0.0,0.0,0.0,0.0,0.0
HSK@THRS,0.0,0.0,0.0,0.0,0.0,0.0
HXANt2r,0.0,0.0,0.0,0.0,0.0,0.0
HXPRT,0.0,0.0,0.0,0.0,0.0,0.0
HYPOE@PYDAMK,0.0,0.0,0.0,0.0,0.0,0.0
IAMACt,0.0,0.0,0.0,0.0,0.0,0.0
IAMOHt,0.002002462208600873,1.0118582073625682e-05,0.0,0.002486938309057315,0.00171609984294549,0.0
IBUTACt,0.0,0.0,0.0,0.0,0.0,0.0
IBUTOHt,0.013072211410087888,0.013823865802295419,0.20536359747874755,0.009276974334107046,0.006648003858812757,0.20786619632247708
ICDHxm,0.0,0.8736052719598861,0.0,0.0,0.8628040798567849,0.0
KYN,0.0,0.0,0.0,0.0,0.0,0.0
LALDO3@LCADi,0.0001,0.0001,0.00010025930027908512,0.00010081114654497732,0.00010791436179580611,0.0001108679049587582
ICDHyr,0.21205280728146647,0.3036373219506814,0.0002052452145946404,0.20073725572765505,0.14575890053453477,0.0
ICDHym,1.2590701569345457,0.0,0.0,1.2471372147636235,0.0,1.678098918134744e-06
ICL,0.0,0.0,0.0,0.0,0.0002,0.0002
LANOSTt,0.0,0.0,0.0,0.0,0.0,0.0
LEUTA,0.002002462208600869,1.0118582073614935e-05,0.0,0.0024869383090573294,0.00171609984294549,0.0
ID3ACALDt,0.0,0.0,0.0,0.0,0.0,0.0
ILETA,0.0,0.021819637717567703,0.021908904861137474,0.0,0.017212389078279433,0.014853866720764414
ILEt2r,0.09311771357289067,0.13031051549152925,0.13031051549152925,0.11240778842302412,0.13031051549152917,0.13031051549152928
ILEt6@ILEt7,0.089919379595373,0.0,0.0,0.0,0.0,0.0
LEUt2r,0.2024385638779795,0.2004462202514523,0.20043610166937864,0.20292303997843586,0.20215220151232413,0.20043610166937864
LEUt6@LEUt7,0.0,0.0,0.0,0.0,0.0,0.0
LGTHL,0.00010937893237208307,0.0001,0.0001,0.00011436683081901059,0.0001,0.0001
LNS14DM,0.0,0.001487717353818982,0.0,0.0,0.001487717353818982,0.0
LNS14DMx,0.001487717353818982,0.0,0.0014877173538371796,0.001487717353818982,0.0,0.001487717353818982
FORt,0.0,0.0,0.0,0.0,0.0,0.0
LPCAT_SC@PCDAGAT,0.0,0.0,0.0,0.0,4.463152061463897e-05,0.0
LPP_SC@PAK_SC,0.0,0.0,0.0,0.0,0.0,0.0
FRDcm,0.0002,0.0002,0.00025280142694613755,0.0002,0.0,0.0
LYSt2r,0.19353850302893444,0.19353850302893444,0.19353850302893444,0.1935385030289345,0.19353850302893444,0.19353850302893444
MALS,0.0,0.0,0.0,0.0,0.0,0.0
MALt2r,0.0,0.0,0.0,0.0,0.0,0.0
MALtm,7.080540649422137,0.0,11.742536808584251,6.9792981341100155,0.0,11.889791170707761
L_LACD2cm,0.0001,0.0001,0.00010025930027908512,0.00010081114654497732,0.00010791436179580611,0.0001108679049587582
L_LACt2r,0.0,0.0,0.0,0.0,0.0,0.0
FRDm,0.0,0.0,0.0,0.0,0.0,0.0
MDH,0.0,0.0,0.0,0.0,0.0,0.0
MDHm,12.074185559112644,5.041134943351269,15.499492964046034,12.10483608426313,4.591409828526729,15.599748821281295
ME1m,0.2591898835917643,0.19143412733762943,0.0,0.0,0.27376989993589973,0.0
ME2m,0.0,0.0,0.10004182556521624,0.2477108185767125,0.0,0.1028010157820285
FTHFCLm@THFATm,0.0,0.0,0.0,0.0,0.0,0.0
METAT,0.012645597507478724,0.012645597507478724,0.012645597507478838,0.012645597507478724,0.012645597507478724,0.012645597507478724
MTHFC,0.0006702535200852973,0.022203230400797563,0.040013842669702655,0.0,0.0,0.03363188857901354
MTHFD,0.0006702535200852973,0.022203230400797552,0.040013842669702655,0.0,0.0,0.03363188857901354
MTHFD2i,0.0,0.0,0.0,0.0,0.0,0.0
MTHFR3@METS,0.0,0.0,0.0,0.0,0.0034961357814595386,0.0
METB1,0.0,0.0,0.0,0.0,0.0,0.0
FTHFLi,0.0,0.0,0.0,0.0,0.0034961357814595386,0.0
METt2r,0.04693072016145128,0.04693072016145128,0.0469307201614515,0.04693072016145128,0.04343458437997365,0.04693072016145139
NADH2_u6cm,0.0,6.456427044752468,0.0,0.0,6.557052403141936,0.04397065942526934
NADH2_u6m,18.883731318272986,12.48587546345921,19.541848981702234,18.752000980125324,11.633124982201139,19.54184898170232
NADK,0.0,0.0,0.0,0.0,0.0,0.0
MEVK1,0.0,0.0,0.0,0.0,0.008926304123101025,0.0
MEVK2,0.008926304122913892,0.008926304122913892,0.008926304122913892,0.008926304122884645,0.0,0.008926304122913892
MEVK3,0.0,0.0,0.0,0.0,0.0,0.0
MEVK4,0.0,0.0,0.0,0.0,0.0,0.0
MFAPS_SC@PETOHM_SC@PMETM_SC,0.004057410964967179,0.004057410964967179,0.00405741096496718,0.004057410964967179,0.004057410964967179,0.00405741096496718
MGSA,0.00020937893237208308,0.0002,0.00020025930027908512,0.0002151779773639879,0.0002079143617958061,0.0002108679049587582
NADKm@NADPPPSm,0.0,0.0,0.0,0.0,0.0,0.0
NADPPPS,0.0,0.0,0.0,0.0,0.0,0.0
NADPt@NADS1@NNATr@NNDPR,0.0,0.0,0.0,0.0,0.0,0.0
FUM,0.0,0.002090861083371448,0.0,0.0,0.0764415006241195,0.0
MI1PP@PINOS_SC,0.0035840463523584276,0.0035840463523876746,0.0035840463523584276,0.0035840463523876746,0.0035840463523876746,0.0035840463523584276
NDP1,0.0,0.0,0.0,0.0,0.0,0.0
NDP3,0.0,0.0,0.0,0.0,0.0,0.0
NDP4,0.0,0.0,0.0,0.0,0.0,0.0
NDP7,0.0,0.0,0.0,0.0,0.0,0.0
FUMm,5.040781986001079,4.982210796058545,3.856792735812459,5.172511513002172,4.788738227838556,3.812558666355564
NDPK1,0.0,0.6230708469200678,0.0,0.0,1.0217373864937946,0.0
NDPK2,2.363793334387544,1.840238892679146,1.8046397832056398,2.0392615390071063,1.1498702674716985,1.4342210522936172
NDPK3,0.0,0.0,0.0,0.0,0.0,0.0
NDPK5,0.0,0.0,0.0,0.0,0.0,0.0
NDPK6,0.0,0.0,0.0,0.0,0.0,0.0
FUMt2r,0.0,0.0,0.0,0.0,0.0,0.0
NDPK7,0.0,0.0,0.0,0.0,0.0,0.0
NDPK8,0.0,0.0,0.0,0.0,0.0,0.0
NFORTYRt@NFTYROX@TYRNFT,0.00033512676004264865,0.01005618465866893,0.020006921334851328,0.0,0.0,0.01681594428950677
NH4t,0.0,0.0,0.0,0.0,0.0,0.0
NH4ti,5.788861557445742,0.0,0.0,5.915123483820617,0.0,0.0
NH4tm,0.0,0.0,0.0,0.0,0.0,0.0
NTD1,0.0,0.0,0.0,0.0024344465789803075,0.0,0.0
NTD10@PUNP7,0.0,0.0,0.0,0.0,0.0,0.0
NTD11,0.0,0.0,0.0,0.0,0.0,0.0
NTD2,0.0,0.0,0.0,0.0,0.0,0.0
NTD4,0.0,0.0,0.0,0.0,0.0,0.0
NTD5,0.0,0.0,0.0,0.0,0.0,0.0
NTD6,0.0,0.002434446579041191,0.0,0.0,0.0024344465789803075,0.0
NTD7,0.0,0.0,0.0,0.0,0.0,0.0
NTD8@PUNP4,0.0,0.0,0.0,0.0,0.0,0.0
NTD9,0.0,0.0,0.0,0.0,0.0,0.0
NTP3,0.0,0.0,0.0,0.0,0.0,0.0
G3PCt,0.0,0.0,0.0,0.0,0.0,0.0
G3PD1ir,0.01681220102047289,0.016803008472786336,0.016803008472786336,0.016808524675672745,0.016809510079319252,0.01680300847114296
NTP4,0.0,0.0,0.0,0.0,0.0,0.0
G3PD1irm,0.0,0.0,0.0,0.0,0.0,0.0
O2t,12.0,12.0,11.736987935558973,12.0,11.527355111636632,11.736987935557035
OAAt,0.0,0.0,0.0,0.0,0.0,0.0
PEtm_SC@PSERDm_SC,7.100469188692563e-05,7.100469188692563e-05,7.100469188692563e-05,7.100469188692563e-05,7.100469188692563e-05,7.100469188692563e-05
OAAt2m,0.0,0.0,0.0,0.0,0.09864750296524405,0.0
PPM,0.0,0.0,0.0,0.0,0.0,0.0
OHACT1,0.0,0.0,0.0,0.0,0.0,0.0
PFK,0.0001,0.0001,0.00010482087066746075,0.0001,0.00010121334680123186,0.00010648740663496313
OHACT2,0.0,0.0,0.0,0.0,0.0,0.0
PGCD@PSERT@PSP_L,0.0,0.0,0.0,0.0,0.0,0.0
PGI,8.344871745839225,7.618172814354619,0.0,0.0,0.0,8.35728062370102
OHACT4,0.0,0.0,0.0,0.0,0.0,0.0
PGMT,0.0,0.0,0.0,0.0,0.0,0.0
OHACT5@PHEACt,0.0,0.0,0.0,0.0,0.0,0.0
ORNDC,0.0,0.0,0.0,0.0,0.0,0.0
PPND,0.0,0.0,0.0,0.0,0.0,0.0
ORNTA,0.0,0.0,0.0,0.0,0.0,0.0
ORNt2r,0.0,0.0,0.0,0.0,0.0,0.0
PHETA1,0.0,0.021807147385225198,0.0,0.0,0.02153490478930091,0.001291561419782608
PHEt2r,0.09054788803485092,0.11235503542007608,0.09054788803485088,0.09054788803485088,0.11208279282415168,0.09183944945463351
PI35BP5P_SC@PI3P5K_SC,0.0,0.0,0.0,0.0,0.0,0.0
PPND2,0.0,0.0,0.0,0.0,0.0,0.0
P5CDm,0.005836006491520246,0.09683440923637636,0.026628676173438892,0.0,0.05553820493629717,0.0
PPNDH,0.0,0.0,0.0,0.0,0.0,0.0
PACALDt,0.0,0.0,0.0,0.0,0.0,0.0
PI45BP5P_SC@PI4P5K_SC,0.0,0.0,0.0,0.0,0.0,0.0
PIt2m,38.672778323794816,31.517243654116385,41.85569731866311,38.70607143749051,30.295310524086496,41.93123387465841
PAPt,0.0,0.0,0.0,0.0,0.0,0.0
PIt2r,0.13369169129412928,0.13369169129629288,0.1336916912963222,0.133691691294195,0.1336916912963333,0.13369169129422254
PC,0.0,0.0,0.0,0.0,0.0,0.0
PLBPC_SC,0.0002,0.0002114812108154242,0.00020000000000000123,0.00020272437580556217,0.00021114041064323357,0.00020000000000000123
PLD_SC,0.0,0.0,0.0,0.0,0.0,0.0
PMDPHT,0.0006694728092135187,0.0006694728092135187,0.0006694728092135187,0.0006694728091614793,0.0006694728092135187,0.0006694728091614793
GCC2cm_copy2,5.040781986001058,4.982210796058545,0.0,5.172511513002172,0.0,0.04423406945689479
PDHm,1.4979018765844794,1.2040215062791297,0.026984157583307855,1.4746533828600201,1.0355418927601088,0.026980590467662324
PMI12346PH@PMI12346PS,0.0,0.0,0.0,0.0,0.0,0.0
PMI1346PH@PMI1346PS,0.0,0.0,0.0,0.0,0.0,0.0
PPYRDC,0.0,0.0218071473852252,0.0,0.0,0.02153490478930091,0.0012915614197826118
PYRDC2,0.0,0.0,2.991440213302905,0.0,0.0,0.0
PYRt,0.0,0.0,0.0,0.0,0.0,0.0
POLYAO3,0.0,0.0,0.0,0.0,0.0,0.0
PYRt2,0.0,0.0,0.0,0.0,0.0,0.0
PYRt2m,2.7329743437660508,1.2354809159015678,0.36624603002311673,2.9633626017752155,0.0,0.4230539187034168
PPA,3.2210117678125165,2.7000333057313415,2.6578008056959153,2.8964840589565894,1.9972323781946528,2.279132005752293
PPAm,0.0,0.0,0.0,0.0,0.008250068962070683,0.00825006896209993
PPCK,0.0,0.0,0.0,0.0,0.0,0.0
SLFAT,0.0,0.0,0.0,0.0,0.0,0.0
RBFSa,0.001338945618439169,0.0013389456184270375,0.001338945618439169,0.0013389456183229586,0.001338945618439169,0.001338945618439169
RBFSb,0.0006694728092195845,0.0006694728092195845,0.0006694728092195845,0.0006694728092195845,0.0006694728092195845,0.0006694728092195845
SO3ti,0.0,0.0,0.0,0.0,0.0,0.0
SO4ti,0.013524703216557264,0.013524703216560852,0.013524703216557264,0.013524703216557264,0.013524703216560852,0.013524703216557264
RBK,0.0,0.0,0.0,0.0,0.0,0.0
SPMDAT1,0.0,0.0,0.0,0.0,0.0,0.0
RNDR1,0.0024344465789631897,0.0,0.0,0.0024344465789803075,0.0,0.0024344465789631897
SPMDt3i,0.565122447392004,3.2401069657856896,0.0,0.4655515706936304,0.0,0.0
SPMDtex2,0.565122447392004,3.2401069657856896,0.0,0.4655515706936304,0.0,0.0
RNDR2,0.0016229643859393787,0.0,0.0,0.0016229643859878573,0.0,0.0
RNDR3,0.0,0.0,0.0,0.0,0.0,0.0
SPMS,0.0,0.0,0.0,0.0,0.0,0.0
SPRMS,0.0,0.0,0.0,0.0,0.0,0.0
RNDR4,0.004057410966261443,0.0,0.0,0.004057410964965168,0.0,0.0
PRO1xm@PROtm,0.005836006491520246,0.09683440923637636,0.1319504480869702,0.0,0.05553820493629717,0.10256090359779897
RNTR1,0.0,0.004868893158021499,0.0024344465789631897,0.0,0.004868893157960615,0.0
RNTR2,0.0,0.0016229643859868715,0.0016229643859873022,0.0,0.0016229643859868715,0.0016229643859873022
RNTR3,0.0,0.0,0.0,0.0,0.0,0.0
RNTR4,0.0,0.0016229643859868715,0.004057410964833381,0.0,0.0016229643859868715,0.004057410964967179
RPE,0.0,0.5680445754006211,0.23838363604883034,0.0,0.1757535103877442,0.17750688935001377
PROt2r,0.11721193747986931,0.2082103402247255,0.2433263790753193,0.11137593098834907,0.1669141359246462,0.21393683458614804
RPI,0.0,0.0,0.0,0.0,0.0,0.0
SUCCt2r,0.0,0.0,0.0,0.0,0.0,0.0
SADT,0.0,0.0,0.0,0.0,0.0,0.0
SAM24MT,0.0,0.0,0.0,0.0,0.0,0.0
SUCCtm,0.0,0.0,0.0,0.0,0.0,0.0
SUCD1m,0.0002,0.0,0.0,0.0002,0.0,0.9763795614829935
SUCD2_u6m,5.040781986001079,4.982410796058545,3.856792735812459,5.172511513002172,4.788938227838557,2.8361791048725706
SUCD3_u6m,0.0,0.0,0.0,0.0,0.0,0.976379561482994
SUCFUMtm,0.0002,0.0002,0.0,0.0002,0.0002,0.0
SBTR,0.0,2.1817259611394983,0.8545225893410587,0.0,0.8192998472244997,0.6699606806286712
SBT_Dt,0.0,0.0,0.0,0.0,0.0,0.0
SULR,0.0,0.0,0.0,0.0,0.0,0.0
PRPPS,0.0,0.002090861083459704,0.0,0.0,0.0,0.0
SERt2m,0.0,0.0,0.0,0.0,0.008250068962070683,0.008250068962099927
SERt2r,0.2747907470311173,0.16847289568786206,0.31023729923082466,0.24181945236823188,0.14277352950558675,0.2360325652072137
TAGL_SC,0.0,0.0,0.0,0.0,0.0,0.0
TALA,0.0,0.0,0.0,0.0,0.0,0.0
SHSL1@SHSL4r,0.0,0.0,0.0,0.0,0.0,0.0
THIORDXi,0.0,0.0,0.0,0.0,0.0,0.0
THMP,5.225011808103582e-05,5.1104818755610616e-05,5.3594320251013726e-05,5.41017265258144e-05,5e-05,5.429014764935486e-05
THRt2r,2.0,2.0,2.0,2.0,2.0,2.0
THYMt3r@TMDPP,0.0,0.0,0.0,0.0,0.0,0.0
TKT1,0.0,0.28402228770031,0.11919181802441514,0.0,0.0878767551938721,0.08875344467500668
TKT2,0.0,0.2840222877003111,0.11919181802441521,0.0,0.0878767551938721,0.08875344467500709
TMDK1,0.0,0.0024344465789803075,0.0,0.0024344465789803075,0.0024344465789803075,0.0
TMDPK@TMPK,5.225011808103582e-05,5.1104818755610616e-05,5.3594320251013726e-05,5.410172652581441e-05,5e-05,5.429014764935486e-05
THRA,0.0,0.004209737749925186,0.0,0.0,0.00959571701942935,0.0
THRD_L,1.870568590217547,1.8663588524676218,1.870568590217547,1.870568590217547,1.8609728731981177,1.870568590217547
THRD_Lm@THRt2m,0.0,0.0,0.0,0.0,0.0,0.0
URIK1,0.07479160878756277,0.0,0.07479160878776572,0.0,0.0,0.07479160878756144
TPI,7.687555644705497,7.622983994844668,8.411949522088321,7.458901811817184,7.661173364360876,7.9715432502845704
TRDR,0.008114821933189142,0.008114821929995242,0.008114821929783873,0.008114821929934568,0.008114821929619154,0.008114821929922033
TRE6PP@TRE6PS,0.0,0.0,0.0,0.0,0.0,0.0
URIK2,0.0,0.07235716220857694,0.0,0.0747916087875599,0.07235716220858138,0.0
UTPH1,0.0,0.0,0.0,0.0,0.0,0.0
TREH,0.26012940309110033,1.1303240589512864,1.6861771838642545,0.26012940309110033,1.017215610990648,1.5118177896749585
PSERS_SC,0.00825006896209993,0.00825006896209993,0.00825006896209993,0.00825006896209993,0.0,0.0
TREHv@TREt2v,0.179838759190746,0.8538520382853416,0.2979989133723735,0.07606263817817194,0.0,0.21119379595333143
VALTA,0.01307221141008788,0.013823865802295415,0.0,0.009276974334107041,0.006648003858812757,0.0025025988437295255
VALTAim@VALt2m,0.0,0.0,0.0,0.0,0.0,0.0
TREt2,0.4557920650452183,2.0,2.0,0.35201594403264425,1.03303951375402,1.738835488391662
VALt2r,0.19200403496514049,0.1927556893573481,0.1789318235550526,0.18820879788915965,0.18557982741386536,0.18143442239878213
XANt,0.0,0.0,0.0,0.0,0.0,0.0
XPPT,0.0,0.0,0.0,0.0,0.0,0.0
TRIGS_SC,0.004463152061463897,0.004463152061463897,0.004463152061463897,0.004463152061463897,0.0,0.004463152061463897
TRPt2r,0.019205078567511316,0.019205078567511302,0.13762435931973482,0.019205078567511316,0.019205078567511316,0.13251386246501184
TTDCAtr,0.0,0.0,0.0,0.0,0.0,0.0
TYRTAi,0.0,0.0,0.0,0.0,0.0,0.0
TYRt2r,0.06964623992452734,0.08908835572177987,0.1089898290741447,0.06897598640444214,0.06897598640444214,0.10260787498345558
TYRt6@TYRt7,0.0,0.4269260191426708,0.14899945668618675,0.03803131908908597,0.0,0.10559689797666572
ZYMSTt,0.0,0.0,0.0,0.0,0.0,0.0
BIOMASS_SC5_notrace,0.6762351608278632,0.6762351608278632,0.6762351608278632,0.6762351608278632,0.6762351608278632,0.6762351608278632
SERD_L,0.12541638164498728,0.0,0.12151934469507714,0.0,0.0,0.05369656476215534
UMPK,0.03428512265397377,0.031850676074987934,0.034285122654176714,0.0342851226539709,0.03185067607499237,0.03428512265397243
PStm_SC,7.100469188692563e-05,7.100469188692563e-05,7.100469188692563e-05,7.100469188692563e-05,0.0,0.0
UPPRT,0.0,0.0,0.0,0.0,0.0,0.0
URAt2,0.0,0.07235716220857694,0.0,0.0,0.0,0.0
UREA2t2,0.0,0.0,0.0,0.0,0.0,0.0
URIDK2r,0.0,0.0,0.0,0.0,0.0,0.0
PTRCt3i,0.0,0.0,2.6052021973913275,0.0,3.2401069657856914,0.0
PTRCtex2,0.0,0.0,2.6052021973913275,0.0,3.2401069657856914,0.0
PUNP1,0.0,0.0,0.0,0.0,0.0,0.0
PUNP2,0.0,0.002434446579041191,0.0,0.0,0.0024344465789803075,0.0
PUNP3,0.0,0.0,0.0,0.0,0.0,0.0
PUNP5,0.0,0.0,1.9664587360229473,0.0,0.0,0.0
PYK,15.344987013144596,15.546893285862433,16.95999412997412,14.888367544922566,15.427134406750207,16.04875382162025
PYNP2r,0.0,0.0,0.0,0.0,0.0,0.0
PYRDC,12.735649489570228,14.31151236998051,13.53389008594657,12.020655541375298,14.438342920484978,15.547850524701188
EX_zymst_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_pyr_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_ptrc_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_pro__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_xan_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_val__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_urea_e,0.041292609291430526,0.030080485479525368,0.0,0.04268720367049292,0.032318963771981804,0.0029219216862513653
EX_ura_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_tyr__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_ttdca_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_pnto__R_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_pi_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_pheac_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_phe__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_trp__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_tre_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_pap_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_pacald_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_thym_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_thr__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_orn_e,0.041292609291430526,0.03008048547952537,0.0,0.042687203670492925,0.032318963771981804,0.0029219216862513653
EX_oaa_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_o2_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_nh4_e,5.788861557445742,3.762115829010149,5.9439638510524375,5.915123483820617,3.9181786918118267,3.9092459720576613
EX_nadp_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_succ_e,0.0,0.0,0.00025280142694613755,0.0,0.0,0.0002
EX_spmd_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_so4_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_so3_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_met__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_sbt__D_e,0.0,2.1817259611394983,0.8545225893410587,0.0,0.8192998472244997,0.6699606806286712
EX_mal__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_lys__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_leu__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_dttp_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_lanost_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_lac__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_lac__D_e,0.00010937893236473428,0.0001,0.0,0.00011436683081456067,0.0,0.0
EX_ind3eth_e,0.0,0.0,0.1184192807522235,0.0,0.0,0.11330878389750054
EX_ile__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_id3acald_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_ibutoh_e,0.013072211410087888,0.013823865802295419,0.20536359747874755,0.009276974334107046,0.006648003858812757,0.20786619632247708
EX_cys__L_e,0.008182445446014874,0.008182445446014826,0.008182445446014826,0.008182445446014874,0.004686309664537091,0.008182445446014826
EX_csn_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_co2_e,23.521631675518048,22.918293530515975,21.558149474203617,23.36997346407533,22.00055847647919,20.44635622954431
EX_cit_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_ibutac_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_iamoh_e,0.002002462208600873,1.0118582073625682e-05,0.0,0.002486938309057315,0.00171609984294549,0.0
EX_iamac_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_hxan_e,1.9664587360229433,0.0,1.9664587360229473,1.966458736022932,0.0,0.0
EX_his__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_btd_RR_e,6.172876586817807,6.91800739422007,2.991440213302905,5.8127925381942305,6.986233507674266,1.8905663659574974
EX_asp__L_e,3.1115402375466323,3.4165159933988676,3.555549266298265,3.2757462635879238,3.3071394704370505,3.508376012128327
EX_asn__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_h_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_h2o_e,11.60015258467466,9.848788874568156,11.397405014182354,11.544036949204562,10.940874200816733,13.859380654492357
EX_arg__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_gua_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_glyc_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_gly_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_ala__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_akg_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_ade_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_glx_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_glu__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_gln__L_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_glc__D_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_gam6p_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_aces_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_acald_e,0.0,0.0,10.10306610100523,0.0,0.0,11.325865349665595
EX_ac_e,0.08293505518021227,0.172767050333285,0.1322719737183604,0.08806138334841906,0.16841500510028062,0.1337471359452893
EX_Nbfortyr_e,0.00033512676004264865,0.01005618465866893,0.020006921334851328,0.0,0.0,0.01681594428950677
EX_4abz_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_g3pc_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_fum_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_4abut_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_3mop_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_for_e,0.0034961357813034204,0.003496135781477736,0.003496135781477736,0.0034961357813034204,0.0,0.0034961357813034204
EX_3mbald_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_3c3hmp_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_2phetoh_e,0.0,0.021807147385225198,0.0,0.0,0.02153490478930091,0.0012915614197826118
EX_2mppal_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_2mbtoh_e,1.2218773550159072,0.0,0.0,1.476945306271831,0.0,0.0
EX_2mbald_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_2mbac_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_fecost_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_etoh_e,0.00022099182401928572,0.0002,0.0003715289630742759,0.0002688127080440971,0.0003163480985606866,0.00036503824493239206
EX_2hb_e,0.62414403079048,1.8790044499751004,1.8832141877250257,0.3883661543846897,1.8701223349241187,1.8832141877250257
EX_ergst_e,0.0,0.0,0.0,0.0,0.0,0.0
EX_epist_e,0.0,0.0,0.0,0.0,0.0,0.0
2HBO@2HBt2_rev,0.62414403079048,1.8790044499751004,1.8832141877250257,0.3883661543846897,1.8701223349241187,1.8832141877250257
ACALDt_rev,0.0,0.0,10.10306610100523,0.0,0.0,11.325865349665595
ACALDtm_rev,0.0,0.0002,0.0,0.0,0.0003163480985606866,0.0
2OBUTtm_rev,0.0,0.0,0.0,0.0,0.0,0.0
2PHETOHt_rev,0.0,0.021807147385225198,0.0,0.0,0.02153490478930091,0.0012915614197826118
AICART@IMPC_rev,0.0,0.002090861083459704,0.0,0.0,0.0,0.0
AKGMAL_rev,0.0,0.0,0.0,0.0,0.0,0.0
AKGt2r_rev,0.0,0.0,0.0,0.0,0.0,0.0
ALATA_L_rev,0.00187956145330348,0.0,0.19013740469688448,0.0,0.0,0.13195681088177713
