"","mip6_20_vs_0_logFC","mip6_20_vs_0_padj","mip6_120_vs_20_logFC","mip6_120_vs_20_padj","WT_20_vs_0_logFC","WT_20_vs_0_padj","WT_120_vs_20_logFC","WT_120_vs_20_padj","0_mip6d_vs_WT_logFC","0_mip6d_vs_WT_padj","20_mip6d_vs_WT_logFC","20_mip6d_vs_WT_padj","120_mip6d_vs_WT_logFC","120_mip6d_vs_WT_padj"
"YDR077W",1.53202657459391,6.89404842527186e-11,-0.751915952559566,0.00323801182151575,1.21174123107894,3.22644348489118e-07,-0.339246626059787,0.219699041734708,0.326564108327513,0.721138962089676,0.646849451842483,0.0218449848408012,0.234180125342705,0.998144679239541
"YDR078C",-0.22997820479415,0.170550977267284,0.37577146218502,0.0209730932360716,-0.0312845748075069,0.86297303824774,0.0870484410239648,0.631570116441656,-0.0989563951818621,0.904499252364313,-0.297650025168505,0.106575818372021,-0.00892700400745034,0.998144679239541
"YDR079C-A",-0.35861107369796,0.0390032428849878,0.409391316268431,0.0192197884315266,0.023000017770504,0.907837353415956,-0.159796194217289,0.383272308143376,-0.0106644962250142,0.996374681090247,-0.392275587693478,0.0407359920312924,0.176911922792243,NA
"YDR079W",0.186928208766143,0.15275285650848,0.139288898537141,0.322759453171067,0.260316881061829,0.0342665806879568,0.0357149028974965,0.82018888555366,0.0573048210851133,0.942951611661658,-0.0160838512105727,0.935520947232986,0.087490144429072,0.998144679239541
"YDR080W",0.0160362882383465,0.843395091298007,0.095893617189285,0.203164296449931,-0.0279188402860951,0.72050395134482,0.309157224449744,1.09359108045206e-06,0.0172937010788191,0.97620978832749,0.0612488296032606,0.496231991240223,-0.152014777657198,0.27941077547042
"YDR081C",0.0773606065013724,0.232505371534524,-0.224262847729184,0.000188593722505202,-0.0692866173822031,0.27191960112215,-0.096171839673627,0.130433082383421,-0.0184147248774547,0.975463288375057,0.128232499006121,0.0646167812796985,0.000141490950563583,0.99939997885323
"YDR082W",0.413448909677562,3.99026903324919e-07,0.40954660509492,1.57222037479745e-07,0.530377530746245,4.86273733576771e-12,0.378345431781842,3.39993894448907e-07,-0.0155375694386481,0.983346885135532,-0.132466190507331,0.176036373937663,-0.101265017194253,0.884890563715824
"YDR083W",-0.525670023379362,3.55908551561968e-06,0.123875279210511,0.37075540878876,-0.387574913296392,0.00060330898194862,0.0338385066652821,0.825313004112297,-0.190353919789845,0.65771973508091,-0.328449029872815,0.01331930670879,-0.238412257327586,0.459585717439061
"YDR084C",-0.0707663397469175,0.702131412867387,-0.0362796925963637,0.863712912475346,-0.170954753794416,0.312106119289927,0.130164903248894,0.485653976886576,0.0754469341103212,0.939071750114821,0.17563534815782,0.389578125283864,0.009190752312562,0.998144679239541
"YDR085C",1.16022019330878,6.75191104472073e-05,-0.330880775599109,0.341917439366583,0.851014420094855,0.00401204451616475,0.0638791738380657,0.875758455016383,0.132522998510294,0.948338015653779,0.441728771724218,0.227786666969765,0.0469688222870432,0.998144679239541
"YDR086C",-0.86136889049156,3.82356816484923e-23,0.0132093244743132,0.919628911849297,-0.775836013533893,1.72415260310669e-19,-0.157065077334282,0.118561023296747,-0.137404567973665,0.690226845076699,-0.222937444931332,0.038323410758005,-0.0526630431227368,0.998144679239541
"YDR087C",-0.584120500543813,9.61830885569237e-07,0.21744380132737,0.110668279351122,-0.378611481389933,0.0016557675257042,-0.010516953439465,0.951373878110092,-0.218025953407799,0.616269761631911,-0.423534972561679,0.00203955210888069,-0.195574217794845,0.75785197347351
"YDR088C",0.195248067286352,0.20384091708154,-0.025026386759112,0.896018813843739,0.255665191101435,0.077437341817758,-0.0564382728767355,0.752954440385546,-0.00968404622336783,0.996374681090247,-0.0701011700384507,0.735175079995866,-0.0386892839208271,0.998144679239541
"YDR089W",0.0720684578243967,0.326473019646243,-0.048548546534772,0.550604842855436,-0.171349050180803,0.00938530668906222,-0.0256858834993851,0.763079337975684,-0.0155352516665743,0.977107542066279,0.227882256338625,0.00205221962872878,0.205019593303238,0.0542277737583133
"YDR090C",0.185491254691924,0.0429056667948355,-0.288989530511276,0.00136778362637375,-0.00336742722420288,0.976029946575466,-0.117149226562957,0.226508160954467,-0.00642603350118112,0.996374681090247,0.182432648414945,0.0780606898927198,0.0105923444666266,0.998144679239541
"YDR091C",-0.430521223946097,3.71056097431748e-08,-0.215394467537758,0.0121066463334071,-0.679548601683204,4.29759135885827e-19,-0.152765958082301,0.0813413751365458,-0.141943251151203,0.632220086471923,0.107084126585903,0.297335977488554,0.0444556171304453,0.998144679239541
"YDR092W",0.227652573464818,0.00998471334259782,-0.439838645069819,3.32091164664592e-07,0.604168929286742,1.41019588840523e-13,-0.823502708066231,3.70808035303473e-24,0.106563102437025,0.751761816236617,-0.269953253384899,0.00552040976731482,0.113710809611513,0.905415756927695
"YDR093W",-0.369597119331794,8.4191897805973e-06,0.0216532886392391,0.849629461608925,-0.550008334552943,9.3772802405115e-12,0.179189335209048,0.0478548351752617,-0.01507823747081,0.984013678061577,0.165332977750338,0.106575818372021,0.00779693118052937,0.998144679239541
"YDR094W",-0.112379476323625,0.610518514805324,-0.0792426949552689,0.74843873738046,-0.658750275961888,0.000483643167564767,0.454343082133362,0.0234555037081973,0.0276859682871014,0.989169592359007,0.574056767925365,0.0087978371371776,0.0404709908367334,0.998144679239541
"YDR095C",-0.252820755636715,0.52787978283813,-0.470948178854194,0.260794501713541,0.279330388837894,0.471373836080377,0.0304235803184047,0.94540637712039,0.440142957686476,0.743131131996833,-0.092008186788134,0.861942238894451,-0.593379945960733,NA
"YDR096W",0.192871866214323,0.400990075971036,-0.18208265479902,0.46637412275684,0.0900680754637319,0.710517814579939,0.0608499661714349,0.825123350171234,0.11711547987833,0.92122275688527,0.219919270628921,0.416568458816704,-0.0230133503415338,0.998144679239541
"YDR097C",-1.12285440379076,6.51660417826892e-21,0.687387595900385,4.13415048580099e-08,-0.893931447783989,7.92418137106607e-14,0.379406692922927,0.00351607009418481,-0.0199105435144879,0.986079621502497,-0.248833499521255,0.104315249616821,0.0591474034562036,0.998144679239541
"YDR098C",-0.361462966793434,4.4352140537163e-11,-0.139988208646351,0.0225206518550704,-0.270868617490805,5.14417203641371e-07,-0.186890305391946,0.00102098953500168,-0.0162413624473607,0.975463288375057,-0.106835711749989,0.121375506455462,-0.0599336150043949,0.966427713683316
"YDR099W",0.224488743525031,2.92261556563451e-05,-0.5529225692828,1.86560154954951e-26,0.129069496838307,0.019661872362428,-0.58204414461374,1.13256025676455e-29,-0.0260933432709499,0.939470998989101,0.0693259034157737,0.319115914020186,0.0984474787467132,0.65661529994486
"YDR100W",0.324229511904828,0.00272607271611652,-0.617199729803076,5.55425211678124e-09,0.187746243206864,0.0930416858438988,-0.611499764781529,4.9983625228023e-09,0.0626216136716984,0.920685581852335,0.199104882369662,0.124044384333289,0.193404917348115,0.663744575709351
"YDR101C",-0.274264676646164,0.00548862498505752,-0.0057705301591522,0.966837331623407,-0.322823439867203,0.000855788881215445,-0.113073495263852,0.316902938037537,-0.172591146252636,0.630965508016913,-0.124032383031597,0.32147672980603,-0.0167294179268971,0.998144679239541
"YDR102C",0.919262442810969,0.000377377898773128,-0.273999367449011,0.324105186532927,0.942418673391332,6.92199751053339e-05,-0.829157464345397,0.000326473266278412,-0.20483493528644,0.878141582293744,-0.227991165866803,0.454863574267088,0.327166931029583,NA
"YDR103W",0.305574742505958,9.8528668706585e-07,-0.203023257651067,0.00198529207944264,0.0915888487610415,0.172038205137133,0.0233420660041711,0.77582176778498,-0.0318167224727728,0.934126256276253,0.182169171272144,0.0116438979281665,-0.0441961523830946,0.998144679239541
"YDR104C",0.667802491192361,6.99333481878434e-30,-0.266455248374744,9.5919975703447e-06,0.57627337939468,7.560830351915e-24,-0.194108448452852,0.0011219752709316,-0.010496370871311,0.98511421844009,0.0810327409263692,0.280364636406993,0.00868594100447695,0.998144679239541
"YDR105C",-0.0758644406812146,0.476119711499751,-0.268514917011883,0.00652308944538686,-0.133632642698702,0.177374672530859,-0.182530750967037,0.0697821758451629,0.0908057910073556,0.825475344126734,0.148573993024843,0.198947211651186,0.062589826979997,0.998144679239541
"YDR106W",-0.0790874038842516,0.765701442855539,-0.0750844512299227,0.793887375840706,0.455823814507883,0.0254738371340591,-0.535463102044899,0.00845011931514751,-0.224039291572483,0.80698714311489,-0.758950509964618,0.00112285581849375,-0.298571859149641,NA
"YDR107C",0.148842695117972,0.244446435168623,-0.0672793150499307,0.649020770969819,-0.170713932034114,0.166968221442293,0.0894995927696898,0.528700643683043,-0.0609782018674548,0.930560106344793,0.258578425284631,0.0610189956523288,0.10179951746501,0.998144679239541
"YDR108W",-0.242290672084002,0.0016703983224312,0.209021693566652,0.00922961977522601,-0.277756213776527,0.000154704337577673,0.192118969172647,0.0125635067279211,-0.0479798028238604,0.907978077799042,-0.0125142611313351,0.91887957454437,0.00438846326266923,0.998144679239541
"YDR109C",0.314952149306948,0.00401695493118633,0.0688065838775271,0.610586996998253,0.164029208508296,0.149859364434888,0.290184784329918,0.00866578421164612,0.0299829202774899,0.975463288375057,0.180905861076142,0.171247801358777,-0.0404723393762487,0.998144679239541
"YDR110W",0.0613523122116454,0.663495954158413,0.230651466506022,0.0790509980101811,-0.0317035210991744,0.828359061079099,0.298043683795864,0.0159985811926945,-0.154894208229366,0.735089834361445,-0.061838374918546,0.726936727935764,-0.129230592208388,0.95941336586245
"YDR111C",-0.692225909743346,7.37970075636613e-13,0.518425635170661,2.08009977885981e-07,-0.768332414399208,4.33054037324343e-16,0.666509143046495,3.88487697434501e-12,0.113008013717377,0.779964406050264,0.189114518373239,0.126829949045777,0.0410310104974039,0.998144679239541
"YDR112W",-1.02253883661765,1.44907815466178e-10,0.687208105217103,4.19790099519939e-05,-0.687357574028749,5.2357810546719e-06,0.450028272025747,0.00460209983780205,-0.00805245232902836,0.996374681090247,-0.343233714917927,0.0896553449000126,-0.106053881726572,NA
"YDR113C",-0.806865486781341,2.19913431861658e-10,0.645887380993115,8.44049892521847e-07,-0.524846442969337,2.70918756927488e-05,0.285709521182986,0.034577450587749,0.0198179503612317,0.986955724028918,-0.262201093450772,0.100889582794371,0.0979767663593568,0.998144679239541
"YDR114C",-0.74034924572303,0.328762601819633,0.548004423485553,0.506660301072593,-0.562345507934127,0.34957495643719,0.60456506520323,0.320976969023361,-0.597489831887423,0.809244184903107,-0.775493569676327,0.367422157380765,-0.832054211394003,NA
"YDR115W",0.136215059088471,0.245969404411917,-0.078585005764275,0.55107025464997,0.0652276089022283,0.590173868948482,-0.173621784078225,0.131837069497472,-0.0787830489245789,0.882589397605921,-0.00779559873833629,0.964707856861984,0.0872411795756134,0.998144679239541
"YDR116C",0.170114262078592,0.0120281304214519,-0.156676669118073,0.0251623405639885,0.238286394380435,0.000203365110395965,-0.201119381618397,0.00209337084471125,0.0837568487215513,0.743131131996833,0.0155847164197087,0.879318384622913,0.0600274289200329,0.998144679239541
"YDR117C",-0.295809495486529,4.40790115914309e-07,-0.10359901695281,0.123498552635008,-0.388886378667869,2.59309818698654e-12,-0.132094170396266,0.0337855217496076,-0.0571925483404848,0.823868120448736,0.0358843348408542,0.683184778794212,0.0643794882843106,0.960084490948524
"YDR118W",-0.212509168774639,0.0237102215700405,0.191446211037233,0.0494836191981096,-0.203276797702256,0.0234466751011038,0.279765643721991,0.001477917211292,-0.00828523395834203,0.996333918045923,-0.0175176050307257,0.90308975460004,-0.105837037715484,0.9298933753134
"YDR118W-A",-0.40129016582203,0.395779471017045,0.473397364053865,0.324961923686602,-0.305226362522076,0.49555142758851,0.46367861975547,0.282501230379532,-0.0900954986157781,0.979410611485827,-0.186159301915732,0.766356604245549,-0.176440557617337,NA
"YDR119W",-0.486721830410364,4.66935523322906e-05,-0.176957611719849,0.201783844080214,-0.809129827628455,2.61614896582393e-12,0.122221570847733,0.393778593372587,-0.0427987104219242,0.969359528995529,0.279609286796167,0.0506572132052259,-0.0195698957714151,0.998144679239541
"YDR119W-A",1.22755589954594,0.0464779997110377,0.309011643019565,0.674598756596438,1.34662202737698,0.0265281203268083,0.457867689710967,0.512436680604295,0.265114968743221,0.953361031688752,0.146048840912181,0.870857028536419,-0.00280720577922138,NA
"YDR120C",-0.535215181074482,3.03748515202952e-10,0.131770250326473,0.19001726134125,-0.681343286651445,2.3401155511004e-16,0.251059956066483,0.00581402046982358,-0.0949275712747408,0.792982667963714,0.0512005343022215,0.694653396447166,-0.0680891714377884,0.998144679239541
"YDR121W",-0.213345203133255,0.124977346687779,0.183028231102158,0.218967335995125,0.0517044222041387,0.735018786775554,0.00875326845578343,0.96023388206281,-0.0298477930865405,0.979133382351823,-0.294897418423934,0.0538312673058166,-0.12062245577756,0.998144679239541
"YDR122W",0.420845141584442,1.45723042102613e-06,-0.21251545755405,0.0264873304168056,0.367362613737387,2.74135285657865e-05,-0.0325772772037989,0.780919657509417,0.0930365516635043,0.811027920373892,0.146519079510559,0.181378358419833,-0.0334191008396926,0.998144679239541
"YDR123C",0.0889469409955462,0.535534573523323,0.496053955354822,6.12968799634103e-05,0.372868854925928,0.00230717180582582,0.334164776343814,0.00687874497249294,0.111030109848843,0.846787739061336,-0.172891804081539,0.263222501144162,-0.0110026250705307,0.998144679239541
"YDR124W",0.198258645312175,0.076186231634474,0.494232946973686,5.29501817365196e-07,0.237129146040004,0.0232604054549526,0.490770728804052,1.30190454659101e-07,0.0720750026627998,0.90086699906874,0.0332045019349705,0.830292453723948,0.0366667201046045,0.998144679239541
"YDR125C",0.339886929972993,0.0104249306763084,0.312358991356622,0.019620846123361,0.419146450449659,0.000987394571795724,0.323214468113262,0.0116146928813647,0.114999135311381,0.852479022867308,0.0357396148347155,0.854620561366926,0.0248841380780751,0.998144679239541
"YDR126W",-0.0168648898169013,0.911952600838288,0.26490456290423,0.0478436091144306,0.296164416703404,0.0175831046014144,-0.0107486306318527,0.949842215177875,0.113741671194155,0.845024620666152,-0.199287635326151,0.190487820650842,0.0763655582099317,0.998144679239541
"YDR127W",-0.142221515876467,0.366867763690876,0.0823617887707095,0.646927302699421,-0.676098418752533,8.81409455071291e-07,0.617658637334068,1.22706881204542e-05,0.0309841794363236,0.980587789654188,0.564861082312389,0.000313931851780955,0.0295642337490306,0.998144679239541
"YDR128W",0.0755517640802359,0.121083301514025,-0.0665795839673611,0.196977522788873,0.0541195016421108,0.264380181284552,-0.025656103406191,0.646461081268804,-0.0596656105716767,0.729388217386203,-0.0382333481335517,0.534908287363575,-0.0791568286947218,0.670722424564977
"YDR129C",0.297019845960079,0.00663810717764264,-0.705976494750936,2.23921574457707e-11,-0.136300771567844,0.242610758460073,-0.311188940085623,0.00556985727696836,-0.0131880744557209,0.993729449214437,0.420132543072202,0.00046484564563123,0.025344988406889,0.998144679239541
"YDR130C",-0.191786520208807,0.154270674503516,0.243297958844258,0.0737071724688401,-0.119025642506043,0.378494341879836,0.221703248286928,0.0896753232352864,-0.0027368570784347,0.998012539316481,-0.0754977347811982,0.678749709154354,-0.0539030242238689,0.998144679239541
"YDR131C",0.185535600674074,0.0962213049958526,0.106402767653343,0.388444554276012,0.226363705201975,0.0331955921432936,0.211159399648254,0.0506975819820591,0.107941860068445,0.813297531039978,0.0671137555405437,0.653927163742214,-0.037642876454368,0.998144679239541
"YDR132C",-0.0385679228219732,0.765416264165549,0.0600810102979293,0.657880115151673,-0.158610181444227,0.157483982680266,0.294810911775177,0.00663664463941631,-0.0014279611400998,0.998849437197848,0.118614297482154,0.39718117210374,-0.116115603995094,0.950691703174727
"YDR133C",-0.742736642589093,3.7669805596273e-05,-0.323024954306815,0.113966010390481,-0.531620853395137,0.00373924514095525,-0.392721490528656,0.0451843830235452,0.235095236202472,0.736401606946758,0.0239794470085153,0.937709708398143,0.093675983230356,0.998144679239541
"YDR135C",-0.263450499339002,4.04279391459056e-06,-0.141884939568793,0.0236168515495174,-0.382814469387954,6.24425558168013e-12,-0.130860482821236,0.0352837088801839,-0.022912354359746,0.960702412869763,0.0964516156892064,0.180597289203194,0.0854271589416494,0.854791215883393
"YDR136C",-0.12887480367469,0.752540491473374,0.694858760067943,0.0449076569089241,0.696215021553839,0.0318581423440732,0.180076486316548,0.616696301279122,0.203933361782127,0.919618754072084,-0.621156463446403,0.108753067803155,-0.106374189695007,NA
"YDR137W",-0.120312083077702,0.122794281518441,0.043876448550222,0.631558456892863,-0.12588855192183,0.0920464952918088,0.105348112457819,0.182359732970777,-0.00713446245335054,0.996333918045923,-0.00155799360922263,0.987017675938248,-0.0630296575168195,0.998144679239541
"YDR138W",-0.064148132371872,0.447094225401218,-0.0821990999821423,0.349871132778268,0.0340658157326214,0.692501806153683,-0.0652157933145975,0.451525626205026,-0.00438502120118816,0.996374681090247,-0.102598969305682,0.269099674881315,-0.119582275973226,0.73573713391287
"YDR139C",-0.188913787470165,0.215247685649447,0.0371109865511317,0.843875495292029,-0.102943717819404,0.513530041650021,-0.136160998764991,0.405154307482142,-0.186866510534446,0.719621260835745,-0.272836580185208,0.105762168144507,-0.0995645948690848,0.998144679239541
"YDR140W",-0.0900927912828613,0.29881489012697,-0.0464120977859434,0.638978817513783,0.11391727550563,0.158374197747543,-0.173110579741855,0.0299857321641472,0.0208049377404403,0.97620978832749,-0.183205129048051,0.0428779262988292,-0.0565066470921393,0.998144679239541
"YDR141C",0.0813026038783733,0.405037495978941,0.121766804347311,0.222124434875081,-0.301616620803356,0.000467482897838423,0.502066377212484,3.24483495233414e-09,-0.0123568979138482,0.989884851610069,0.370562326767881,0.000106516137553359,-0.00973724609729198,0.998144679239541
"YDR142C",0.245006519551717,0.129516003838873,-0.165218899857127,0.356999914835854,0.133734464667871,0.429156247219559,-0.172872679322036,0.320976969023361,-0.0113673792318585,0.996374681090247,0.0999046756519878,0.644898845927045,0.107558455116896,0.998144679239541
"YDR143C",-0.123021389836224,0.228812700239232,-0.339398960677595,0.000439195348688763,-0.0383245254769689,0.72991877866039,-0.414648175051756,8.2801965206973e-06,0.0815750459586139,0.852479022867308,-0.00312181840064099,0.982495459839676,0.0721273959735204,0.998144679239541
"YDR144C",-1.0289231314947,1.2734325677166e-18,0.408992804103857,0.00137487735809173,-0.981475939931612,3.25557094224437e-17,0.405937565210934,0.00125710376779375,0.0600433221777829,0.93699667396536,0.0125961306146964,0.953361162641279,0.0156513695076192,0.998144679239541
"YDR145W",-0.370181590938419,9.08804547955422e-05,-0.0773481656783458,0.510858958075457,-0.259109082840609,0.00637545489191589,-0.13825578922282,0.191152972850124,0.0279769949025361,0.975463288375057,-0.0830955131952736,0.522660829762655,-0.022187889650799,0.998144679239541
"YDR146C",-0.872635177137659,6.8357154303538e-08,0.518601229882663,0.00288298106088071,-0.738966556360998,4.78321096293836e-06,0.490137001060566,0.00421654812046416,0.0812746868356975,0.935943636660146,-0.0523939339409637,0.837888865808732,-0.0239297051188672,0.998144679239541
"YDR147W",-0.333253558972054,0.000333804931718408,0.284290495748413,0.00329745075455174,-0.266420513357585,0.00340690192320373,0.252718045531907,0.00691586846348835,-0.0758033376611409,0.860236923676492,-0.14263638327561,0.216656213164167,-0.111063933059103,0.9298933753134
"YDR148C",0.137208957776237,0.133117030254812,-0.691188241906977,6.42604280094273e-17,0.0249398531840253,0.811942651290052,-0.610514184106297,1.60635898579877e-13,0.109991921543418,0.737091187874312,0.22226102613563,0.0245176524225454,0.141586968334951,0.735877531468363
"YDR149C",-0.58176976306418,0.00311134723929042,0.766864112031059,9.88986502697974e-05,-0.101814704700707,0.648191788983129,0.328132866188194,0.114107213395729,0.114467679797755,0.919618754072084,-0.365487378565718,0.122128702398623,0.0732438672771474,0.998144679239541
"YDR150W",0.158532366714697,0.433787214644901,-0.011325728666066,0.964253334065349,-0.629146765992881,0.000409599577470623,0.601264866139194,0.00108088877182729,-0.128710056945635,0.887100027828219,0.658969075761943,0.00104782540688889,0.0463784809566826,0.998144679239541
"YDR151C",-0.342080797646358,0.00237852245266897,0.146896993903748,0.257006360228184,-0.0265953407211463,0.844211259230849,-0.311754313530855,0.00653068062712302,0.0557273485914435,0.933169638825787,-0.259758108333768,0.0474216106851596,0.198893199100834,0.658432595090197
"YDR152W",-0.397008704536591,0.000127529534155326,-0.00688815957659905,0.96423718232298,-0.120240073587941,0.28339573632848,-0.317946420492815,0.00278569092715281,-0.111086162297075,0.798293139021526,-0.387854793245725,0.000852660847515124,-0.0767965323295083,0.998144679239541
"YDR153C",0.155681487756125,0.113103111234186,-0.126771861362513,0.22977971719384,0.330206439771088,0.000247188135095006,-0.346105582469105,0.000149558834288623,0.0159960381443885,0.98491878690177,-0.158528913870574,0.156666080318175,0.0608048072360181,0.998144679239541
"YDR154C",0.886958523190652,1.20424465836671e-13,-0.889086938655299,2.60592389743626e-13,0.547263651866541,7.64141267015593e-06,-0.848331856552864,2.7519770200189e-12,-0.115144318825074,0.845024620666152,0.224550552499037,0.141110038302734,0.183795470396602,0.854791215883393
"YDR155C",0.593317989083106,4.15267210831157e-13,-0.567938164763596,1.00578026029418e-11,0.561055036906847,6.6537037008036e-12,-0.793505742405557,2.03486835613672e-22,-0.0364469493052191,0.954001200469806,-0.00418399712896049,0.975221991399983,0.221383580513001,0.19589681610935
"YDR156W",-0.259424985763265,0.104896625411652,-0.0746271944857322,0.702349314975028,-0.0456489842165568,0.803768824332999,-0.0501214228988163,0.800787503796256,0.161842235463918,0.795291166105178,-0.0519337660827906,0.821041987568833,-0.0764395376697066,0.998144679239541
"YDR157W",-0.346225770534299,0.211355144587193,0.343023953166378,0.234340449501706,-0.246138578050399,0.354258798523552,0.0614395212947458,0.850145699705627,-0.137306281349886,0.924708102271563,-0.237393473833787,0.485224445412766,0.0441909580378456,NA
"YDR158W",-0.45678977939396,4.70294126436523e-05,-0.0513078029432946,0.728939034234414,-0.776664253463099,8.23844560880314e-13,0.141644179795459,0.278510584941709,-0.123142746351185,0.793891968094527,0.196731727717954,0.159017297976448,0.0037797449792002,0.998144679239541
"YDR159W",0.160905538451929,0.0555336075488887,0.0620968144899667,0.528298889830004,-0.177111591915309,0.0302124091237591,0.322652214848789,4.97761533014868e-05,-0.0787940856967886,0.822042938629214,0.259223044670449,0.00428735832652573,-0.0013323556883734,0.998746252817338
"YDR160W",0.178425427237427,0.024687860525655,0.203477197761948,0.0108470930842867,0.0519521441668301,0.549740277855274,0.347089482858629,2.21057598479777e-06,0.0150920126592461,0.981554826315923,0.141565295729843,0.125145766285187,-0.00204698936683822,0.998678104475738
"YDR161W",-0.629694366613715,2.11257246026178e-13,0.135980101820922,0.182608396222159,-0.414717622768045,1.2970905137665e-06,-0.0360725436984217,0.754942193890917,-0.114205819841502,0.735089834361445,-0.329182563687172,0.00101738836286362,-0.157129918167828,0.676083040958522
"YDR162C",0.157292201021807,0.219003355895909,0.0352203559575485,0.81843321614984,0.36009515722098,0.00154233945907296,-0.0994400905884425,0.457063049249565,0.0109579071887344,0.996333918045923,-0.191845049010438,0.173253282154211,-0.0571846024644472,0.998144679239541
"YDR163W",-0.31529671110049,0.105778710880528,0.303651566997511,0.136551469801917,0.197459324852263,0.305849788836493,-0.0707104286583607,0.756048423921171,0.0312559108888988,0.98491878690177,-0.481500125063854,0.0209032055162602,-0.107138129407982,0.998144679239541
"YDR164C",0.337226894134049,3.42946623719342e-10,-0.380154833841064,1.12927495124239e-12,0.0680663357167939,0.247898197307242,-0.192433246220075,0.000437536994866076,-0.106113118868301,0.571437116223939,0.163047439548954,0.00877664748431384,-0.0246741480720349,0.998144679239541
"YDR165W",-0.513259592369571,3.70949378426723e-10,0.0795797325721709,0.440944678167622,-0.487560604987588,1.49523034195951e-09,-0.0650397960223701,0.52831058309848,-0.174237464514413,0.498582852238812,-0.199936451896396,0.044742900058082,-0.0553169233018554,0.998144679239541
"YDR166C",0.0147120638312036,0.869733925304201,-0.059108689966022,0.51524049811615,-0.277737235419776,0.000127475193566161,0.152480301053595,0.0520133939276075,-0.0792120087866192,0.798293139021526,0.21323729046436,0.011945539436709,0.00164829944474326,0.998746252817338
"YDR167W",-0.274096316728185,0.0160137592210316,0.203715306797627,0.0936959100586839,-0.297981244588598,0.00568547631946186,0.192293052563207,0.0959778272905205,-0.0839190107642759,0.875693602555346,-0.0600340829038627,0.711820803365084,-0.0486118286694434,0.998144679239541
"YDR168W",0.223303103769745,0.0378154697390677,-0.697691082046764,5.16005980304183e-12,0.424732079133844,2.72402043614655e-05,-0.787484877591565,2.09394070663352e-15,0.00123201325938731,0.998849437197848,-0.200196962104712,0.109089408813981,-0.110403166559911,0.966427713683316
"YDR169C",0.39274878694893,0.00321200136953335,-0.405305943815807,0.00318641100140827,0.122130875192438,0.406561196902154,-0.0570171977327972,0.739583815581862,0.100394361333119,0.878141582293744,0.371012273089611,0.0138885226623055,0.0227235270066015,0.998144679239541
"YDR169C-A",0.146697397444658,0.635755878819454,-0.31559046190287,0.303767018610352,0.603379513583999,0.0207156370602692,-0.648997429651396,0.0125224540394387,0.100687483353237,0.963846164070177,-0.355994632786104,0.265583707722248,-0.0225876650375778,NA
"YDR170C",-0.525088758691778,4.57518054088056e-05,0.104400032770199,0.516246207995481,-1.05830812733228,1.24778893187963e-17,0.647859040767951,5.28688117139644e-07,-0.0419963286335611,0.974217324007262,0.491223040006942,0.000745875598785827,-0.0522359679908103,0.998144679239541
"YDR171W",1.69358445922103,6.80514087835293e-05,-0.796554106487204,0.0940314713906874,1.82607804129539,1.49523230500451e-05,-0.783728764401446,0.0942265775870473,0.281312211092781,0.905276337362391,0.148818629018418,0.820190736572346,0.13599328693266,0.998144679239541
"YDR172W",-0.40426944955449,2.81445402799228e-11,0.0527021174291178,0.496194038520396,-0.453896186773721,3.56421185506179e-14,0.0713070846199225,0.329772598219254,-0.040967316397019,0.905276337362391,0.00865942082221171,0.934698447679707,-0.00994554636859299,0.998144679239541
"YDR173C",0.437402156966948,0.000361699197206464,-0.130254218853525,0.360867201827077,0.758901026388406,1.91427588285736e-11,-0.581409954181141,3.36393477375965e-07,-0.131445464549389,0.803692991240042,-0.452944333970847,0.000547209204782381,-0.00178859864323102,0.998746252817338
"YDR174W",0.461972975703751,9.76450558204962e-07,-0.856632726886424,2.52811277535743e-20,0.185967571258139,0.0634455371387037,-0.705458525186853,3.79409566242719e-14,-0.0971772281203412,0.819184720259119,0.178828176325271,0.127123700219663,0.0276539746256995,0.998144679239541
"YDR175C",-0.0526668234092357,0.592763117087868,0.0445773863635503,0.680385481376644,0.0225569600453623,0.826487602589356,-0.114616954301481,0.220584657494074,0.014086575530776,0.985020295457432,-0.0611372079238219,0.606764766254837,0.0980571327412092,0.935688203967253
"YDR176W",-0.121484807987659,0.322954209500485,-0.0102256143920606,0.950120331824643,-0.0896983972101969,0.469804837936117,0.063579100772299,0.646085272666829,-0.033118626464561,0.975463288375057,-0.0649050372420235,0.689382611724458,-0.138709752406383,0.922951685463396
"YDR177W",0.0456912366436758,0.69032404565604,-0.148059094136516,0.177527718688582,0.386172031653158,4.33297203200326e-05,-0.511984488182333,5.26818043362945e-08,0.0297241739634335,0.975463288375057,-0.310756621046049,0.00445777923054888,0.0531687729997684,0.998144679239541
"YDR178W",0.379102312316207,0.00429715270667169,-0.21369010853664,0.145418351804056,0.169163295001673,0.233961340699588,-0.0636584340629025,0.705913310126932,0.26654791933133,0.522851480264999,0.476486936645864,0.00114465534380036,0.326455262172126,0.224476326426663
"YDR179C",0.0841308226172095,0.748385467830213,0.605517211437916,0.00490275037572631,-0.117448486308417,0.611410305210108,0.692503704119572,0.000330099705646401,-0.426622251085326,0.517043667318665,-0.2250429421597,0.413957555406603,-0.312029434841355,NA
