"rep1_mip_me_0"	"rep1_mip_me_15"	"rep1_mip_me_20"	"rep1_mip_sin_0"	"rep1_mip_sin_15"	"rep1_mip_sin_20"	"rep1_wt_me_0"	"rep1_wt_me_15"	"rep1_wt_me_20"	"rep1_wt_sin_0"	"rep1_wt_sin_15"	"rep1_wt_sin_20"	"rep2_mip_me_0"	"rep2_mip_me_15"	"rep2_mip_me_20"	"rep2_mip_sin_0"	"rep2_mip_sin_15"	"rep2_mip_sin_20"	"rep2_wt_me_0"	"rep2_wt_me_15"	"rep2_wt_me_20"	"rep2_wt_sin_0"	"rep2_wt_sin_15"	"rep2_wt_sin_20"	"rep3_mip_me_0"	"rep3_mip_me_15"	"rep3_mip_me_20"	"rep3_mip_sin_0"	"rep3_mip_sin_15"	"rep3_mip_sin_20"	"rep3_wt_me_0"	"rep3_wt_me_15"	"rep3_wt_me_20"	"rep3_wt_sin_0"	"rep3_wt_sin_15"	"rep3_wt_sin_20"
"YCL047C"	818.307515635368	1342.11697785196	1229.92469151338	1030.36287866744	2225.85676264828	1594.40103362112	906.282292897726	1286.33693496464	1008.11824223881	1122.14455266949	1592.33708955094	1497.09313753992	909.66619509825	1272.16786896007	1138.64207364796	1070.26780958247	1857.30617680045	1484.28084136814	784.877010092452	1267.09278152804	1201.51720201041	1114.03406191587	1936.39594094673	1549.47585392207	782.536081739512	1253.28994087003	1283.95946845122	1058.95224997052	1818.51688131195	1561.64893768703	767.187623321944	1438.21468513875	1209.36580522555	1063.34277647659	1966.58840453416	1469.61486821122
"YCL045C"	11166.9719670772	9395.94670704339	10010.9612982494	13225.2658179537	8245.04608449061	8537.05189894721	11238.4314979558	8942.29803945241	10924.2007745771	12277.5779630863	9021.8114008847	9860.04345667881	12085.0071775882	8339.69629960145	9465.5512751412	15446.6965049076	8219.01645188277	8131.61346075853	12768.2633034465	9035.2738347806	9899.6370643322	13498.3118937947	8870.9508188928	8705.13455624946	11591.0905008243	8443.89531446232	9638.4086920185	13650.3063287804	8142.53356851558	9109.64693734524	11427.2789169532	9312.96578710151	10375.1852552204	13911.7799769737	8407.42356577556	9504.75908698596
"YCL044C"	1679.48681867049	3050.49996678248	2842.88511801899	2005.33042918921	4518.58527956636	4337.40357780131	2071.90166228649	3470.98968041963	2968.60029994371	2049.79196737909	5392.22321471406	5010.422698181	1742.74909331513	3707.58249294391	3227.48971440916	2366.75861590066	4940.38767185298	4680.5569457533	1384.1670516327	3536.92696009345	2837.00529056398	1753.41060271086	5175.24536811011	4705.55665986443	1632.45056563348	3308.70366172678	2573.01885091372	1971.31495316553	5072.8665426465	4540.77740713243	1789.77144195825	3289.96186137042	2958.27163374281	2076.31086929565	5448.93562342939	5442.16199119825
"YCL043C"	24298.4647471803	60670.2941758746	56812.0485808797	39335.4853885197	72621.3250542205	70349.9827455547	34997.7726559657	68865.1328166354	53745.4090530989	47863.393502007	75818.128830255	80209.3594167205	28706.2170830127	57963.4951447411	57488.3836612402	49322.6567628564	71567.9584838128	67884.8346150441	25896.293177806	61019.4721176587	62204.4979587515	42611.542959581	85701.7382540731	77125.4903544227	26147.522941681	61065.3944713391	53060.4756957456	44266.7511707368	74191.516895083	75670.072834301	26225.3105004502	63138.5971342404	55448.6407095146	46389.59841435	85221.9694496121	83034.8971529033
"YCL042W"	166.167713080582	1437.978271977	867.566579047682	284.90137875943	2425.14739031472	1844.77820993943	530.571361599713	919.402015698734	616.331909136784	387.99499144701	1985.40025432074	1691.49457448976	127.599173432997	1259.89861057094	1030.44640868041	275.877120865996	2356.71053482249	1797.12274786341	180.943077903613	1467.63792959782	952.308412740434	332.139652011786	2567.63943795479	2491.29218797789	112.66652938457	1191.32329772328	1199.34273008612	309.950114989111	2611.78908874919	2060.68718207548	165.944598322149	1212.93464617317	800.839082950607	382.36130154145	2831.98231375689	2220.74730836537
"YCL040W"	9899.68134320847	92634.421035818	61535.575013423	16155.8569626275	162628.672296385	147904.412511332	28173.5829513641	64864.4715759787	44270.3809168709	27606.1912405939	146672.488127669	119981.633422614	6361.65693427662	96265.2768515228	75190.3820756717	15103.7684795879	153404.828553621	136422.393002867	10340.9961275471	105683.398642395	78650.1600481743	20921.9031161898	191623.243927512	171861.298688179	6015.68962700453	90072.5376248848	65921.7444519216	16022.2065769426	181443.080323712	166438.111751488	8216.21684897452	100520.506815946	63232.8538823069	27690.4320457627	201821.814999617	170894.803002967
"YCL039W"	1973.89822931804	3498.17407456868	2776.07882877812	2203.51011186086	3549.33233904212	3926.60151178119	2263.42560061946	2757.17221207142	2395.41195655612	2173.72249434245	3542.65430729428	3355.41645456272	2114.61619166852	3511.26639379925	3303.86839619212	2413.0036728461	3022.64186735928	3276.99002575141	1844.7199372778	3312.89417486379	2931.7974221907	2152.3098024993	3076.277498005	3269.03830905616	1970.75938890466	2909.94385178483	2703.384212989	2353.97017951171	3283.82128849406	3745.4404692333	2108.82252045639	3065.46149761751	2688.2527761953	2552.80328842124	3312.27687914997	3447.41031007361
"YCL038C"	1404.64504202492	2952.46894242267	2591.75192381499	1653.04562832068	2220.08466873077	3406.8618776475	1433.77350752006	2244.91526111593	2379.01455757321	1868.40233745617	2599.79012859228	3147.58901188875	1550.12823893914	2437.4904854559	2255.93610238828	1988.0700886048	2258.55335843814	2881.4223051289	1444.8128549324	2698.18977782172	2584.44614366182	1792.63494118502	2421.57188649275	3261.68527148606	1423.52430192003	2458.44295177823	2284.28068389091	1819.143595046	2672.62518073719	3561.59950049757	1318.42076446342	2266.07161010619	2226.5097905651	1932.16351823867	2655.5373901465	3330.03832521004
"YCL037C"	271.24699584525	233.135153299098	442.022530203585	303.235709887744	30.093628035004	96.9455708688938	359.532631154487	496.850161989233	464.555801108057	237.961999794581	100.793142013858	229.650318884798	387.52669801413	276.741914324519	370.780755644518	279.977953585729	70.1729097116283	146.943149590173	319.544957676554	304.213718465997	344.604374327661	276.823738215804	94.4438754603648	110.543485825856	284.259885132603	280.075429439863	352.575702623968	240.048883985682	150.214190417991	161.921735049337	250.731235900686	246.611951394972	329.435075573104	205.830567664987	98.6041892773095	162.879305012018
"YCL036W"	1803.86879065473	1353.13043498305	2492.0800217247	805.67419180274	170.63470405203	384.173593271089	1013.53774281028	2067.02746199362	2845.07075113765	697.316783294383	320.30467893919	974.682944905363	1702.99192632005	1449.66449822747	2302.2883581824	842.692309608539	289.854455817728	559.433877998053	1284.27427417353	1629.05126631894	2118.43623280842	657.216569045446	335.315378905627	548.162291842073	1523.84919981308	1686.20005155925	1927.26442874575	859.619015426435	448.407886001793	542.348919343697	1433.10941615462	1278.27866412511	2007.87234437142	581.510712237658	319.914777617892	586.525731538134
"YCL035C"	2194.08119737589	9590.62854002332	8900.36652934752	2577.81374028314	12908.1540344772	13410.2525720767	1901.17690290545	7944.09175493058	7332.85182113457	2301.40387061127	9845.8877918053	10357.9589724153	1708.44614046617	9992.78272091339	9916.6099056249	1680.36960796992	9468.94536290518	11573.059936036	2148.28063242304	9302.12325188886	10440.3341754454	2761.30180388949	10309.9253346924	11733.457440761	1920.97369904394	9421.23572272462	8750.30270882676	1990.74378282754	11244.6111021514	10461.5173109606	2131.19142909994	9727.44328471193	8560.64885859398	2609.317917185	11733.6812668214	10780.6590905899
"YCL034W"	3581.11806811671	3555.99922308312	3437.25023787349	3493.95848682937	5671.0954988487	4997.26950982962	3569.56314972833	3319.68466043005	2703.97282118239	3725.70899311262	4291.7835373944	3747.3268467273	3264.14381718363	3856.19140942523	3304.6965418397	3270.77211008682	4427.2254425485	4165.32684397035	3253.65601746297	3803.9212667417	3319.48685455399	3460.54910561894	5079.54868727583	4592.49528324027	3337.29561163217	3409.25781138358	2981.50137735813	3417.72149082544	4730.9488202407	4323.90169938644	3676.28538840632	3608.92433404652	3122.17330825266	4162.05444137425	4819.69097986292	4222.43834264418
"YCL033C"	631.468029774642	1353.79355572556	1479.8954269873	833.780905468566	1303.17546951943	1441.70669399217	682.665783300788	1198.29799003443	1217.82294769846	832.992487752061	1268.93237140906	1425.42537549123	563.397772438494	1425.70230866517	1401.38844591436	822.451194378799	1085.7566316433	1325.51378591455	681.698076335925	1395.26448690084	1472.79826917526	840.61070091396	1258.52539153406	1506.68711499657	580.384020862576	1209.04250901231	1271.49816390712	809.984007514552	1429.39978731339	1408.69582759547	645.210911017588	1274.05135617209	1406.89785585507	949.59618424232	1351.19938603852	1377.68912955856
"YCL032W"	1300.32403502287	1283.19635526565	1300.75325103712	1268.26192969894	1407.14525635818	1395.76933187611	1153.5540583289	1268.24121494318	1207.92135519806	1174.51591899602	1277.53552034197	1251.2726896882	1150.1767380324	1466.16687307549	1566.22293134126	877.028035259525	1390.78018407281	1395.81808728858	1125.56882559811	1283.32647792368	1439.68150293413	1133.00208417083	1355.20828775921	1249.37272735058	1287.2697912103	1391.64832200543	1336.4973893037	959.839005592025	1411.59696116545	1307.95923185742	1239.58045203554	1498.29930165796	1431.92070767691	954.030289895931	1281.49729021962	1300.33518405723
"YCL031C"	3916.3518598446	3530.71509613485	3950.24029845529	3048.80580803426	2233.36883209623	2557.10901049691	3264.71341375209	3903.33835249098	4141.56779447783	2755.26241539079	3025.26669893616	2964.28441821672	3540.39759436698	3676.25834088426	3897.53403399741	2652.58634747047	3219.28235537257	3237.83297441246	3347.4830209145	3439.93514053067	3615.24497934007	2923.07912872077	2584.97525984935	2810.9317790261	3732.71959895218	3839.7334734259	3892.69807722125	2923.86284471312	3000.83926662793	2800.11133062382	3500.16230110638	3521.75198471046	3621.41981139176	2500.71445134529	2861.8835188501	2832.00395176638
"YCL030C"	16065.336134958	5463.73413226815	6251.48765180341	16747.2744337371	5698.88415928226	6273.96157061409	14599.6987885387	5041.23405780797	5909.04513494542	17590.7533634206	4724.21600681562	6107.29875193014	13559.2996461623	5766.90727920644	5846.94234258725	19857.85901455	5234.5630065342	6171.96005781211	13246.7805873229	5207.65038456669	5640.39071011877	19064.6032855178	5283.55314046048	6308.68910322552	14277.8221241849	5000.34550673771	5074.99210344791	20602.7946051804	5338.15755268036	5912.54830459957	13834.7606465874	5238.85228321487	5139.04724592651	23877.8158268632	5359.99363202847	6457.74156813845
"YCL029C"	1478.18869817518	1157.76844178935	1240.73851850124	1368.34478390604	1242.9399907696	1136.45699885496	1306.49130450056	1264.06259951004	1282.09622485298	1104.58068337405	1132.251228501	1214.26254920276	1491.834716593	1235.16971281731	1336.97055456791	1271.9738028505	1236.442581545	1099.24473598794	1305.63265100559	1205.9255833039	1211.09754112454	1154.28816950107	1199.00708713812	1174.09927405223	1490.12280382129	1207.57438992148	1181.42278845716	1163.33675044275	1292.35288530051	1185.36470120535	1571.30805529509	1231.39371138391	1238.20791531231	1170.83804123466	1068.58698351991	1162.11484029356
"YCL028W"	5098.73504310843	4806.85278222122	5210.98418476552	5947.16314733462	5079.95115576694	5196.75958286204	5261.7442624212	4717.6804543829	5493.18328963608	5550.76609164448	5292.50758945587	5691.98569070009	5095.74296147186	4806.8405203252	5534.95942960702	6098.7708062467	4973.08396038831	4886.24747111195	5308.12734243331	5050.52308294157	5048.0093328787	5919.86392846153	5135.08710785463	5531.25306552618	4933.10024002246	4662.48420643533	4876.50428781093	5448.94770483939	5406.10760476675	5638.58665728331	5270.53389411634	5165.69186731911	5110.98132892706	6154.69889593587	5044.15610799374	5680.80662451406
"YCL027W"	769.217929086788	611.979487017682	596.639946386396	706.10505621906	441.520250468811	412.541834282316	783.687317528679	787.238676949255	703.212367258593	891.928797068553	498.200405202339	495.939297428353	989.739674410626	776.835478236496	591.632735865732	871.163586852332	413.187171531178	390.627972798529	856.596303556821	734.89918345859	641.06381380597	759.524958950277	431.882138714256	408.093904077151	925.282118145527	678.166739722895	561.837069222718	864.652988992167	495.589332035966	366.583319536176	965.713765879427	628.772982573686	701.205461723441	875.339424905043	408.279122472704	410.03463510467
"YCL026C-B"	138.749238994774	757.777338425682	567.698384436539	237.566810283946	1123.14623694106	931.438251535819	238.372099674691	916.259780054783	578.711127953244	256.143430105096	1161.79587005974	958.852153345185	156.559966597384	967.61121221179	699.829380332186	222.438362155756	1137.01835091797	996.381444752621	139.492250051456	961.779029859338	682.765846220128	211.968159881864	1109.04376703326	932.144335020706	139.81239378608	975.290716425654	625.807219832256	237.01090397672	1122.66898459356	812.751822737626	143.437666496443	994.072804925054	729.316859310944	276.326986439101	1152.71995758616	876.827869370283
"YCL026C-A"	65.0579270789142	44.3579674658882	36.2745019138576	39.3694954399772	44.1875013432536	43.848135969363	66.4337617553404	53.4646306476125	51.1135598442342	48.1079009668843	23.7598746184054	40.0574395188919	42.9423512470245	62.4003593165766	58.7193310890975	40.3048881361139	26.7786689287457	45.5924427750669	52.0970273177932	72.6122537837826	55.1812990552237	26.5945169982783	50.289580591296	30.8347355201483	40.9867629581823	49.503621351893	38.7825653768847	38.6775164275609	51.1801251678447	48.2270802222369	48.0934975276942	51.7991387377491	64.5617417674072	44.2987743943245	26.7367819680722	46.2001675129366
"YCL025C"	5180.22686656788	3690.82199768786	3212.42679952858	7817.35468580065	4004.52314622705	3942.87573057196	4454.10687801642	2887.66757046121	2823.93185471203	6905.56592679535	3794.70474006867	3842.22279451681	4331.09708664059	3680.67271088523	3160.79765559975	7326.29458560138	3790.68739696921	3518.56458814354	4786.85155820414	3374.2833527905	3177.30620979696	6388.62709235582	4264.23260016929	4027.22412007862	4514.571028088	2808.67622828681	2964.29599053749	5637.52082403825	3594.29762019224	3643.62777164578	5577.72254694519	3584.59287107589	3229.75508249634	9072.59883412975	4063.13586688521	4196.80285695623
"YCL024W"	1359.67074933698	791.036347871148	772.954250474471	1647.67863135172	741.029794370706	873.110697538209	1481.62260464762	735.117826556261	635.842295667011	1618.80858250383	683.024133546165	716.676744918796	1763.649951829	664.076973176861	781.666951925491	1821.2165237626	633.7655892682	827.238016214048	1562.81293989933	669.353343549874	674.420581698625	1684.29910273551	631.338945673309	741.932180594566	1697.05994159372	592.047089435315	714.815652388017	1965.46374372201	560.235557425688	760.243605597215	1966.37436872647	715.524376429355	571.48908906518	1960.41330003074	672.059403406594	764.196428235939
