Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR9929263_1	(0.0, 0.001358674115220094)	(1.0, 0.0008457971313290652)	(2.0, 0.00039440539989280877)	(3.0, 0.000653843172445873)	(4.0, 0.001010757564744308)	(5.0, 0.00121170936545015)	(6.0, 0.0011562226742104773)	(7.0, 0.0010827402993255054)	(8.0, 0.0011202313069198788)	(9.0, 0.0010842399396292803)	(10.0, 0.0011262298681349785)	(11.0, 0.0013256820285370452)	(12.0, 0.0015341320307617615)	(13.0, 0.0022419622541435323)	(14.0, 0.003732604716095821)	(15.0, 0.006168020569426319)	(16.0, 0.008128050446460163)	(17.0, 0.010178058741720505)	(18.0, 0.01784721925522554)	(19.0, 0.03437175576252158)	(20.0, 0.056399972184671646)	(21.0, 0.07188525796145165)	(22.0, 0.08701662862654078)	(23.0, 0.1048698464429814)	(24.0, 0.1252214650055111)	(25.0, 0.15873092759336208)	(26.0, 0.2033347291485401)	(27.0, 0.2720692428317606)	(28.0, 0.36902548739172164)	(29.0, 0.4831256199044378)	(30.0, 0.6592568739425005)	(31.0, 0.9097552906447623)	(32.0, 1.3872992493385499)	(33.0, 1.7966110738508814)	(34.0, 2.049264473669668)	(35.0, 2.4394423875461353)	(36.0, 2.9776033069588093)	(37.0, 3.5505843745848336)	(38.0, 3.997234243380554)	(39.0, 4.413163980553445)	(40.0, 4.843757200616646)	(41.0, 5.285503245619022)	(42.0, 5.734071154363271)	(43.0, 6.050288308097861)	(44.0, 6.151310077521356)	(45.0, 6.177969183201563)	(46.0, 5.846134775343461)	(47.0, 5.347114467859312)	(48.0, 4.902153194045642)	(49.0, 5.291864719787635)	(50.0, 4.901232414899124)	(51.0, 2.9169683505562776)	(52.0, 1.8792232589052356)	(53.0, 1.5156834557447223)	(54.0, 1.193338771728907)	(55.0, 0.9327312797388982)	(56.0, 0.728571748423282)	(57.0, 1.0053438632476808)	(58.0, 0.9099847356112399)	(59.0, 0.4434541353083756)	(60.0, 0.24853238826401292)	(61.0, 0.22190627467048893)	(62.0, 0.23906665866658552)	(63.0, 0.12223568116069519)	(64.0, 0.05013447499549995)	(65.0, 0.01111833321218739)	(66.0, 0.015860195852723746)	(67.0, 0.019762259923146133)	(68.0, 0.015171860953291049)	(69.0, 0.010438996154577345)	(70.0, 0.008796890021943787)	(71.0, 0.007186276335689502)	(72.0, 0.006235504383096193)	(73.0, 0.006302988196766064)	(74.0, 0.009804648306080545)	(75.0, 0.020335122519188162)	(76.0, 0.021212412096896498)	(77.0, 0.02399124557979146)	(78.0, 0.043323108735754186)	(79.0, 0.046077947973788745)	(80.0, 0.03887517559475772)	(81.0, 0.05344568078623502)	(82.0, 0.1069348511412795)	(83.0, 0.1053797241462649)	(84.0, 0.062124099224180586)	(85.0, 0.05909482581055521)	(86.0, 0.0668329697780339)	(87.0, 0.05038191564562282)	(88.0, 0.016701494063141486)	(89.0, 0.010316025649667798)	(90.0, 0.009944114854331615)	(91.0, 0.004082020906875382)	(92.0, 0.0010242543274782828)	(93.0, 0.0006268496469779241)	(94.0, 0.0004258978462720824)	(95.0, 0.00031342482348896205)	(96.0, 0.0002699352546794889)	(97.0, 0.00020845000222471637)	(98.0, 0.00018445575736431737)	(99.0, 0.00012147086460577)	(100.0, 5.398705093589777e-05)
SRR9929263_2	(0.0, 0.009236418890705492)	(1.0, 0.011115800649402144)	(2.0, 0.015135547747013499)	(3.0, 0.019476274650180384)	(4.0, 0.02374500608294229)	(5.0, 0.028349716377594102)	(6.0, 0.032628947149790075)	(7.0, 0.03518028663226653)	(8.0, 0.03715866216277003)	(9.0, 0.038849055811653606)	(10.0, 0.040158473429644174)	(11.0, 0.04084543020975835)	(12.0, 0.040533449838003444)	(13.0, 0.04041945700986223)	(14.0, 0.041121412846310774)	(15.0, 0.04084393030412492)	(16.0, 0.03934102485942097)	(17.0, 0.038676566663808344)	(18.0, 0.03854607487369932)	(19.0, 0.04173937396728685)	(20.0, 0.04653007256048486)	(21.0, 0.04921790345560409)	(22.0, 0.05558350296391103)	(23.0, 0.06889816527193192)	(24.0, 0.09199821193249626)	(25.0, 0.11962647370040713)	(26.0, 0.16730847378737165)	(27.0, 0.25074672426984257)	(28.0, 0.3647980487307641)	(29.0, 0.5247674842537282)	(30.0, 0.7333953584310243)	(31.0, 1.0174069898392342)	(32.0, 1.3760644249067069)	(33.0, 1.7331394595309035)	(34.0, 2.1737907359558473)	(35.0, 2.671859899934396)	(36.0, 3.2832934315937514)	(37.0, 3.8760051411365453)	(38.0, 4.3198032195804394)	(39.0, 4.802570346286664)	(40.0, 5.229489986637491)	(41.0, 5.563700459785573)	(42.0, 5.90411454263355)	(43.0, 6.1002617020350165)	(44.0, 6.119946463568245)	(45.0, 5.911903552587989)	(46.0, 5.336145276419934)	(47.0, 4.9102920689744805)	(48.0, 4.383832691166235)	(49.0, 3.8038941779977917)	(50.0, 3.3760055986077635)	(51.0, 2.620086157279415)	(52.0, 1.9358742044744255)	(53.0, 1.787776522040116)	(54.0, 1.6346631551675928)	(55.0, 1.4331553330322222)	(56.0, 1.5182269807495061)	(57.0, 1.282083337726807)	(58.0, 0.7437867046594764)	(59.0, 0.39364873358992625)	(60.0, 0.2542955009985547)	(61.0, 0.16425016620079347)	(62.0, 0.10114763629646241)	(63.0, 0.06376698809994369)	(64.0, 0.028876183254930517)	(65.0, 0.013691138622013595)	(66.0, 0.012585708170170472)	(67.0, 0.012393720249090526)	(68.0, 0.011664766111240111)	(69.0, 0.011325787438083332)	(70.0, 0.011670765733773859)	(71.0, 0.010956810652257813)	(72.0, 0.010367347738317044)	(73.0, 0.011870253183020991)	(74.0, 0.013734635885383272)	(75.0, 0.015372532837096555)	(76.0, 0.016320473197428784)	(77.0, 0.021288160655372368)	(78.0, 0.031777000749997814)	(79.0, 0.037934113375257)	(80.0, 0.04613559737889091)	(81.0, 0.06484242043911807)	(82.0, 0.10546586461512775)	(83.0, 0.10282903051154536)	(84.0, 0.062204086429902265)	(85.0, 0.07190997578387356)	(86.0, 0.07828907444288143)	(87.0, 0.05299916555749895)	(88.0, 0.0312100364205586)	(89.0, 0.029378651642131937)	(90.0, 0.033474893927048575)	(91.0, 0.02075419424986877)	(92.0, 0.008520963903556007)	(93.0, 0.006157112625259182)	(94.0, 0.005615646691588399)	(95.0, 0.0054671560338781285)	(96.0, 0.005443157543743135)	(97.0, 0.005512153202881241)	(98.0, 0.006059618759085773)	(99.0, 0.007627020146027512)	(100.0, 0.026021862834499768)
SRR9929264_1	(0.0, 0.008076542265296834)	(1.0, 0.004330213359901233)	(2.0, 0.0006643658252618145)	(3.0, 0.0009294809289292371)	(4.0, 0.0013744955672281248)	(5.0, 0.001679062323227009)	(6.0, 0.0015970028863775687)	(7.0, 0.0015117873173416114)	(8.0, 0.0014975847225022852)	(9.0, 0.0013334658488034046)	(10.0, 0.0012308915527416042)	(11.0, 0.00131768518787082)	(12.0, 0.0015670196306056575)	(13.0, 0.0022424319185202816)	(14.0, 0.003530133850619191)	(15.0, 0.006312264373033868)	(16.0, 0.008856106915366518)	(17.0, 0.011084336239047471)	(18.0, 0.019209798553235315)	(19.0, 0.03703089894440318)	(20.0, 0.060809198837621765)	(21.0, 0.07616535999111991)	(22.0, 0.09032850317811465)	(23.0, 0.10947675715371288)	(24.0, 0.12903846444574485)	(25.0, 0.16045144809814788)	(26.0, 0.20489610154867935)	(27.0, 0.26810238278196075)	(28.0, 0.361298232051526)	(29.0, 0.4706661026448041)	(30.0, 0.6249378439217518)	(31.0, 0.8588388002645218)	(32.0, 1.2797121834687415)	(33.0, 1.6801354081704245)	(34.0, 2.0101768851127804)	(35.0, 2.4485273502998375)	(36.0, 2.9318306062194552)	(37.0, 3.417494649014588)	(38.0, 3.9049545310238485)	(39.0, 4.440529648216559)	(40.0, 5.03225866927178)	(41.0, 5.590068737718503)	(42.0, 6.155844883803995)	(43.0, 6.596180556136372)	(44.0, 6.605450116368172)	(45.0, 6.5283536973820295)	(46.0, 6.266591984162781)	(47.0, 5.572889910227292)	(48.0, 4.754168706185586)	(49.0, 4.322381417880392)	(50.0, 3.499025433722786)	(51.0, 2.1521933651094827)	(52.0, 1.483754551260968)	(53.0, 1.1446344600840965)	(54.0, 0.9582916815938569)	(55.0, 0.866497155015105)	(56.0, 0.6813000525085712)	(57.0, 0.750364115080028)	(58.0, 0.7178606877571834)	(59.0, 0.47758592246374243)	(60.0, 0.29196589824421526)	(61.0, 0.32266401795637223)	(62.0, 0.3516972779401415)	(63.0, 0.18442069398865074)	(64.0, 0.07957082662037167)	(65.0, 0.03587102036585821)	(66.0, 0.07176728978920856)	(67.0, 0.09922721787799915)	(68.0, 0.08102580355835598)	(69.0, 0.05475731536997555)	(70.0, 0.04433892302228314)	(71.0, 0.03751852136722005)	(72.0, 0.029983255771910872)	(73.0, 0.026101213182495045)	(74.0, 0.03479793542244245)	(75.0, 0.05838686738447002)	(76.0, 0.0685212078353759)	(77.0, 0.09013755718083037)	(78.0, 0.15113612394964315)	(79.0, 0.15441850142362076)	(80.0, 0.11633976659329395)	(81.0, 0.15081577653271167)	(82.0, 0.3206693424144935)	(83.0, 0.32158304268249016)	(84.0, 0.18538489237163167)	(85.0, 0.19655128804752856)	(86.0, 0.26911234508164616)	(87.0, 0.21175911098826042)	(88.0, 0.06388642771947578)	(89.0, 0.034993615618006506)	(90.0, 0.03505516019564359)	(91.0, 0.015035813736566673)	(92.0, 0.0033833737039461534)	(93.0, 0.002131967291992189)	(94.0, 0.0015828002915382424)	(95.0, 0.0012482502797674473)	(96.0, 0.001024164894524745)	(97.0, 0.0006548974287022638)	(98.0, 0.0005254960090550695)	(99.0, 0.0003692674658224813)	(100.0, 0.0001436040144865205)
SRR9929264_2	(0.0, 0.013578423509356027)	(1.0, 0.014928057559634961)	(2.0, 0.019472614788585904)	(3.0, 0.025942965633139536)	(4.0, 0.032133918551495076)	(5.0, 0.03750561992354094)	(6.0, 0.041155156677043746)	(7.0, 0.0442900961201478)	(8.0, 0.04664998255893962)	(9.0, 0.047822822441228804)	(10.0, 0.04890884375888016)	(11.0, 0.04951973075005905)	(12.0, 0.049178770568935944)	(13.0, 0.04866575177789424)	(14.0, 0.048425816835622436)	(15.0, 0.04780703724765829)	(16.0, 0.04669102406222296)	(17.0, 0.045595531628429296)	(18.0, 0.044687882998124755)	(19.0, 0.04743608519875121)	(20.0, 0.052335809283038714)	(21.0, 0.05469885276054464)	(22.0, 0.06011790971330205)	(23.0, 0.0725913696727221)	(24.0, 0.0954641151563967)	(25.0, 0.12149705639288816)	(26.0, 0.16310524812540567)	(27.0, 0.23613228914067397)	(28.0, 0.3440982776049176)	(29.0, 0.495950261233904)	(30.0, 0.6904538378904188)	(31.0, 0.9630578167757651)	(32.0, 1.3072713262937474)	(33.0, 1.6807789980398895)	(34.0, 2.1519496624068006)	(35.0, 2.7099199491792536)	(36.0, 3.3013374826082686)	(37.0, 3.826043630969577)	(38.0, 4.34795895710762)	(39.0, 4.947062301286118)	(40.0, 5.453849097906179)	(41.0, 5.87264764704484)	(42.0, 6.340310841400383)	(43.0, 6.591560610423539)	(44.0, 6.455981582846395)	(45.0, 6.1709641277371965)	(46.0, 5.599462773036098)	(47.0, 4.924475267806069)	(48.0, 4.2120310767525675)	(49.0, 3.378708608894142)	(50.0, 2.622760424360304)	(51.0, 1.9295094501691905)	(52.0, 1.380991337306761)	(53.0, 1.1726930799889743)	(54.0, 1.150963182519805)	(55.0, 1.1365370941157125)	(56.0, 1.145743019006036)	(57.0, 0.9613530158701495)	(58.0, 0.6782297839894128)	(59.0, 0.46499076108405507)	(60.0, 0.3092698265109359)	(61.0, 0.2129233190339474)	(62.0, 0.13783315321901296)	(63.0, 0.08795509857490325)	(64.0, 0.052828307322438754)	(65.0, 0.03497998895225873)	(66.0, 0.04147559610652518)	(67.0, 0.04972335974711867)	(68.0, 0.05047947051914629)	(69.0, 0.04972335974711867)	(70.0, 0.048878851891096184)	(71.0, 0.03971712554276994)	(72.0, 0.03413390257687918)	(73.0, 0.037185180494059514)	(74.0, 0.04025382212416741)	(75.0, 0.04484889197254399)	(76.0, 0.04783545059608522)	(77.0, 0.06212262929675732)	(78.0, 0.09315789837574462)	(79.0, 0.11022484966418421)	(80.0, 0.1240021666125287)	(81.0, 0.17694254880931812)	(82.0, 0.3064253346295292)	(83.0, 0.3026952933888168)	(84.0, 0.18903716412304583)	(85.0, 0.23095316713018835)	(86.0, 0.2623009830418718)	(87.0, 0.18777592715676178)	(88.0, 0.11097464635878362)	(89.0, 0.1093487714210207)	(90.0, 0.13067456793478494)	(91.0, 0.07518803401507164)	(92.0, 0.022890109196602153)	(93.0, 0.014197203097320171)	(94.0, 0.01180732479074437)	(95.0, 0.010823907231301357)	(96.0, 0.010410335159753894)	(97.0, 0.010367715137113506)	(98.0, 0.01079233684416033)	(99.0, 0.012460831804563643)	(100.0, 0.03839748336027497)
SRR9929265_1	(0.0, 0.01668096533593117)	(1.0, 0.008873544268641415)	(2.0, 0.0011032057474856295)	(3.0, 0.0014214976018022119)	(4.0, 0.002016363446034659)	(5.0, 0.002271305950705708)	(6.0, 0.0020519008860797145)	(7.0, 0.00196846515727828)	(8.0, 0.0018788490041211844)	(9.0, 0.0015852788472272492)	(10.0, 0.0014755763149142524)	(11.0, 0.0015914592715829108)	(12.0, 0.0017336090317631322)	(13.0, 0.0023408357247069033)	(14.0, 0.003661901430729611)	(15.0, 0.005407871311204067)	(16.0, 0.006492535785622711)	(17.0, 0.00863405282485952)	(18.0, 0.01508950606434826)	(19.0, 0.02760332027847447)	(20.0, 0.043344861112345055)	(21.0, 0.052827177180019155)	(22.0, 0.0635038602544249)	(23.0, 0.08342645816490067)	(24.0, 0.11167254257636397)	(25.0, 0.15398990813958024)	(26.0, 0.196005978015458)	(27.0, 0.2502994608738579)	(28.0, 0.3324882890615373)	(29.0, 0.4509793848082852)	(30.0, 0.6475647776070865)	(31.0, 0.920456779713066)	(32.0, 1.400898247424791)	(33.0, 1.807455832176757)	(34.0, 2.1086217306038004)	(35.0, 2.5883478141963576)	(36.0, 3.116271937126543)	(37.0, 3.6609017470900826)	(38.0, 4.131910342128978)	(39.0, 4.5495231609471345)	(40.0, 5.033728507091458)	(41.0, 5.498623117336515)	(42.0, 5.899120796007755)	(43.0, 6.199775264319367)	(44.0, 6.147402348329489)	(45.0, 5.939786443161921)	(46.0, 5.664198230930784)	(47.0, 5.149807692233408)	(48.0, 4.501865908740626)	(49.0, 4.294257729103503)	(50.0, 3.6510007072723125)	(51.0, 2.309003449063067)	(52.0, 1.6279284105995822)	(53.0, 1.2897896685708812)	(54.0, 1.085671883588617)	(55.0, 0.95455727109543)	(56.0, 0.7464345711306971)	(57.0, 0.8476884633495042)	(58.0, 0.8223641745521799)	(59.0, 0.5302680488670702)	(60.0, 0.3118348559710045)	(61.0, 0.3541012330332866)	(62.0, 0.3941611986005974)	(63.0, 0.2114384976315455)	(64.0, 0.09251168196772351)	(65.0, 0.03433380240179016)	(66.0, 0.04205624263418957)	(67.0, 0.052661850828505205)	(68.0, 0.05170388505337761)	(69.0, 0.04365388233012814)	(70.0, 0.04183220225129683)	(71.0, 0.03806059828825422)	(72.0, 0.032159838134686126)	(73.0, 0.030610096727503932)	(74.0, 0.04236371874588374)	(75.0, 0.07853928760566112)	(76.0, 0.09092794822658518)	(77.0, 0.11636193955622234)	(78.0, 0.19865892517012584)	(79.0, 0.20175995309057912)	(80.0, 0.15493551306599648)	(81.0, 0.20754174007530077)	(82.0, 0.43559785369313186)	(83.0, 0.4373422784675174)	(84.0, 0.26040290958927603)	(85.0, 0.26737906358072927)	(86.0, 0.33329637954604013)	(87.0, 0.25572896367030684)	(88.0, 0.0817979163471838)	(89.0, 0.04734514077654715)	(90.0, 0.04735286630699172)	(91.0, 0.01993341365309819)	(92.0, 0.004278398760206874)	(93.0, 0.0025154327127543483)	(94.0, 0.001926747292877563)	(95.0, 0.0016316320298947126)	(96.0, 0.0013087048573113842)	(97.0, 0.0009301538655270995)	(98.0, 0.0007014781643676132)	(99.0, 0.0004527160840522261)	(100.0, 0.00022404038289273992)
SRR9929265_2	(0.0, 0.00860642542924199)	(1.0, 0.009543116127898715)	(2.0, 0.013595926378522367)	(3.0, 0.01981425423445637)	(4.0, 0.02530610580595364)	(5.0, 0.030321883557011518)	(6.0, 0.033629669192531964)	(7.0, 0.03586628873206379)	(8.0, 0.037428985590713865)	(9.0, 0.03862226153025675)	(10.0, 0.04035807614179389)	(11.0, 0.04112319478178577)	(12.0, 0.041331863501783556)	(13.0, 0.04175229233022354)	(14.0, 0.04235202168843939)	(15.0, 0.041962506744443524)	(16.0, 0.041316406559561494)	(17.0, 0.04132877211333914)	(18.0, 0.04131331517111708)	(19.0, 0.04347264999953861)	(20.0, 0.047244143901720805)	(21.0, 0.049553411069696296)	(22.0, 0.05454136632475447)	(23.0, 0.06607224522240987)	(24.0, 0.08697930527196575)	(25.0, 0.11452203061745121)	(26.0, 0.16290380546671548)	(27.0, 0.24710086113871077)	(28.0, 0.36674377671432984)	(29.0, 0.5335025435712267)	(30.0, 0.7468114376240739)	(31.0, 1.0492837028848636)	(32.0, 1.4228300798711213)	(33.0, 1.8148521398954052)	(34.0, 2.3172692269638504)	(35.0, 2.912548531513977)	(36.0, 3.5606148394466546)	(37.0, 4.10534221445954)	(38.0, 4.529394150156373)	(39.0, 4.9769390923365115)	(40.0, 5.33470547700827)	(41.0, 5.59805622150503)	(42.0, 5.915702566945215)	(43.0, 6.077997368888381)	(44.0, 5.901491454266254)	(45.0, 5.581194243234988)	(46.0, 5.098147796159225)	(47.0, 4.575573310738994)	(48.0, 3.992053647831409)	(49.0, 3.306218301579132)	(50.0, 2.7014221577028845)	(51.0, 2.0742489985717634)	(52.0, 1.4994485967716413)	(53.0, 1.3178434369104577)	(54.0, 1.3244590081814986)	(55.0, 1.312130551065185)	(56.0, 1.3460616306310471)	(57.0, 1.1361362612306085)	(58.0, 0.7786156419401807)	(59.0, 0.5122167884372303)	(60.0, 0.3412382763537117)	(61.0, 0.24310678726853094)	(62.0, 0.1565819160978937)	(63.0, 0.09975446801849681)	(64.0, 0.06197924692200887)	(65.0, 0.038248203528482946)	(66.0, 0.04048636876223698)	(67.0, 0.046817532296391996)	(68.0, 0.04691027394972435)	(69.0, 0.04624098835150923)	(70.0, 0.04670469661817098)	(71.0, 0.03927918157469423)	(72.0, 0.0350470707942947)	(73.0, 0.041257670179117675)	(74.0, 0.04656867552661686)	(75.0, 0.052103806536335895)	(76.0, 0.056410110639401295)	(77.0, 0.07559526732541991)	(78.0, 0.11360388824946095)	(79.0, 0.13382620575857965)	(80.0, 0.15664065247833753)	(81.0, 0.22786005946069274)	(82.0, 0.3925846927211667)	(83.0, 0.392294102207392)	(84.0, 0.24941476538935287)	(85.0, 0.32135755726770043)	(86.0, 0.3712788435622817)	(87.0, 0.2531136116630914)	(88.0, 0.14081274364294993)	(89.0, 0.13008098865817497)	(90.0, 0.15209940285349682)	(91.0, 0.08827305133595201)	(92.0, 0.02519945290462144)	(93.0, 0.013169314773193563)	(94.0, 0.010699295406108667)	(95.0, 0.009999095923449433)	(96.0, 0.009686865690563855)	(97.0, 0.01006246938655987)	(98.0, 0.011158366590103795)	(99.0, 0.01321104851719312)	(100.0, 0.0414246051551159)
SRR9929266_1	(0.0, 0.002581392492123786)	(1.0, 0.0015429012596601937)	(2.0, 0.0006313367333865964)	(3.0, 0.0008604641640412618)	(4.0, 0.001223111896012675)	(5.0, 0.0014802621059560406)	(6.0, 0.0014390521364138346)	(7.0, 0.001429161743723705)	(8.0, 0.0013961937680899404)	(9.0, 0.0012791574545900752)	(10.0, 0.0013088286326604635)	(11.0, 0.0013698193875829286)	(12.0, 0.0015016912901179877)	(13.0, 0.0022978679016734086)	(14.0, 0.003834175566206849)	(15.0, 0.005668843410225862)	(16.0, 0.006924923281872301)	(17.0, 0.008601344842849242)	(18.0, 0.01421908789084277)	(19.0, 0.02724473506374325)	(20.0, 0.04416225176020967)	(21.0, 0.054815853086260774)	(22.0, 0.06640739331909248)	(23.0, 0.08385239762569914)	(24.0, 0.10691514498029932)	(25.0, 0.14160404894214668)	(26.0, 0.18898727192177517)	(27.0, 0.2624151956520779)	(28.0, 0.3639730445918904)	(29.0, 0.4893024523624291)	(30.0, 0.6937615952491301)	(31.0, 0.9811681648303834)	(32.0, 1.4771861938294104)	(33.0, 1.903058261072476)	(34.0, 2.206005934367486)	(35.0, 2.67031701280074)	(36.0, 3.2536655608548277)	(37.0, 3.830005117289178)	(38.0, 4.2733271340351955)	(39.0, 4.6811245086370485)	(40.0, 5.137427665788861)	(41.0, 5.617607879293428)	(42.0, 6.036198969117777)	(43.0, 6.260602088864123)	(44.0, 6.201467430969839)	(45.0, 6.0984012971447825)	(46.0, 5.818222956221232)	(47.0, 5.249297897506915)	(48.0, 4.600717264465079)	(49.0, 4.394772914276077)	(50.0, 3.800892746405782)	(51.0, 2.4654704962003415)	(52.0, 1.7514665639120803)	(53.0, 1.4135975624270047)	(54.0, 1.1788309595401838)	(55.0, 1.0074337510178037)	(56.0, 0.7736611325963408)	(57.0, 0.8703281823508843)	(58.0, 0.827004965570554)	(59.0, 0.535249920003207)	(60.0, 0.31797282819009837)	(61.0, 0.3299055869707396)	(62.0, 0.3578426495227919)	(63.0, 0.1865311577370597)	(64.0, 0.07706264304392528)	(65.0, 0.020032990393857197)	(66.0, 0.04447215073116706)	(67.0, 0.05882640732210827)	(68.0, 0.039393434084785586)	(69.0, 0.021297312259412077)	(70.0, 0.014230626682314586)	(71.0, 0.011411864765627694)	(72.0, 0.009516206166686216)	(73.0, 0.008652445205081578)	(74.0, 0.011591540232831713)	(75.0, 0.02153962688032025)	(76.0, 0.023497924632965878)	(77.0, 0.02526830492449905)	(78.0, 0.04166163080838861)	(79.0, 0.04368421611352008)	(80.0, 0.03681698678900687)	(81.0, 0.05035363758423071)	(82.0, 0.09611318776389628)	(83.0, 0.0918355929254153)	(84.0, 0.049508009009224634)	(85.0, 0.03948739281534182)	(86.0, 0.0328740169032086)	(87.0, 0.021411051775348564)	(88.0, 0.007892533366723298)	(89.0, 0.004778708068114212)	(90.0, 0.003868791940622302)	(91.0, 0.0014439973327588992)	(92.0, 0.00048133244425296645)	(93.0, 0.00030495377461232465)	(94.0, 0.00021099504405609488)	(95.0, 0.00017143347329557707)	(96.0, 0.00013681709888012402)	(97.0, 0.00010055232568298272)	(98.0, 0.0001038491232463592)	(99.0, 0.00010714592080973568)	(100.0, 6.593595126752964e-05)
SRR9929266_2	(0.0, 0.010126637209067129)	(1.0, 0.01172262952726592)	(2.0, 0.015572466369202058)	(3.0, 0.020381877104931268)	(4.0, 0.02518469283108115)	(5.0, 0.02955058917260016)	(6.0, 0.033278418337318615)	(7.0, 0.03614065249474951)	(8.0, 0.03817686170236883)	(9.0, 0.039110055557844574)	(10.0, 0.04039937993060434)	(11.0, 0.04130454499536791)	(12.0, 0.040872571867921544)	(13.0, 0.04103909585979973)	(14.0, 0.04097644326879605)	(15.0, 0.040371351139892174)	(16.0, 0.04004984442289965)	(17.0, 0.03954862369487028)	(18.0, 0.03951235114218394)	(19.0, 0.042600464377707016)	(20.0, 0.04682291926087551)	(21.0, 0.04898443365050218)	(22.0, 0.05449456415403561)	(23.0, 0.06753289809237864)	(24.0, 0.09071600551613196)	(25.0, 0.1189558365348395)	(26.0, 0.1679996252715557)	(27.0, 0.25583526035391363)	(28.0, 0.3791833732685895)	(29.0, 0.5458755378910423)	(30.0, 0.7751098271067127)	(31.0, 1.0861106938393592)	(32.0, 1.480566460541291)	(33.0, 1.8962136417740174)	(34.0, 2.3848214139829143)	(35.0, 2.9514283644865924)	(36.0, 3.592774909800466)	(37.0, 4.179757142399496)	(38.0, 4.62850137920611)	(39.0, 5.066886504715984)	(40.0, 5.4305666592159545)	(41.0, 5.728370911780354)	(42.0, 6.068343655595014)	(43.0, 6.24044043056773)	(44.0, 6.120785523017482)	(45.0, 5.824049662004935)	(46.0, 5.2836364407979755)	(47.0, 4.743716196557072)	(48.0, 4.148292351696495)	(49.0, 3.494570270907001)	(50.0, 2.8942974452532177)	(51.0, 2.198678917358611)	(52.0, 1.6273235599578124)	(53.0, 1.4269308963849636)	(54.0, 1.3875916642442372)	(55.0, 1.3472648294190057)	(56.0, 1.3577805721932532)	(57.0, 1.1355518319032303)	(58.0, 0.7683631323070542)	(59.0, 0.5074530120818432)	(60.0, 0.3382250662761366)	(61.0, 0.21418447735563068)	(62.0, 0.12112889219123002)	(63.0, 0.07714677330665257)	(64.0, 0.041876662076375124)	(65.0, 0.019349758105765523)	(66.0, 0.018269825287149603)	(67.0, 0.01896395004537449)	(68.0, 0.01807692125695409)	(69.0, 0.01715526866824218)	(70.0, 0.016629316654290308)	(71.0, 0.01470192510472999)	(72.0, 0.013712673667829913)	(73.0, 0.01544056617761538)	(74.0, 0.017160214925426683)	(75.0, 0.018856781139710316)	(76.0, 0.019755351194894553)	(77.0, 0.02428612277589691)	(78.0, 0.035060719676133584)	(79.0, 0.04158153539769993)	(80.0, 0.0471328847111042)	(81.0, 0.06105989619026247)	(82.0, 0.09401515905819373)	(83.0, 0.08835499208673045)	(84.0, 0.05120860063113252)	(85.0, 0.05851257374024476)	(86.0, 0.05890662556260997)	(87.0, 0.03352078493935914)	(88.0, 0.018714988433754638)	(89.0, 0.016253401108268277)	(90.0, 0.016195694774449106)	(91.0, 0.012011161196361777)	(92.0, 0.009015378094949376)	(93.0, 0.008796094026436524)	(94.0, 0.00927917847812273)	(95.0, 0.010261834905443473)	(96.0, 0.011534671754254907)	(97.0, 0.012830591136594008)	(98.0, 0.013968230289029097)	(99.0, 0.015199848327969695)	(100.0, 0.03316630317446994)
