Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
SRR9929273_1 - illumina_universal_adapter	(1, 2.237610685277223e-05)	(2, 2.983480913702964e-05)	(3, 3.7293511421287044e-05)	(4, 7.83163739847028e-05)	(5, 7.83163739847028e-05)	(6, 0.00011188053426386114)	(7, 0.00011188053426386114)	(8, 0.00012306858769024726)	(9, 0.00013798599225876208)	(10, 0.00018273820596430653)	(12, 0.00022562574409878662)	(14, 0.0003020774425124251)	(16, 0.00038039381649712786)	(18, 0.0004270107057737367)	(20, 0.0005370265644665335)	(22, 0.0006600951521567807)	(24, 0.0007085767170044539)	(26, 0.0007868930909891566)	(28, 0.000973360648095592)	(30, 0.0012418739303288588)	(32, 0.0015812448842625708)	(34, 0.0020567371548839805)	(36, 0.0026180045017743505)	(38, 0.0037591859512657345)	(40, 0.00556978593076922)	(42, 0.008232542646249116)	(44, 0.01222294836832683)	(46, 0.01758761998627897)	(48, 0.025501303109876083)	(50, 0.03789580163074083)	(52, 0.0552167730103576)	(54, 0.0752825468305811)	(56, 0.099359237804164)	(58, 0.1333410854112408)	(60, 0.17730640602579606)	(62, 0.23372403010391912)	(64, 0.30018479680779475)	(66, 0.37925077037206545)	(68, 0.478652895714364)	(70, 0.5993980976430651)	(72, 0.7468902059631131)	(74, 0.9267698642769779)	(76, 1.1355967461560459)	(78, 1.3768149073800728)	(80, 1.657657424489217)	(82, 1.9922380268808646)	(84, 2.389827881494348)	(86, 2.8517993895499703)	(88, 3.3926205688036193)	(90, 3.8308789976220163)
SRR9929273_2 - illumina_universal_adapter	(1, 2.237610685277223e-05)	(2, 2.6105457994900934e-05)	(3, 3.356416027915834e-05)	(4, 7.085767170044539e-05)	(5, 7.085767170044539e-05)	(6, 9.323377855321762e-05)	(7, 9.323377855321762e-05)	(8, 0.00010069248083747502)	(9, 0.00011188053426386114)	(10, 0.00014544469454301948)	(12, 0.0001920615838196283)	(14, 0.0002685132822332667)	(16, 0.0003505590073600983)	(18, 0.00040090524777883576)	(20, 0.0005146504576137613)	(22, 0.0006414483964461372)	(24, 0.000693659312435939)	(26, 0.0007757050375627706)	(28, 0.0009584432435270772)	(30, 0.0012250918501892794)	(32, 0.0015570041018387343)	(34, 0.0020287670213180154)	(36, 0.002595628394921578)	(38, 0.0037386745199840263)	(40, 0.005566056579627092)	(42, 0.008226948619535922)	(44, 0.012191248883618735)	(46, 0.017490656856583624)	(48, 0.025372640495472644)	(50, 0.03772984550491611)	(52, 0.05486434932742644)	(54, 0.07474738494168563)	(56, 0.09855369795746421)	(58, 0.13217752785489661)	(60, 0.17573448451938883)	(62, 0.23167288697574834)	(64, 0.2976954549204238)	(66, 0.37599691150055814)	(68, 0.47453755672902487)	(70, 0.5943448268454805)	(72, 0.7406211666931948)	(74, 0.918686495676414)	(76, 1.1255200393700142)	(78, 1.3645975530384589)	(80, 1.6421880759516672)	(82, 1.9731437490331656)	(84, 2.3657679726009047)	(86, 2.821664367645999)	(88, 3.3555172542905813)	(90, 3.7877826158235774)
SRR9929273_2 - polya	(1, 0.0055902973620509284)	(2, 0.012116661860776161)	(3, 0.026552980131956377)	(4, 0.041921636188668766)	(5, 0.056742077627488244)	(6, 0.07243891658470795)	(7, 0.09130570401273708)	(8, 0.11437547017794525)	(9, 0.14382615614733563)	(10, 0.18220863810212426)	(12, 0.235141183537928)	(14, 0.2903206630368643)	(16, 0.3453677505702551)	(18, 0.3963088224961621)	(20, 0.4473972037921833)	(22, 0.49161239093326115)	(24, 0.5297114422012481)	(26, 0.5648922762005191)	(28, 0.5976583553352619)	(30, 0.6303106892601698)	(32, 0.6614750120793683)	(34, 0.6915447703383522)	(36, 0.7197274769194186)	(38, 0.7466011812495982)	(40, 0.7712204928143609)	(42, 0.7945606369373732)	(44, 0.8176248090758683)	(46, 0.8400009159286406)	(48, 0.8608983350535587)	(50, 0.8815962338923731)	(52, 0.900718481873638)	(54, 0.92013348391956)	(56, 0.9387429461187822)	(58, 0.957367325722573)	(60, 0.9745782812434969)	(62, 0.9916400627187357)	(64, 1.0077825591374399)	(66, 1.024683978513567)	(68, 1.0412945085006085)	(70, 1.0569782947288306)	(72, 1.072022497236178)	(74, 1.086719870087307)	(76, 1.100050435744846)	(78, 1.1128999151050505)	(80, 1.1273436920785151)	(82, 1.1409203949114346)	(84, 1.153238441733886)	(86, 1.1651313425261343)	(88, 1.1765002694829136)	(90, 1.1844568401446451)
SRR9929273_2 - polyg	(1, 0.8630874641739883)	(2, 0.8759723723700429)	(3, 0.8761700279805757)	(4, 0.8762483443545604)	(5, 0.8763378487819715)	(6, 0.8764348119116668)	(7, 0.8766250088199155)	(8, 0.8769084395067173)	(9, 0.8772739159186459)	(10, 0.8779228230173763)	(12, 0.8791553735698497)	(14, 0.8797576637793035)	(16, 0.8799329432829837)	(18, 0.8800280417371079)	(20, 0.8801156814889479)	(22, 0.8802107799430722)	(24, 0.8802741789124884)	(26, 0.8803263898284782)	(28, 0.8803897887978944)	(30, 0.8804792932253054)	(32, 0.8805482862214349)	(34, 0.880611685190851)	(36, 0.8806881368892647)	(38, 0.8807701826143914)	(40, 0.8808969805532239)	(42, 0.8810368312210537)	(44, 0.881219569427018)	(46, 0.8813706081482742)	(48, 0.8814918120603934)	(50, 0.8816279333770811)	(52, 0.8817416785869161)	(54, 0.8818684765257484)	(56, 0.8820101918691493)	(58, 0.8821313957812684)	(60, 0.8822134415063954)	(62, 0.8823048106093775)	(64, 0.8823700742543648)	(66, 0.8824595786817758)	(68, 0.8825341657046184)	(70, 0.8826553696167376)	(72, 0.8827597914487171)	(74, 0.8828642132806968)	(76, 0.8829443943302526)	(78, 0.8830581395400874)	(80, 0.8832352837193386)	(82, 0.8834888795970033)	(84, 0.8837667162570919)	(86, 0.8840986285087413)	(88, 0.8844268114092487)	(90, 0.8847177007983348)
SRR9929274_1 - illumina_universal_adapter	(1, 1.4629378769648033e-05)	(2, 2.1944068154472048e-05)	(3, 2.9258757539296066e-05)	(4, 6.217485977100414e-05)	(5, 7.680423854065217e-05)	(6, 0.00014995113238889233)	(7, 0.00014995113238889233)	(8, 0.00016823785585095237)	(9, 0.0001718952005433644)	(10, 0.00018469590696680642)	(12, 0.0002230980262371325)	(14, 0.0002797868689695186)	(16, 0.00036573446924120085)	(18, 0.00043339534605082297)	(20, 0.0005833464784397154)	(22, 0.0008375319345623499)	(24, 0.0010149131521443322)	(26, 0.0014976826515427175)	(28, 0.0025071097866484317)	(30, 0.0037615790161457507)	(32, 0.005575621983582107)	(34, 0.007720654645681749)	(36, 0.0103246840666791)	(38, 0.014735441765727983)	(40, 0.02094012703640495)	(42, 0.03020783848697698)	(44, 0.042320964108245554)	(46, 0.05787565108507382)	(48, 0.08039940837329318)	(50, 0.11422436076106562)	(52, 0.15895185767691827)	(54, 0.20980357828021484)	(56, 0.2670172499759621)	(58, 0.3436404499543399)	(60, 0.4434292712144553)	(62, 0.5657729371926756)	(64, 0.7056060254900101)	(66, 0.8678001192367517)	(68, 1.0578010046799018)	(70, 1.287935762105235)	(72, 1.5593857138484002)	(74, 1.879233307906254)	(76, 2.243106188699017)	(78, 2.6515602726199363)	(80, 3.1115061124653245)	(82, 3.64100916234335)	(84, 4.269357438550848)	(86, 4.965269671933621)	(88, 5.746599190607675)	(90, 6.3671481792586055)
SRR9929274_1 - polya	(1, 0.0057018003754703206)	(2, 0.006513730897185786)	(3, 0.00839726341377797)	(4, 0.011059810349853913)	(5, 0.013718699941237443)	(6, 0.015554686976828271)	(7, 0.020663997512127847)	(8, 0.02424088062130679)	(9, 0.02959523325099797)	(10, 0.0333202388202196)	(12, 0.035960841688141065)	(14, 0.03844966475132744)	(16, 0.04098603329551517)	(18, 0.045060315282862154)	(20, 0.04941072679448623)	(22, 0.05212813390094835)	(24, 0.0544578624700148)	(26, 0.05639991250168558)	(28, 0.05879730194756165)	(30, 0.060949649299046116)	(32, 0.0630123917055665)	(34, 0.0648739801540042)	(36, 0.06640457890777862)	(38, 0.06830091213079426)	(40, 0.07020821738788711)	(42, 0.07277750203430655)	(44, 0.07474149613413181)	(46, 0.07637632921163998)	(48, 0.07823791766007768)	(50, 0.07926563151864546)	(52, 0.08012145017666986)	(54, 0.08091326530257706)	(56, 0.08187331828433522)	(58, 0.08330882607610693)	(60, 0.08483759615753514)	(62, 0.08621275776188206)	(64, 0.08740688080395459)	(66, 0.08925201120127645)	(68, 0.09059608537573785)	(70, 0.0915543096851498)	(72, 0.092710030607952)	(74, 0.09373225844948116)	(76, 0.09497758431724744)	(78, 0.09607478772497105)	(80, 0.09725976740531253)	(82, 0.09846669115380849)	(84, 0.0995931533190714)	(86, 0.10116946888150097)	(88, 0.10312066227490277)	(90, 0.1043184426616677)
SRR9929274_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002925875753929607)	(4, 0.0003620771245487888)	(5, 0.000431566673704617)	(6, 0.00045716808655150103)	(7, 0.00047545481001356105)	(8, 0.0004864268440907971)	(9, 0.0005010562228604451)	(10, 0.0005156856016300932)	(12, 0.0005358009974383592)	(14, 0.0005577450655928312)	(16, 0.0005760317890548913)	(18, 0.0005815178060935093)	(20, 0.0005815178060935093)	(22, 0.0005924898401707453)	(24, 0.0006089478912865993)	(26, 0.0006180912530176294)	(28, 0.0006528360275955434)	(30, 0.0006729514234038096)	(32, 0.0007113535426741355)	(34, 0.0007534130066368736)	(36, 0.0007881577812147878)	(38, 0.0008357032622161439)	(40, 0.00089239210494853)	(42, 0.0009691963434891822)	(44, 0.0010368572202988043)	(46, 0.0011520635781097827)	(48, 0.001250811884804907)	(50, 0.001340416829769001)	(52, 0.0014464798258489492)	(54, 0.0016384904222005797)	(56, 0.001841473052629446)	(58, 0.0020188542702114284)	(60, 0.0022657250369492394)	(62, 0.0025290538548029037)	(64, 0.0027960400173489804)	(66, 0.003211148639937743)	(68, 0.022801715484842663)	(70, 0.48569171780762227)	(72, 0.5295835114612588)	(74, 0.5351152453085319)	(76, 0.5376442991633349)	(78, 0.539127352436108)	(80, 0.5403543915804121)	(82, 0.5415558293118695)	(84, 0.5426237739620539)	(86, 0.5436569738376602)	(88, 0.5445219358574156)	(90, 0.5451418557827795)
SRR9929274_2 - illumina_universal_adapter	(1, 1.4629378769648033e-05)	(2, 2.1944068154472048e-05)	(3, 2.1944068154472048e-05)	(4, 5.851751507859213e-05)	(5, 7.314689384824017e-05)	(6, 0.00010606299607994823)	(7, 0.00010606299607994823)	(8, 0.0001280070642344203)	(9, 0.0001389790983116563)	(10, 0.00014995113238889233)	(12, 0.00018469590696680642)	(14, 0.00024504209439160456)	(16, 0.0003291610223170807)	(18, 0.00040596526085773287)	(20, 0.0005687170996700673)	(22, 0.0008210738834464958)	(24, 0.0009947977563360662)	(26, 0.0014867106174654813)	(28, 0.0025162531483794615)	(30, 0.0037743797225691924)	(32, 0.005577450655928313)	(34, 0.007724311990374162)	(36, 0.010331998756063923)	(38, 0.01475921450622866)	(40, 0.021018759947291812)	(42, 0.030297443431941077)	(44, 0.0424562858618648)	(46, 0.05806034699204063)	(48, 0.08058593295260619)	(50, 0.1142755635867594)	(52, 0.15875618973587424)	(54, 0.20940675638108816)	(56, 0.26651802242544786)	(58, 0.3429199530499347)	(60, 0.4423887566494641)	(62, 0.5646300169762968)	(64, 0.7045161367716714)	(66, 0.8664341009941358)	(68, 1.0561551995683163)	(70, 1.285975425350102)	(72, 1.5571620482754138)	(74, 1.876819460409262)	(76, 2.240311977354014)	(78, 2.6486965717257775)	(80, 3.1077445334491784)	(82, 3.6355560614069637)	(84, 4.261223503954925)	(86, 4.953756350841909)	(88, 5.730601964923065)	(90, 6.348148273581526)
SRR9929274_2 - polya	(1, 0.008368004656238675)	(2, 0.0184878774201427)	(3, 0.04061115546454294)	(4, 0.06455579116576436)	(5, 0.08911120343061858)	(6, 0.11454803576634409)	(7, 0.14535750745522286)	(8, 0.18208456285642424)	(9, 0.22439272625824636)	(10, 0.28026598112422463)	(12, 0.3555213341876403)	(14, 0.4333368285357444)	(16, 0.5097789899518478)	(18, 0.5802048193489334)	(20, 0.6514882960763897)	(22, 0.7114047454998293)	(24, 0.7736381227859122)	(26, 0.8221637721648346)	(28, 0.8661213980229345)	(30, 0.9091079988651991)	(32, 0.9528992155397943)	(34, 1.0010042702790893)	(36, 1.036535373965872)	(38, 1.0691954620691113)	(40, 1.0999226435024108)	(42, 1.1301963141938511)	(44, 1.1589503581655944)	(46, 1.1869528178030468)	(48, 1.2128395035359392)	(50, 1.2386292696344825)	(52, 1.2625702479910115)	(54, 1.2864691668835777)	(56, 1.3096073580801222)	(58, 1.3325535386803153)	(60, 1.3535430398700679)	(62, 1.3739418798919956)	(64, 1.3943608353097319)	(66, 1.4177184671878211)	(68, 1.4417435644722758)	(70, 1.467959411227485)	(72, 1.4907263819377496)	(74, 1.5091411124640444)	(76, 1.5261441079390676)	(78, 1.541779256499129)	(80, 1.5592833081970128)	(82, 1.5753207646732394)	(84, 1.5901202099710847)	(86, 1.6046234103488444)	(88, 1.618654813261283)	(90, 1.628772857352841)
SRR9929274_2 - polyg	(1, 1.449946988617356)	(2, 1.4667817462365282)	(3, 1.4670926205353834)	(4, 1.4672242849443102)	(5, 1.4673852081107763)	(6, 1.467579047379474)	(7, 1.4677802013375567)	(8, 1.4682666281816477)	(9, 1.4693857756575257)	(10, 1.4719221442017134)	(12, 1.4785730255248646)	(14, 1.4817750308030713)	(16, 1.4821206498765043)	(18, 1.4823327758686642)	(20, 1.4824790696563608)	(22, 1.4826162200823263)	(24, 1.48272045440606)	(26, 1.4828265174021398)	(28, 1.4829216083641423)	(30, 1.4830477867560308)	(32, 1.4831684791308803)	(34, 1.4832910001780761)	(36, 1.4834610667062733)	(38, 1.4837408535752428)	(40, 1.4841120740615226)	(42, 1.4847594240720796)	(44, 1.4855329524745247)	(46, 1.4861583584169271)	(48, 1.486750848257098)	(50, 1.4875188906425043)	(52, 1.4884844296413011)	(54, 1.4895176295169075)	(56, 1.490569116115976)	(58, 1.4914541935315397)	(60, 1.4919845085119394)	(62, 1.4924179038579903)	(64, 1.4927488935526536)	(66, 1.493132914745357)	(68, 1.493489505852867)	(70, 1.4940362788843826)	(72, 1.4947037442907478)	(74, 1.4954919020719626)	(76, 1.4965598467221468)	(78, 1.4977045956108719)	(80, 1.4993467433777647)	(82, 1.5018867692666449)	(84, 1.5055166838738638)	(86, 1.5100408192583776)	(88, 1.5158706266980824)	(90, 1.5213676157707776)
SRR9929275_1 - illumina_universal_adapter	(1, 2.7519377511680687e-05)	(2, 3.095929970064077e-05)	(3, 4.4718988456481116e-05)	(4, 5.1598832834401286e-05)	(5, 6.879844377920171e-05)	(6, 0.0001891957203928047)	(7, 0.00020983525352656523)	(8, 0.00023391470884928582)	(9, 0.00025455424198304633)	(10, 0.00028723350277816716)	(12, 0.00032335268576224804)	(14, 0.00043171023471449076)	(16, 0.0005503875502336137)	(18, 0.0006260658383907356)	(20, 0.0007344233873429783)	(22, 0.0008789001192793019)	(24, 0.001011337123554265)	(26, 0.0013518894202613138)	(28, 0.002089752729793252)	(30, 0.002899854405293352)	(32, 0.003916351412131058)	(34, 0.005254481143636532)	(36, 0.007041520720801296)	(38, 0.010177009796038413)	(40, 0.015130497748140938)	(42, 0.022555569793011283)	(44, 0.031970636824195035)	(46, 0.04460547102424543)	(48, 0.062783739831805)	(50, 0.08976992940419687)	(52, 0.12567755717365672)	(54, 0.1678492832492129)	(56, 0.2160236735445044)	(58, 0.2790241284742139)	(60, 0.3619589324889471)	(62, 0.46523743632919023)	(64, 0.5834073633254415)	(66, 0.7209836113507113)	(68, 0.88557184836479)	(70, 1.0844371900307617)	(72, 1.3212895924294192)	(74, 1.6011100628903776)	(76, 1.9203021627650783)	(78, 2.2837196222621445)	(80, 2.695440469136588)	(82, 3.1711163493481775)	(84, 3.7362611657724303)	(86, 4.369500961888242)	(88, 5.090166380436474)	(90, 5.662387116803418)
SRR9929275_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00020639533133760514)	(4, 0.00027519377511680686)	(5, 0.0002923933860616073)	(6, 0.0003095929970064077)	(7, 0.00032335268576224804)	(8, 0.0003371123745180884)	(9, 0.00035087206327392875)	(10, 0.000359471868746329)	(12, 0.00038699124625800964)	(14, 0.0004110707015807303)	(16, 0.000442030001281371)	(18, 0.00046094957332065147)	(20, 0.0004729893009820118)	(22, 0.00047986914535993195)	(24, 0.0004867489897378521)	(26, 0.0004936288341157723)	(28, 0.0005039486006826525)	(30, 0.000521148211627453)	(32, 0.0005366278614777734)	(34, 0.0005641472389894541)	(36, 0.0005916666165011347)	(38, 0.0006123061496348953)	(40, 0.0006604650602803365)	(42, 0.0007086239709257777)	(44, 0.0007567828815712189)	(46, 0.00079978190893322)	(48, 0.0008410609752007409)	(50, 0.000884060002562742)	(52, 0.000963178212908824)	(54, 0.0010285367344990656)	(56, 0.0011059349837506676)	(58, 0.0011833332330022693)	(60, 0.0012693312877262715)	(62, 0.0013742489144895542)	(64, 0.001479166541252837)	(66, 0.001719961094480043)	(68, 0.016196873626718563)	(70, 0.35037327455652956)	(72, 0.3821099966718753)	(74, 0.3864563383576264)	(76, 0.38833969575608196)	(78, 0.38950410941704494)	(80, 0.39034689035334025)	(82, 0.39104175463551016)	(84, 0.39166266059061744)	(86, 0.39230936596214194)	(88, 0.39285115370690316)	(90, 0.3932175054200274)
SRR9929275_2 - illumina_universal_adapter	(1, 1.3759688755840344e-05)	(2, 1.3759688755840344e-05)	(3, 2.0639533133760514e-05)	(4, 2.40794553227206e-05)	(5, 3.7839144078560946e-05)	(6, 7.567828815712189e-05)	(7, 9.63178212908824e-05)	(8, 0.00011695735442464291)	(9, 0.00013759688755840343)	(10, 0.00016167634288112402)	(12, 0.00019435560367624485)	(14, 0.0002975532693450474)	(16, 0.0004179505459586504)	(18, 0.0005022286395881725)	(20, 0.0006209059551072955)	(22, 0.000763662725949139)	(24, 0.0009046995356965025)	(26, 0.001245251832403551)	(28, 0.001976235297557569)	(30, 0.00279493677853007)	(32, 0.0038131537464622545)	(34, 0.005173642972195969)	(36, 0.006976162199211053)	(38, 0.01011337123554265)	(40, 0.015077178954212057)	(42, 0.022486771349232083)	(44, 0.0319482773299668)	(46, 0.044577951646733754)	(48, 0.06270978150474235)	(50, 0.08962029278897712)	(52, 0.1254556821924688)	(54, 0.1675568898631513)	(56, 0.21575535961376552)	(58, 0.2786371372279559)	(60, 0.3614481040438865)	(62, 0.4644256146925957)	(64, 0.5824063459684542)	(66, 0.7197452393626855)	(68, 0.8841477205785605)	(70, 1.08275506808036)	(72, 1.3192720780655942)	(74, 1.5985060417933346)	(76, 1.9172062327950141)	(78, 2.2800612650141856)	(80, 2.6903425044525493)	(82, 3.1643087433362256)	(84, 3.7268151394415456)	(86, 4.3572789183508664)	(88, 5.074538813932029)	(90, 5.643914734648702)
SRR9929275_2 - polya	(1, 0.007148158308659058)	(2, 0.0161504346771676)	(3, 0.0345333788549703)	(4, 0.05501123564584969)	(5, 0.07636627259491391)	(6, 0.09707460417245362)	(7, 0.1227673830017965)	(8, 0.15212711888457084)	(9, 0.18714896669037345)	(10, 0.2333987205209418)	(12, 0.294961287975666)	(14, 0.3591519559827557)	(16, 0.4203275321912219)	(18, 0.47717052640269275)	(20, 0.5339172027928729)	(22, 0.5816616028145443)	(24, 0.6300011093749059)	(26, 0.667611498627901)	(28, 0.7029188599753873)	(30, 0.7369551700740529)	(32, 0.770086780637022)	(34, 0.8006934883132943)	(36, 0.8296283938057321)	(38, 0.8566507025611081)	(40, 0.8815161801040061)	(42, 0.9056472342595611)	(44, 0.9303286759653497)	(46, 0.9532540373936742)	(48, 0.9740242875706151)	(50, 0.9939414370446941)	(52, 1.0125445362425902)	(54, 1.0312697526781944)	(56, 1.0496148577119184)	(58, 1.0675815713048569)	(60, 1.0848551405767202)	(62, 1.1021596691482838)	(64, 1.1231397545787514)	(66, 1.1500313462909468)	(68, 1.1749019837171284)	(70, 1.1958270303925724)	(72, 1.2107838120701708)	(74, 1.2246690579859083)	(76, 1.2382154715660332)	(78, 1.2507058290341473)	(80, 1.264001128294478)	(82, 1.2767615196544253)	(84, 1.2885656126458418)	(86, 1.3002527482828339)	(88, 1.3117610079659998)	(90, 1.3201114190797003)
SRR9929275_2 - polyg	(1, 1.0937851785792605)	(2, 1.1064268926236889)	(3, 1.1067124061653726)	(4, 1.1068637627416869)	(5, 1.1069875999404895)	(6, 1.1071355165946146)	(7, 1.1072971929374957)	(8, 1.1075758266348015)	(9, 1.1083050901388611)	(10, 1.1094402644612178)	(12, 1.1119789270366705)	(14, 1.1131863397249955)	(16, 1.11335317595116)	(18, 1.1134546536557344)	(20, 1.113528611982797)	(22, 1.1136163299986155)	(24, 1.113697168170056)	(26, 1.1137590867694573)	(28, 1.1138382049798035)	(30, 1.1138915237737321)	(32, 1.1139534423731337)	(34, 1.1140102010892514)	(36, 1.1140617999220859)	(38, 1.1142079966151166)	(40, 1.1143283938917303)	(42, 1.1145158696510284)	(44, 1.1147343047100273)	(46, 1.1148805014030583)	(48, 1.1150524975125062)	(50, 1.1152227736608598)	(52, 1.1154532484475201)	(54, 1.115754241639054)	(56, 1.116068994519344)	(58, 1.116273669889587)	(60, 1.1164043869327676)	(62, 1.1165196243260977)	(64, 1.1165867028087826)	(66, 1.11667786074679)	(68, 1.1167552589960414)	(70, 1.116853296778427)	(72, 1.1169375748720562)	(74, 1.1170854915261816)	(76, 1.1173417657292593)	(78, 1.1179145127737211)	(80, 1.1192664021939822)	(82, 1.1213148758575082)	(84, 1.1234046285873014)	(86, 1.1257437756757942)	(88, 1.1285163529600961)	(90, 1.1306955436668022)
SRR9929276_1 - illumina_universal_adapter	(1, 2.8551443580616552e-05)	(2, 3.925823492334776e-05)	(3, 5.3533956713656035e-05)	(4, 8.565433074184966e-05)	(5, 9.636112208458087e-05)	(6, 0.0001641708005885452)	(7, 0.00016773973103612226)	(8, 0.00018915331372158466)	(9, 0.0002212736877497783)	(10, 0.0002712387140158572)	(12, 0.0003212037402819362)	(14, 0.00041578039714272857)	(16, 0.0005335551019127719)	(18, 0.000613856036983256)	(20, 0.0008137161420475718)	(22, 0.0009297063815938266)	(24, 0.0010688946690493323)	(26, 0.0015114420445488889)	(28, 0.0024482862870378696)	(30, 0.0038294623702501956)	(32, 0.006211723444007889)	(34, 0.00932739972474267)	(36, 0.013811760832123259)	(38, 0.02163664083843598)	(40, 0.034136819731074665)	(42, 0.0518904642425468)	(44, 0.07481905790300568)	(46, 0.10397186626403897)	(48, 0.1452554692163867)	(50, 0.20537410260582245)	(52, 0.2839780112484836)	(54, 0.3713525664660654)	(56, 0.46924654417788064)	(58, 0.5954474937346533)	(60, 0.754172106460196)	(62, 0.9452919008583955)	(64, 1.155029020936381)	(66, 1.3901323141705204)	(68, 1.6689906946919546)	(70, 1.9886687172075517)	(72, 2.3651337765397713)	(74, 2.803250324888661)	(76, 3.279868494906012)	(78, 3.802113656230412)	(80, 4.383822552207118)	(82, 5.0585538358346955)	(84, 5.833602400947994)	(86, 6.69270820042785)	(88, 7.651078446911392)	(90, 8.411722808738268)
SRR9929276_1 - polya	(1, 0.001645276936333029)	(2, 0.002412596982562099)	(3, 0.003950806005467816)	(4, 0.0061992321874413696)	(5, 0.008490485534785848)	(6, 0.010613999151094204)	(7, 0.01847278399665891)	(8, 0.022134506635872984)	(9, 0.030275236986796277)	(10, 0.03362289374662357)	(12, 0.036090809151123115)	(14, 0.03828927030683059)	(16, 0.04040743052746758)	(18, 0.045066669226779446)	(20, 0.05035582415008866)	(22, 0.05287548904607807)	(24, 0.05505432108432387)	(26, 0.05686912221691681)	(28, 0.05874994856278992)	(30, 0.06049158662120753)	(32, 0.06240631780633263)	(34, 0.06443168583533262)	(36, 0.0657878794054119)	(38, 0.06725827874981366)	(40, 0.0687144023724251)	(42, 0.07122157601184799)	(44, 0.07372339625559951)	(46, 0.07524732955671493)	(48, 0.07718882772019685)	(50, 0.07802752637537747)	(52, 0.07869491636907437)	(54, 0.0795014946502268)	(56, 0.08029915060526027)	(58, 0.08134841615684793)	(60, 0.08252794766977214)	(62, 0.08386986551806114)	(64, 0.08525996392739241)	(66, 0.08667504484985669)	(68, 0.08786349868889987)	(70, 0.0886843526918426)	(72, 0.08962833479522672)	(74, 0.09035282767608487)	(76, 0.09118438847037033)	(78, 0.09200524247331306)	(80, 0.09303309444221525)	(82, 0.09429649582065754)	(84, 0.0956401981341703)	(86, 0.09756206718019056)	(88, 0.09965167595724692)	(90, 0.10072235509152004)
SRR9929276_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0004032891405762088)	(4, 0.0005282017062414062)	(5, 0.0005638910107171769)	(6, 0.0006102871065356789)	(7, 0.00062099389787841)	(8, 0.0006281317587735641)	(9, 0.0006352696196687183)	(10, 0.000644191945787661)	(12, 0.0006531142719066037)	(14, 0.0006602521328017578)	(16, 0.0006780967850396431)	(18, 0.0006852346459347972)	(20, 0.0006870191111585858)	(22, 0.000697725902501317)	(24, 0.0007030792981726826)	(26, 0.0007048637633964712)	(28, 0.0007102171590678368)	(30, 0.0007155705547392024)	(32, 0.0007191394851867795)	(34, 0.0007298462765295106)	(36, 0.0007459064635436074)	(38, 0.0007459064635436074)	(40, 0.0007601821853339157)	(42, 0.000770888976676647)	(44, 0.0007851646984669553)	(46, 0.0008065782811524176)	(48, 0.000824422933390303)	(50, 0.0008494054465233425)	(52, 0.0008922326118942673)	(54, 0.0009154306598035182)	(56, 0.0009368442424889807)	(58, 0.0009636112208458087)	(60, 0.0009957315948740022)	(62, 0.0010564034124828125)	(64, 0.001124213090986777)	(66, 0.0014364945051497705)	(68, 0.02381904180712936)	(70, 0.5342938705154203)	(72, 0.5816856979287962)	(74, 0.5869141810344967)	(76, 0.5890805218161759)	(78, 0.5902689756552191)	(80, 0.591205819897708)	(82, 0.5919160370567759)	(84, 0.59245494555436)	(86, 0.5928778638123979)	(88, 0.5932044209483511)	(90, 0.5935452538060948)
SRR9929276_2 - illumina_universal_adapter	(1, 2.1413582685462414e-05)	(2, 2.8551443580616552e-05)	(3, 4.282716537092483e-05)	(4, 7.494753939911846e-05)	(5, 8.565433074184966e-05)	(6, 0.00013561935700792864)	(7, 0.0001391882874555057)	(8, 0.00015703293969339104)	(9, 0.00018915331372158466)	(10, 0.00023554940954008657)	(12, 0.000283729970582377)	(14, 0.00038366002311453494)	(16, 0.0005067881235559439)	(18, 0.0005817356629550623)	(20, 0.0007851646984669552)	(22, 0.0009118617293559412)	(24, 0.0010564034124828125)	(26, 0.001495381857534792)	(28, 0.0024340105652475613)	(30, 0.0038187555789074637)	(32, 0.006195663256993792)	(34, 0.00927921916370038)	(36, 0.013693986127353213)	(38, 0.021479607898742592)	(40, 0.033870934412730175)	(42, 0.05150680421943226)	(44, 0.07422483098348409)	(46, 0.1031099695609491)	(48, 0.14405452412077702)	(50, 0.20350219858606827)	(52, 0.2815136647744316)	(54, 0.3680834261760848)	(56, 0.4650137926670542)	(58, 0.5899370651235945)	(60, 0.7472055542265255)	(62, 0.9367710794148054)	(64, 1.1447433633864639)	(66, 1.3779230031093594)	(68, 1.6546917748537373)	(70, 1.9721927497963123)	(72, 2.346241643215522)	(74, 2.780835657212653)	(76, 3.2538724055258608)	(78, 3.772898391586546)	(80, 4.349282443335467)	(82, 5.016665299171484)	(84, 5.782850425518224)	(86, 6.632561015594835)	(88, 7.57990683592581)	(90, 8.332142797618197)
