Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
SRR9929265_1 - polya	(1, 0.017933980699661976)	(2, 0.018607702531908455)	(3, 0.019800622840381577)	(4, 0.021818697870000615)	(5, 0.023821320564017666)	(6, 0.025391277861179184)	(7, 0.02971484136261415)	(8, 0.03278058474604766)	(9, 0.03762025625658887)	(10, 0.040625735531174656)	(12, 0.042673169998437455)	(14, 0.04470360689653809)	(16, 0.046998278733432625)	(18, 0.05132338746842779)	(20, 0.05565313190410355)	(22, 0.05857671379999882)	(24, 0.061025908992913186)	(26, 0.06323095728331624)	(28, 0.06575741415424052)	(30, 0.06792846730631918)	(32, 0.06997590177358198)	(34, 0.07208205511613233)	(36, 0.07354075559695958)	(38, 0.07518333887145041)	(40, 0.07688309578766858)	(42, 0.07931838387854118)	(44, 0.08114175947957522)	(46, 0.08256028388783732)	(48, 0.08413024118499882)	(50, 0.08504656468619644)	(52, 0.08590880501278711)	(54, 0.08680967617838276)	(56, 0.08781716845963208)	(58, 0.08915379548920363)	(60, 0.09076083839180991)	(62, 0.09237715269577738)	(64, 0.09369523692262657)	(66, 0.09565922877763866)	(68, 0.09708856982082213)	(70, 0.0981346929410764)	(72, 0.09932452278242915)	(74, 0.10043091001153115)	(76, 0.10167327779393062)	(78, 0.10297436445161762)	(80, 0.1042970843791474)	(82, 0.10566461607992295)	(84, 0.10693325283284578)	(86, 0.10827760603021834)	(88, 0.11013497676957675)	(90, 0.1112939019397255)
SRR9929265_2 - illumina_universal_adapter	(1, 9.271401361190062e-06)	(2, 9.271401361190062e-06)	(3, 2.163326984277681e-05)	(4, 2.163326984277681e-05)	(5, 2.47237369631735e-05)	(6, 3.399513832436356e-05)	(7, 3.399513832436356e-05)	(8, 4.635700680595031e-05)	(9, 4.635700680595031e-05)	(10, 6.335457596813209e-05)	(12, 7.880691157011552e-05)	(14, 0.00014370672109844597)	(16, 0.00022869456690935487)	(18, 0.00029668484355808197)	(20, 0.0003832179229291893)	(22, 0.0005902792199957672)	(24, 0.0006953551020892547)	(26, 0.0008684212608314691)	(28, 0.0011589251701487578)	(30, 0.0015637763629207236)	(32, 0.0020103488618180452)	(34, 0.002572813877730242)	(36, 0.0032233572065737447)	(38, 0.004094868934525611)	(40, 0.00548557913870412)	(42, 0.007517561270364943)	(44, 0.010173817760345896)	(46, 0.013550153089379275)	(48, 0.01840527693552247)	(50, 0.026017097453059513)	(52, 0.036496871458324684)	(54, 0.04949692140027334)	(56, 0.06518876820408753)	(58, 0.08696574476796279)	(60, 0.11648588670199195)	(62, 0.1552341634575256)	(64, 0.20116777626798157)	(66, 0.2579643810066319)	(68, 0.3284749335920425)	(70, 0.41632455195643875)	(72, 0.5226706160364092)	(74, 0.6520113007256911)	(76, 0.8045644839562727)	(78, 0.9847139933384363)	(80, 1.1954297677748835)	(82, 1.4443576229214754)	(84, 1.7554239552243236)	(86, 2.1155298197936263)	(88, 2.5434451686851123)	(90, 2.8932056945688873)
SRR9929265_2 - polya	(1, 0.007194607456283488)	(2, 0.012364958948707146)	(3, 0.02291272323062104)	(4, 0.03447725119514544)	(5, 0.04610049803495739)	(6, 0.057736106743250915)	(7, 0.07147632356053459)	(8, 0.08841517384742884)	(9, 0.10866700488738833)	(10, 0.13628341907525313)	(12, 0.1745495829600049)	(14, 0.21413846677228648)	(16, 0.25318651883849863)	(18, 0.2898641826233665)	(20, 0.327839842598801)	(22, 0.35965929207040526)	(24, 0.38797878752816034)	(26, 0.41396652554357605)	(28, 0.43835185635706614)	(30, 0.46212681991427784)	(32, 0.4845558850405568)	(34, 0.5058878343390949)	(36, 0.5259588730525113)	(38, 0.5450842288270861)	(40, 0.5630321166287899)	(42, 0.5802027519497139)	(44, 0.5975418177286995)	(46, 0.614248882981564)	(48, 0.629665678211663)	(50, 0.6445601844984148)	(52, 0.658827325959726)	(54, 0.6729492154663786)	(56, 0.6870077503970632)	(58, 0.7007850528197916)	(60, 0.7138314597685462)	(62, 0.7263231278691897)	(64, 0.7387715294301476)	(66, 0.751739129467332)	(68, 0.7640500052414322)	(70, 0.7756701616141237)	(72, 0.7867139458688613)	(74, 0.7971056415611952)	(76, 0.8075807798657797)	(78, 0.8171504113040882)	(80, 0.8276966303524418)	(82, 0.8375907608383918)	(84, 0.8469301524762306)	(86, 0.8558028835788896)	(88, 0.8647204264547941)	(90, 0.8712366763781505)
SRR9929265_2 - polyg	(1, 0.678444066006444)	(2, 0.6890907252362106)	(3, 0.6892946960661568)	(4, 0.6894059528824911)	(5, 0.6895172096988254)	(6, 0.6896439188507616)	(7, 0.6897984422067814)	(8, 0.6901260317215435)	(9, 0.6904876163746299)	(10, 0.6911474311048346)	(12, 0.6922677254359784)	(14, 0.6928394618532518)	(16, 0.6930001661435123)	(18, 0.6931114229598467)	(20, 0.693191775104977)	(22, 0.6932953057535103)	(24, 0.6933725674315202)	(26, 0.6934436481752894)	(28, 0.6935209098532993)	(30, 0.6936151691004713)	(32, 0.6937094283476435)	(34, 0.6938129589961768)	(36, 0.6939149444111499)	(38, 0.6940787391685308)	(40, 0.6943228860710422)	(42, 0.6946133899803595)	(44, 0.6949966079032887)	(46, 0.6953056546153283)	(48, 0.6955328039486774)	(50, 0.6957676794498275)	(52, 0.695957743177732)	(54, 0.69617562110972)	(56, 0.6963965895088283)	(58, 0.6966824577174651)	(60, 0.6969343307877773)	(62, 0.6972263799306548)	(64, 0.6974365316948419)	(66, 0.6976451382254687)	(68, 0.6978367471869331)	(70, 0.6980345370826386)	(72, 0.6982292365112236)	(74, 0.6984749286472951)	(76, 0.6987036232142045)	(78, 0.6988967774092293)	(80, 0.6992104598219495)	(82, 0.6996276728832032)	(84, 0.7000943334183829)	(86, 0.7005872629240862)	(88, 0.7011033709331924)	(90, 0.7015174935273256)
SRR9929266_1 - illumina_universal_adapter	(1, 1.9781036454439113e-05)	(2, 2.3077875863512298e-05)	(3, 3.2968394090731856e-05)	(4, 6.263994877239052e-05)	(5, 7.582730640868327e-05)	(6, 0.00012198305813570786)	(7, 0.00013187357636292743)	(8, 0.00014176409459014697)	(9, 0.00015165461281736655)	(10, 0.0001829745872035618)	(12, 0.0002208882404079034)	(14, 0.0002637471527258548)	(16, 0.0003230902620891722)	(18, 0.000364300754702587)	(20, 0.00044672173992941664)	(22, 0.0005571658601333684)	(24, 0.0006263994877239052)	(26, 0.000736843607927857)	(28, 0.0009874034030174191)	(30, 0.0013550009971290793)	(32, 0.0020094236198301067)	(34, 0.002817149275053037)	(36, 0.004117752421932409)	(38, 0.006389274774783834)	(40, 0.01012129698585468)	(42, 0.015648448255165877)	(44, 0.02299875171769454)	(46, 0.033111806605026536)	(48, 0.047677243114311874)	(50, 0.06924846336787772)	(52, 0.09901232955299044)	(54, 0.13273075460928646)	(56, 0.1714191650747603)	(58, 0.22279875884546135)	(60, 0.28980537141516927)	(62, 0.37399346256526217)	(64, 0.4698523652234741)	(66, 0.5839988360838151)	(68, 0.7219896979702778)	(70, 0.8886202038033593)	(72, 1.0913576948446102)	(74, 1.3349051125110738)	(76, 1.6124775612988769)	(78, 1.9300752889325332)	(80, 2.288596684151015)	(82, 2.7143274475628627)	(84, 3.2179526356928827)	(86, 3.7913158678430277)	(88, 4.453336056962264)	(90, 4.9833936550545275)
SRR9929266_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00013846725518107378)	(4, 0.00018462300690809839)	(5, 0.00021099772218068387)	(6, 0.0002274819192260498)	(7, 0.00023737243745326937)	(8, 0.00025715347390770847)	(9, 0.00026374715272585485)	(10, 0.00027198925124853786)	(12, 0.0002967155468165867)	(14, 0.00032144184238463557)	(16, 0.0003428712985436113)	(18, 0.0003544102364753675)	(20, 0.0003610039152935138)	(22, 0.00036924601381619677)	(24, 0.00037254285322526996)	(26, 0.00037583969263434315)	(28, 0.00037913653204341635)	(30, 0.00038243337145248954)	(32, 0.00038573021086156273)	(34, 0.00040056598820239207)	(36, 0.0004121049261341482)	(38, 0.0004252922837704409)	(40, 0.0004417764808158069)	(42, 0.00046485435667931917)	(44, 0.0004945259113609778)	(46, 0.0005241974660426365)	(48, 0.0005324395645653194)	(50, 0.0005555174404288318)	(52, 0.0005917826739286368)	(54, 0.0006181573892012223)	(56, 0.0006643131409282469)	(58, 0.0007005783744280519)	(60, 0.000728601509405174)	(62, 0.0007665151626095156)	(64, 0.0008011319764047841)	(66, 0.0008917950601542966)	(68, 0.004503482632793971)	(70, 0.11370634279922964)	(72, 0.1276107630069958)	(74, 0.12908115338344245)	(76, 0.1296877718347119)	(78, 0.13006031468793716)	(80, 0.1303141713224358)	(82, 0.13052187220520742)	(84, 0.13074111202591077)	(86, 0.1309669455254323)	(88, 0.13119772428406742)	(90, 0.13135267573629386)
SRR9929266_2 - illumina_universal_adapter	(1, 1.9781036454439113e-05)	(2, 2.3077875863512298e-05)	(3, 2.967155468165867e-05)	(4, 5.2749430545170966e-05)	(5, 6.263994877239052e-05)	(6, 8.242098522682964e-05)	(7, 9.231150345404919e-05)	(8, 0.00010220202168126875)	(9, 0.00011209253990848832)	(10, 0.00014506093399922017)	(12, 0.0001846230069080984)	(14, 0.0002274819192260498)	(16, 0.00028682502858936714)	(18, 0.0003412228788390747)	(20, 0.00042694070347497755)	(22, 0.0005357364039743927)	(24, 0.0006066184512694662)	(26, 0.0007220078305870276)	(28, 0.0009758644650856629)	(30, 0.001348407318310933)	(32, 0.0020061267804210334)	(34, 0.002828688212984793)	(36, 0.004145775556909531)	(38, 0.006430485267397248)	(40, 0.010177343255808925)	(42, 0.015711088203938267)	(44, 0.023069633764989616)	(46, 0.03314972025823088)	(48, 0.04774647674190241)	(50, 0.06926329914521856)	(52, 0.09904529794708118)	(54, 0.13263514626642334)	(56, 0.1712213547102159)	(58, 0.2224773170030767)	(60, 0.2893009549855811)	(62, 0.37347421035833317)	(64, 0.4694237761002946)	(66, 0.583362546077864)	(68, 0.7212314249061909)	(70, 0.8877696192358183)	(72, 1.0904213924524333)	(74, 1.3339391385642152)	(76, 1.6114044400712237)	(78, 1.9288472162526533)	(80, 2.2864801132503896)	(82, 2.710854227245404)	(84, 3.212786488338865)	(86, 3.7845029492041773)	(88, 4.4439713846207916)	(90, 4.971518439503046)
SRR9929266_2 - polya	(1, 0.00566067326537866)	(2, 0.011848840836209028)	(3, 0.023724056387690644)	(4, 0.0368850393087108)	(5, 0.05040867456472901)	(6, 0.06392241930251999)	(7, 0.07978681053898017)	(8, 0.09946234813232893)	(9, 0.12202921388743489)	(10, 0.1525497047169299)	(12, 0.1933497408239151)	(14, 0.23444319563830784)	(16, 0.27462507435609185)	(18, 0.3127843420964094)	(20, 0.35065348796872853)	(22, 0.38233281785051276)	(24, 0.41242307113712373)	(26, 0.43775268831703307)	(28, 0.4611553028623391)	(30, 0.48412108618594285)	(32, 0.5063945332336413)	(34, 0.5289218369158384)	(36, 0.5478292109268731)	(38, 0.5659684213555938)	(40, 0.5823537132186876)	(42, 0.5985494368157596)	(44, 0.614764941449286)	(46, 0.6307875809773817)	(48, 0.645374446942826)	(50, 0.659656355262931)	(52, 0.6732920830588577)	(54, 0.6865437290636274)	(56, 0.6997146025028748)	(58, 0.7129547095697126)	(60, 0.7247788241103537)	(62, 0.7364694166549272)	(64, 0.7480874787325011)	(66, 0.7602594098307993)	(68, 0.7724873871990516)	(70, 0.7853994587446869)	(72, 0.7972911584932139)	(74, 0.8078773098357479)	(76, 0.8176936491762632)	(78, 0.8268127069817597)	(80, 0.8373609446710893)	(82, 0.8467981474795613)	(84, 0.855859510595399)	(86, 0.8644527225151482)	(88, 0.8727442736289672)	(90, 0.8785747341239132)
SRR9929266_2 - polyg	(1, 0.6560479645297004)	(2, 0.6648933846642437)	(3, 0.6650714139923337)	(4, 0.6651703191746059)	(5, 0.6652428496416055)	(6, 0.665351645342105)	(7, 0.6654901125972861)	(8, 0.6657538597500119)	(9, 0.6662714635372363)	(10, 0.6672357890643903)	(12, 0.6693210399906291)	(14, 0.6702952560360103)	(16, 0.670445262229123)	(18, 0.6705276832143499)	(20, 0.6705870263237131)	(22, 0.6706315336557356)	(24, 0.6707040641227353)	(26, 0.6707469230350532)	(28, 0.6707864851079621)	(30, 0.6708540703158481)	(32, 0.670918358684325)	(34, 0.6709447333995976)	(36, 0.6709925375710292)	(38, 0.6710815522350742)	(40, 0.6712018868735052)	(42, 0.6713502446469136)	(44, 0.6715035476794355)	(46, 0.671637069675503)	(48, 0.671796966386843)	(50, 0.6719931283316829)	(52, 0.6722881954587949)	(54, 0.6725519426115207)	(56, 0.6728189866036557)	(58, 0.6730497653622909)	(60, 0.6731832873583583)	(62, 0.6732953798982668)	(64, 0.6734008787593571)	(66, 0.6735162681386746)	(68, 0.6736019859633106)	(70, 0.6737140785032191)	(72, 0.6738607878569229)	(74, 0.6741212381702397)	(76, 0.6744377347535107)	(78, 0.674856433358463)	(80, 0.675514152820573)	(82, 0.6765988129861582)	(84, 0.6781598664463543)	(86, 0.6802368752740704)	(88, 0.6828661047028062)	(90, 0.6854590688980423)
SRR9929267_1 - illumina_universal_adapter	(1, 9.919942755317007e-06)	(2, 9.919942755317007e-06)	(3, 1.3226590340422676e-05)	(4, 2.6453180680845352e-05)	(5, 2.6453180680845352e-05)	(6, 0.00010911937030848708)	(7, 0.00011242601789359275)	(8, 0.00012234596064890975)	(9, 0.00013226590340422676)	(10, 0.0001388791985744381)	(12, 0.00016037240787762495)	(14, 0.00025626518784568935)	(16, 0.0003455446726435424)	(18, 0.0003885310912499161)	(20, 0.000489383842595639)	(22, 0.0006348763363402884)	(24, 0.0007109292307977188)	(26, 0.0009423945617551157)	(28, 0.0014747648229571282)	(30, 0.0021046811879197585)	(32, 0.002967716207632338)	(34, 0.0041696826048182485)	(36, 0.005846152930466823)	(38, 0.008425338046849244)	(40, 0.012707446669561086)	(42, 0.01909092983260758)	(44, 0.027562560945648303)	(46, 0.03833231213033747)	(48, 0.05354454434561609)	(50, 0.07599172147710592)	(52, 0.10592349541748244)	(54, 0.13989929935444317)	(56, 0.17880696816458905)	(58, 0.23052128307184916)	(60, 0.29618469081687754)	(62, 0.37720747659472176)	(64, 0.47038880554299944)	(66, 0.5779871179623379)	(68, 0.7090940413879852)	(70, 0.8635194435837975)	(72, 1.0476815275124651)	(74, 1.2684548135034228)	(76, 1.518842435266587)	(78, 1.804816198340658)	(80, 2.1318271112696836)	(82, 2.5201316971600196)	(84, 2.9802963483698726)	(86, 3.4991440742725954)	(88, 4.107026593051874)	(90, 4.5907048152394125)
SRR9929267_2 - illumina_universal_adapter	(1, 1.3226590340422676e-05)	(2, 1.3226590340422676e-05)	(3, 1.6533237925528345e-05)	(4, 2.6453180680845352e-05)	(5, 2.6453180680845352e-05)	(6, 5.2906361361690704e-05)	(7, 5.2906361361690704e-05)	(8, 6.282630411700771e-05)	(9, 7.274624687232472e-05)	(10, 8.431951342019456e-05)	(12, 0.00010250607513827574)	(14, 0.00020005217889889298)	(16, 0.00028933166369674604)	(18, 0.00033231808230311974)	(20, 0.00043317083364884264)	(22, 0.0005852766225637034)	(24, 0.0006662894883987924)	(26, 0.0009076747621115061)	(28, 0.0014433516708986245)	(30, 0.002068308064483596)	(32, 0.002966062883839785)	(34, 0.004177949223781013)	(36, 0.005859379520807245)	(38, 0.008438564637189666)	(40, 0.012722326583694061)	(42, 0.019087623185022475)	(44, 0.02757909418357383)	(46, 0.0383174322162045)	(48, 0.053508171222179934)	(50, 0.07588921540196765)	(52, 0.10573170985754632)	(54, 0.13962650092867196)	(56, 0.17828121119855725)	(58, 0.22963014154766317)	(60, 0.2950273641620905)	(62, 0.37585009776103584)	(64, 0.46875201498837216)	(66, 0.5759254231930246)	(68, 0.7067215217456718)	(70, 0.8605980204423567)	(72, 1.0443302401849606)	(74, 1.2642917441937749)	(76, 1.513755157956902)	(78, 1.7990642848663667)	(80, 2.124436753916972)	(82, 2.510643271914559)	(84, 2.9680650589525666)	(86, 3.483817762715631)	(88, 4.087560358718356)	(90, 4.567935239968375)
SRR9929267_2 - polya	(1, 0.005842846282881717)	(2, 0.013570481689273665)	(3, 0.029062125625493724)	(4, 0.04548293753312847)	(5, 0.06318011540861401)	(6, 0.08015313746296142)	(7, 0.09973510446195719)	(8, 0.12381080552911156)	(9, 0.15203965596315866)	(10, 0.18988589089848557)	(12, 0.24169609858571378)	(14, 0.2935509460153409)	(16, 0.3430051672981812)	(18, 0.38933956658447444)	(20, 0.43598313741997496)	(22, 0.47444606212992413)	(24, 0.5085524786464966)	(26, 0.5394745935386123)	(28, 0.5681200815683827)	(30, 0.595808295122265)	(32, 0.6220233971769826)	(34, 0.6470348795107219)	(36, 0.6705815169642595)	(38, 0.692800535412377)	(40, 0.7126834073416174)	(42, 0.7320306023620706)	(44, 0.7516687823700132)	(46, 0.77073325902194)	(48, 0.7880485191013458)	(50, 0.8053224460859378)	(52, 0.8214109399112695)	(54, 0.8373622078618191)	(56, 0.8530770505100338)	(58, 0.8689555722137112)	(60, 0.8835742611874635)	(62, 0.8976456999858806)	(64, 0.9116162860329521)	(66, 0.9269293709995764)	(68, 0.9411231557586426)	(70, 0.9540918275874269)	(72, 0.9666818882677168)	(74, 0.9786337659640812)	(76, 0.9894481568911693)	(78, 1.000123668619683)	(80, 1.0131006070674302)	(82, 1.0245052345884598)	(84, 1.0348616548250105)	(86, 1.0447749842851572)	(88, 1.0548453795055965)	(90, 1.0621448040497175)
SRR9929267_2 - polyg	(1, 0.6999015611013915)	(2, 0.7107539784757082)	(3, 0.7109490706832294)	(4, 0.7110515767583677)	(5, 0.7111375495955805)	(6, 0.7112334423755485)	(7, 0.7114086946975592)	(8, 0.7116765331519527)	(9, 0.7119906646725377)	(10, 0.7125660213523461)	(12, 0.7134108698103405)	(14, 0.7138407339964044)	(16, 0.7139415867477501)	(18, 0.7140077196994522)	(20, 0.7140672393559842)	(22, 0.714126759012516)	(24, 0.7141631321359521)	(26, 0.7142276117638617)	(28, 0.7142953980393564)	(30, 0.7144028640858723)	(32, 0.714500410189633)	(34, 0.7145599298461649)	(36, 0.7146128362075266)	(38, 0.7146888891019839)	(40, 0.7147831285581594)	(42, 0.7149153944615637)	(44, 0.7150873401359892)	(46, 0.7152410992486966)	(48, 0.7153799784472711)	(50, 0.7155105910268826)	(52, 0.7155949105403029)	(54, 0.7156775767299306)	(56, 0.7157470163292178)	(58, 0.7158214158998826)	(60, 0.7158908554991699)	(62, 0.7159652550698348)	(64, 0.7160297346977443)	(66, 0.7161041342684091)	(68, 0.7161653072487336)	(70, 0.7162297868766432)	(72, 0.7163107997424782)	(74, 0.716393465932106)	(76, 0.7164678655027708)	(78, 0.7165720249017016)	(80, 0.7167175173954463)	(82, 0.7169638626405366)	(84, 0.7172201278283823)	(86, 0.7174879662827759)	(88, 0.7178417775743822)	(90, 0.7181575624187598)
SRR9929268_1 - illumina_universal_adapter	(1, 2.6445181221885055e-05)	(2, 2.9750828874620685e-05)	(3, 4.627906713829884e-05)	(4, 8.925248662386206e-05)	(5, 0.00010578072488754022)	(6, 0.00022147839273328732)	(7, 0.00023470098334422984)	(8, 0.000251229221607908)	(9, 0.0002710631075243218)	(10, 0.00031899499848898845)	(12, 0.00037849665623822986)	(14, 0.00048097173347303444)	(16, 0.0005801411630551034)	(18, 0.0006396428208043448)	(20, 0.0007569933124764597)	(22, 0.001023097948521678)	(24, 0.0011536710308047355)	(26, 0.0015139866249529194)	(28, 0.0023123005330885744)	(30, 0.00326928552855554)	(32, 0.00466922730948908)	(34, 0.00640965079865439)	(36, 0.008712034388784758)	(38, 0.012649060743192895)	(40, 0.01931159358728156)	(42, 0.029066559810504412)	(44, 0.04157017205697694)	(46, 0.05719266286380553)	(48, 0.08118340070353439)	(50, 0.11576212797497545)	(52, 0.16182632801584648)	(54, 0.21494478014765533)	(56, 0.27552242620786216)	(58, 0.35443484697396715)	(60, 0.45561576315272573)	(62, 0.581258471961728)	(64, 0.7239500585397143)	(66, 0.8872176489321535)	(68, 1.0810575216409182)	(70, 1.3099471764116388)	(72, 1.583307709054612)	(74, 1.902251470004983)	(76, 2.259778750358084)	(78, 2.6670990013043427)	(80, 3.1185050221713095)	(82, 3.644845116854314)	(84, 4.266723387172857)	(86, 4.957185582166533)	(88, 5.742133104018352)	(90, 6.362363508982007)
SRR9929268_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00022147839273328732)	(4, 0.0003371760605790344)	(5, 0.00036362124180091946)	(6, 0.0003867607753700689)	(7, 0.0004065946612864827)	(8, 0.0004165116042446896)	(9, 0.0004264285472028965)	(10, 0.0004379983139874712)	(12, 0.00045122090459841376)	(14, 0.0004677491428620919)	(16, 0.0004892358526048735)	(18, 0.0004892358526048735)	(20, 0.0004974999717367126)	(22, 0.000502458443215816)	(24, 0.0005074169146949195)	(26, 0.0005156810338267585)	(28, 0.000528903624437701)	(30, 0.000538820567395908)	(32, 0.000547084686527747)	(34, 0.0005735298677496321)	(36, 0.0006115448157560919)	(38, 0.0006297258778461378)	(40, 0.0006594767067207585)	(42, 0.0006974916547272184)	(44, 0.000727242483601839)	(46, 0.0007569933124764597)	(48, 0.0007850913175247126)	(50, 0.0008214534417048044)	(52, 0.0008710381564958389)	(54, 0.0009354982857241838)	(56, 0.0010280564200007814)	(58, 0.0010974750207082297)	(60, 0.001175157740547517)	(62, 0.001274327170129586)	(64, 0.0013883720141489653)	(66, 0.0016197673498404594)	(68, 0.015229118736153055)	(70, 0.4071268705585731)	(72, 0.4556240272718576)	(74, 0.46034283929613773)	(76, 0.46224523952028707)	(78, 0.4634567593850146)	(80, 0.4642616845884558)	(82, 0.46501371942945313)	(84, 0.4656103888307719)	(86, 0.4660401230256276)	(88, 0.4664235781533449)	(90, 0.4667177807944384)
SRR9929268_2 - illumina_universal_adapter	(1, 2.6445181221885055e-05)	(2, 2.6445181221885055e-05)	(3, 3.3056476527356315e-05)	(4, 7.602989601291953e-05)	(5, 9.255813427659768e-05)	(6, 0.00012892025845668962)	(7, 0.00014214284906763217)	(8, 0.00015867108733131033)	(9, 0.00017850497324772412)	(10, 0.00022808968803875857)	(12, 0.00028593852196163213)	(14, 0.0003884135991964367)	(16, 0.00048427738112577)	(18, 0.0005470846865277471)	(20, 0.0006693936496789655)	(22, 0.000923928518939609)	(24, 0.0010594600727017699)	(26, 0.0014346510812872641)	(28, 0.002252798875339333)	(30, 0.003221353637590873)	(32, 0.00463121236148262)	(34, 0.006389816912737976)	(36, 0.008712034388784758)	(38, 0.012660630509977469)	(40, 0.019283495582233308)	(42, 0.028995488385970596)	(44, 0.04147265545122124)	(46, 0.057078618019786156)	(48, 0.08097845054906477)	(50, 0.11542329909057004)	(52, 0.16128254897697147)	(54, 0.21413489647273512)	(56, 0.27426462727599626)	(58, 0.3528035098573421)	(60, 0.453392715106261)	(62, 0.5784222262756809)	(64, 0.7205369773382647)	(66, 0.8830442687705748)	(68, 1.0761519405242583)	(70, 1.3040184973464575)	(72, 1.5761625516532236)	(74, 1.893699759527356)	(76, 2.2493510848375298)	(78, 2.654487955509156)	(80, 3.102461061288757)	(82, 3.6246145532195717)	(84, 4.241615340426504)	(86, 4.926110841406992)	(88, 5.7045710297403165)	(90, 6.3190925812076975)
SRR9929268_2 - polya	(1, 0.006872441470037378)	(2, 0.014349816460525378)	(3, 0.030051642811019626)	(4, 0.04619973159463319)	(5, 0.06292630871747548)	(6, 0.08005948050160426)	(7, 0.10022393118329162)	(8, 0.12442788329662191)	(9, 0.15134577213284817)	(10, 0.1889574311256742)	(12, 0.2384925612019176)	(14, 0.2883235467430809)	(16, 0.336356259961156)	(18, 0.3825609500272683)	(20, 0.4285127580479463)	(22, 0.4664996080493578)	(24, 0.5054798051704164)	(26, 0.5365495874584786)	(28, 0.5646442868590786)	(30, 0.5920629813146944)	(32, 0.6184767588838784)	(34, 0.6446971560653776)	(36, 0.6671524205704107)	(38, 0.6886259077225814)	(40, 0.7086812720317284)	(42, 0.7276226330819036)	(44, 0.7467458047529791)	(46, 0.7651698319455013)	(48, 0.7821443326422988)	(50, 0.7988543815268774)	(52, 0.8143000201842846)	(54, 0.8294894711486048)	(56, 0.8447136314132788)	(58, 0.8605014046027442)	(60, 0.8755007808270321)	(62, 0.8902489278297121)	(64, 0.907674649431108)	(66, 0.9298208358806104)	(68, 0.9514596054154177)	(70, 0.973614055984052)	(72, 0.9879770950351883)	(74, 0.9993997604992162)	(76, 1.0101017947749478)	(78, 1.0201030317482995)	(80, 1.0317984131436782)	(82, 1.0421153394678662)	(84, 1.0517513023755904)	(86, 1.0611575227714498)	(88, 1.0699968245948648)	(90, 1.076414739512651)
SRR9929268_2 - polyg	(1, 0.9698109083595796)	(2, 0.9790501935489757)	(3, 0.9792485324081398)	(4, 0.9793873696095547)	(5, 0.9794832333914841)	(6, 0.9796286818882044)	(7, 0.9797774360325776)	(8, 0.9801840306938641)	(9, 0.9813740638488488)	(10, 0.9837607414541241)	(12, 0.9891687810139995)	(14, 0.9912744785687921)	(16, 0.9915372775571846)	(18, 0.991674461934773)	(20, 0.991763714421397)	(22, 0.9918595782033263)	(24, 0.9919108157419436)	(26, 0.9919670117520403)	(28, 0.9920149436430048)	(30, 0.9920562642386641)	(32, 0.9920777509484069)	(34, 0.9920975848343232)	(36, 0.9921355997823298)	(38, 0.9921984070877317)	(40, 0.9923174104032302)	(42, 0.9924430250140341)	(44, 0.9925802093916226)	(46, 0.9926909485879893)	(48, 0.9927752426031341)	(50, 0.9928744120327162)	(52, 0.992995068172041)	(54, 0.993107460192234)	(56, 0.9932991877560926)	(58, 0.9935190133249996)	(60, 0.9936677674693727)	(62, 0.9938198272613985)	(64, 0.9939008156288905)	(66, 0.9939999850584726)	(68, 0.9940941960165757)	(70, 0.9942280747465113)	(72, 0.9943784817147108)	(74, 0.9945850846930069)	(76, 0.994819785676351)	(78, 0.995152003265451)	(80, 0.9958990796349692)	(82, 0.9972345612866744)	(84, 0.9991601010443929)	(86, 1.0014641374583495)	(88, 1.00452186153713)	(90, 1.0074159560571)
SRR9929269_1 - illumina_universal_adapter	(1, 2.8139872472208445e-05)	(2, 2.8139872472208445e-05)	(3, 4.924477682636478e-05)	(4, 6.3314713062469e-05)	(5, 6.683219712149506e-05)	(6, 0.0002075315594825373)	(7, 0.00021808401165961545)	(8, 0.00022863646383669363)	(9, 0.00024270640007279784)	(10, 0.00028491620878111053)	(12, 0.00032712601748942317)	(14, 0.00044144424940777)	(16, 0.0005504862552375777)	(18, 0.0006050072581524817)	(20, 0.0007421891364544977)	(22, 0.0009761018263797304)	(24, 0.0011660459655671376)	(26, 0.0016444237975946812)	(28, 0.002687357821095907)	(30, 0.00414711370559172)	(32, 0.006130974714882415)	(34, 0.008746224112768288)	(36, 0.012144113713787458)	(38, 0.018007759640183894)	(40, 0.02693337543996251)	(42, 0.039575213148102154)	(44, 0.05563428661958561)	(46, 0.07559600865455848)	(48, 0.10323463964835572)	(50, 0.14246689810070284)	(52, 0.19256818229544045)	(54, 0.2488303398195622)	(56, 0.3108066501975718)	(58, 0.3901769192474652)	(60, 0.4901807497876055)	(62, 0.6109465299861472)	(64, 0.7451033719974008)	(66, 0.896265490692016)	(68, 1.0737630125365594)	(70, 1.282578453700641)	(72, 1.528918414806413)	(74, 1.8170249816290602)	(76, 2.1365409223567804)	(78, 2.494515275043862)	(80, 2.894885863094385)	(82, 3.3605550252166676)	(84, 3.908656426262225)	(86, 4.5194218058193325)	(88, 5.215917065605052)	(90, 5.771160718032463)
