"","mip6_20_vs_0_logFC","mip6_20_vs_0_padj","mip6_120_vs_20_logFC","mip6_120_vs_20_padj","WT_20_vs_0_logFC","WT_20_vs_0_padj","WT_120_vs_20_logFC","WT_120_vs_20_padj","0_mip6d_vs_WT_logFC","0_mip6d_vs_WT_padj","20_mip6d_vs_WT_logFC","20_mip6d_vs_WT_padj","120_mip6d_vs_WT_logFC","120_mip6d_vs_WT_padj"
"Q0144",1.48420574353478,0.154928978427509,-0.573981244297778,0.585866807404609,0.881012039801015,0.424967399535508,0.245684782387744,0.827982929020403,0.0927059314946224,0.99632289440985,0.69589963522839,0.552166826524378,-0.123766391457132,NA
"Q0160",-0.108980794355398,0.651359928046054,0.261981016284158,0.272035871379708,-0.519344319393413,0.0119103261438209,0.640710861803416,0.00210828113533034,-0.273184841999743,0.720704897709565,0.137178683038272,0.643137425269799,-0.241551162480987,0.93568820397365
"Q0182",0.00357177338064758,0.993783859491305,0.318616807819981,0.471931416827074,-0.0924949255301287,0.836102328853059,0.731820886670697,0.0541986999752504,-0.00135383570278509,0.999663464061523,0.0947128632079912,0.867762603748572,-0.318491215642724,NA
"Q0250",0.602035491954807,0.000840055412962764,0.68607855337479,0.000194005665384019,0.269053661042882,0.159280540330789,0.739276744490941,4.25778760189326e-05,-0.315533277214054,0.635785269986414,0.017448553697871,0.955173829312197,-0.0357496374182802,0.998144679236324
"Q0255",0.574011444744913,0.0859490659825369,0.788959064582585,0.0144110416398543,0.161453528749235,0.657087426536442,1.15541304106034,0.000130194984058713,-0.131516850323866,0.956923585399006,0.281041065671812,0.502395250962499,-0.0854129108059412,NA
"Q0275",0.50304878080876,0.000129187487534841,0.331026508516609,0.0190999164709308,0.406624516313128,0.00210474199036399,0.361818849538107,0.00852182896305375,-0.0918733902515225,0.894256281602016,0.00455087424410907,0.982205207474856,-0.0262414667773891,0.998144679236324
"Q0297",0.223263590543925,0.421507951165876,-1.12141604904498,8.13985706343058e-06,-0.179794403270722,0.51904009334975,-0.300287510654755,0.285279832845502,-0.258675726379988,0.805895165678316,0.144382267434658,0.688986054434326,-0.676746270955564,0.156931880635921
"YAL001C",-0.0321141299356719,0.741281080131338,-0.0771450568622758,0.43068770211694,-0.100795871810646,0.244758056270207,0.0177770729315366,0.872611422913567,-0.0155407114116734,0.981721207304705,0.0531410304633008,0.647287810703218,-0.0417810993305117,0.998144679236324
"YAL002W",0.484396135893262,7.19480306472106e-19,0.0387917361618425,0.582580123067231,0.347235522430942,2.14458072251493e-10,0.29238524098159,9.4729423688526e-08,0.0717256097898071,0.750162620308642,0.208886223252128,0.000943338013522487,-0.0447072815676199,0.998144679236324
"YAL003W",-0.462699358003414,0.00230068904463451,-0.184417014115072,0.298247513581667,-0.53447004995918,0.000355846469547569,-0.283345422005443,0.0852422835471665,-0.207253258925687,0.708939799383312,-0.135482566969922,0.509011793062716,-0.0365541590795511,0.998144679236324
"YAL005C",3.03952169826147,6.88116128271425e-93,-1.71348952485821,1.91462593092714e-29,2.78070849603753,6.34901814400396e-78,-1.79574929053958,1.73692078089528e-32,-0.249157521026998,0.677004477815914,0.0096556811969371,0.970276500007938,0.0919154468783144,0.998144679236324
"YAL007C",-0.568629066590018,6.35651454329862e-23,0.0825683034994939,0.241986955727037,-0.590092289359344,9.40172253572483e-26,0.0455715798060135,0.536568459548926,-0.118644356462375,0.532218166730767,-0.0971811336930486,0.198594453776957,-0.0601844099995682,0.986394355111382
"YAL008W",0.940186066839157,2.92057104122696e-18,-0.245922106617821,0.0407781641470385,0.839997621729303,4.57189883233008e-15,-0.125401926817142,0.325674716924552,0.0636302165637675,0.925913647340865,0.163818661673622,0.23654815794257,0.0432984818729433,0.998144679236324
"YAL009W",0.18890952640067,0.0289996755520712,0.0542090267555253,0.595381136255872,0.0965525476148981,0.268555378731501,0.0982700593462746,0.272974770649633,-0.131534763167655,0.671871043934638,-0.039177784381883,0.745945140225405,-0.0832388169726323,0.966427713508483
"YAL010C",0.00166302835440718,0.990248360120433,0.0919899348926073,0.490135015774728,0.0464657278109235,0.718489837374953,0.118078090934605,0.342338137077106,0.0660759614133079,0.919509745739994,0.0212732619567915,0.902562191558709,-0.00481489408520577,0.998144679236324
"YAL011W",0.151004051072557,0.184255445763868,0.144721308358677,0.219253541096605,0.275903527439171,0.00714073699353722,-0.094852974391576,0.423941188959669,-0.0845410544313952,0.865470387268596,-0.209440530798009,0.0893159255977001,0.0301337519522439,0.998144679236324
"YAL012W",-0.0270893604806753,0.861414739230512,-0.69692196377959,4.85549355631449e-08,-0.219131463646397,0.105209640439272,-0.545346539487066,2.40702553162686e-05,0.107726345842955,0.860060632327186,0.299768449008676,0.0477709801296296,0.148193024716153,0.941089372529243
"YAL013W",-0.0570245251542226,0.764978873468763,-0.059962127040858,0.772866343507168,-0.00750716035151991,0.970737232146932,0.0769034603786676,0.702206472533603,0.114733646767943,0.884914774774494,0.0652162819652401,0.782754600604156,-0.0716493054542856,0.998144679236324
"YAL014C",0.225092363381826,0.0430416121950085,-0.132266830999599,0.285117765752898,0.355281498746083,0.000727140187193352,-0.29240251940145,0.00741911793894466,0.0634532875843927,0.919509745739994,-0.066735847779864,0.664710659445191,0.0933998406219867,0.998144679236324
"YAL015C",0.369970880416091,0.000195395079902432,0.151726309480552,0.170153073935176,0.573611480213435,1.14632682928888e-09,0.119485423231795,0.274656848816655,0.0442264063416445,0.952632531196249,-0.1594141934557,0.184692620287344,-0.127173307206942,0.899741615428831
"YAL016C-A",-0.252601117806042,0.0896382125407934,0.0126805691784668,0.951056620586421,0.0249959728795424,0.883835609221883,-0.164401605766902,0.298927575557355,0.0898845410048418,0.906824310402455,-0.187712549680742,0.290156712763113,-0.0106303747353739,0.998144679236324
"YAL016C-B",1.42050171571405,0.0466328042866549,-0.669196256995974,0.364940534578054,-0.370852831695927,0.641319679694125,0.888997928813384,0.222259446114842,-0.52986987847088,0.881896338944309,1.2614846689391,0.109844270710443,-0.296709516870261,NA
"YAL016W",0.248608432070126,0.00419273421399041,-0.390833510943962,6.12720053920198e-06,-0.126865646527032,0.163406207690658,-0.218650454660157,0.015171053588422,-0.124454112208116,0.707856753805704,0.251019966389042,0.0106345972377707,0.0788369101052371,0.998144679236324
"YAL017W",0.696972063442291,5.66234425828981e-11,-0.247542680240652,0.0379933864294607,0.14402446723029,0.227007660059094,0.239372850290464,0.0423728696143593,0.11577792543125,0.808976530238375,0.668725521643251,1.02674005003729e-08,0.181809991112135,0.735737134021085
"YAL018C",2.03197969717608,0.00333246926844053,1.17592203461558,0.026248887510388,3.07947727201992,0.000198955425366083,1.19126207636489,0.0164577890766077,1.10079760815006,0.778503016881672,0.0533000333062199,0.95330964325296,0.0379599915569144,NA
"YAL019W",-0.135688003192031,0.121912327081112,0.150619629571077,0.0986918621499528,-0.264523719425525,0.00117485105430206,0.251403145064942,0.00278902524866698,-0.143798526321544,0.635785269986414,-0.0149628100880502,0.909738191722634,-0.115746325581915,0.868217366447354
"YAL019W-A",-0.566853688768066,0.185255546362956,0.688725612753962,0.114705889955236,0.52647906266701,0.203982412605514,0.344762009244397,0.440876282992747,0.515704485633619,0.727836635247298,-0.577628265801457,0.239312334741214,-0.233664662291892,NA
"YAL020C",0.0758225161633144,0.559562724997595,0.195775485963976,0.116667864147678,0.32086966140562,0.00430487757756142,0.145000372046516,0.247602469132002,0.178150835189878,0.671871043934638,-0.066896310052428,0.683864320626549,-0.0161211961349684,0.998144679236324
"YAL021C",0.139023649949493,0.395265383611876,-0.37113675458854,0.0173318256607958,-0.359244451311349,0.0155873799809333,0.18119380045799,0.2802953875228,0.0251777837511238,0.984895305856995,0.523445885011965,0.0014059737272437,-0.0288846700345657,0.998144679236324
"YAL022C",-0.0215028415566387,0.835400269499779,-0.30031722277158,0.000736846146856038,-0.0553351155949036,0.575339027308469,-0.275735217210947,0.00172448354489269,0.0732119313642648,0.856845886234194,0.10704420540253,0.333016060307128,0.082462199841897,0.998144679236324
"YAL023C",-0.533690667401948,1.64731324592426e-06,0.175325619712327,0.175377581682811,-0.525444029380107,2.25426339482833e-06,0.159313581575579,0.216101076721665,-0.0215259280131174,0.981721207304705,-0.0297725660349591,0.86606238294354,-0.0137605278982115,0.998144679236324
"YAL024C",-0.109533127269339,0.498130353735011,0.441349748079144,0.00278907681151032,-0.304050346731973,0.0360154602322585,0.560392371943058,7.49468788810268e-05,-0.143666509217564,0.813043962309185,0.0508507102450712,0.81398952978485,-0.0681919136188429,0.998144679236324
"YAL025C",-0.485271148698903,0.00429038618035961,0.223167742287715,0.251741669182162,-0.0851574235683563,0.663556167053155,-0.0588434786406054,0.78960470058398,-0.0777148181922774,0.944215557924027,-0.477828543322824,0.0132074112348088,-0.195817322394503,0.941089372529243
"YAL026C",-0.171153952801464,0.00256876347815843,-0.287744558763338,3.1952780672941e-07,-0.333722789913365,5.51288902981582e-10,-0.221314454069441,9.02476152638651e-05,-0.0744839803029621,0.722338441519795,0.0880848568089381,0.208641167602426,0.0216547521150411,0.998144679236324
"YAL026C-A",-0.319100336417956,0.0188105775748837,-0.224461742648808,0.133707778139165,-0.177315910746725,0.193224828228619,-0.259889749550371,0.0590428091752613,0.0153652774984014,0.99371311159815,-0.126419148172829,0.474134444736088,-0.0909911412712669,0.998144679236324
"YAL027W",-0.165934175685852,0.43165151771181,-0.0270478578447337,0.918316129374732,0.225302292923414,0.25650192891843,-0.380595141633454,0.0519379294948703,0.0603001722983856,0.97416601260838,-0.33093629631088,0.14286362363858,0.0226109874778405,0.998144679236324
