"","mip6_20_vs_0_logFC","mip6_20_vs_0_padj","mip6_120_vs_20_logFC","mip6_120_vs_20_padj","WT_20_vs_0_logFC","WT_20_vs_0_padj","WT_120_vs_20_logFC","WT_120_vs_20_padj","0_mip6d_vs_WT_logFC","0_mip6d_vs_WT_padj","20_mip6d_vs_WT_logFC","20_mip6d_vs_WT_padj","120_mip6d_vs_WT_logFC","120_mip6d_vs_WT_padj"
"YCL043C",0.607178429188267,1.54975923391995e-09,-0.701122268413284,5.23556090558414e-12,0.491681544584474,1.24821353588671e-06,-0.546320392846319,1.02149953547442e-07,0.00726601991713397,0.996369902468643,0.122762904520927,0.365543788614717,-0.0320389710460375,0.998144679236324
"YCL044C",0.99525413761902,0.000584998966063487,-0.857098524982751,0.00479768979543095,0.291803241392344,0.36382311943692,-0.123093224995874,0.74651092896208,0.100491365417702,0.97160831247812,0.803942261644378,0.0154349261869746,0.0699369616575015,0.998144679236324
"YCL045C",-0.0646541278369752,0.616042920282697,-0.22147565668518,0.069882888817337,-0.510019558621577,2.50789834702216e-06,0.114681833495802,0.380293035026888,-0.0807021176920343,0.884914774774494,0.364663313092568,0.00378890554302698,0.0285058229115852,0.998144679236324
"YCL046W",-0.510589864532275,0.0132212873963339,0.0870800926498389,0.740767506738677,-0.356607108415109,0.0882766842004685,0.192654527864481,0.416188302986516,0.242546503543738,0.754343621319688,0.0885637474265717,0.769932952421245,-0.0170106877880707,0.998144679236324
"YCL047C",0.181347784225538,0.0763998222330228,0.231839619105994,0.0225241213420098,0.340933424389467,0.000290657302358457,0.228383340359828,0.0187058570714572,0.0598546815296256,0.914769825398465,-0.099730958634304,0.428641165900928,-0.0962746798881376,0.966427713508483
"YCL048W",0.802922311986419,0.00896442935013789,0.400632817814765,0.18477812593121,1.20088556544029,3.1858250975305e-05,0.418557471802616,0.126340440097007,0.218567202573352,0.900736265960357,-0.179396050880517,0.642392856665822,-0.197320704868368,NA
"YCL048W-A",4.810438878026,7.15252705938274e-43,-1.2208136789305,2.51969359655806e-09,4.81651174485254,1.62956740495183e-28,-1.10246758521157,3.27865312059384e-07,0.851334261781305,0.689592479999162,0.845261394954771,0.000181954667955071,0.726915301235835,NA
"YCL049C",0.809787274869775,4.67818547869779e-10,-0.368437531161156,0.00925072647888999,1.10944918513029,3.19840245209761e-18,-0.370706941190731,0.00732672626475844,0.250117346344815,0.600676110722165,-0.0495445639157039,0.806028890434513,-0.0472751538861285,0.998144679236324
"YCL050C",0.395031519038841,4.92082790368697e-09,-0.76951876529128,3.8374642609315e-31,0.514040323575215,6.7862726455394e-15,-1.08817204595473,8.96056731135522e-63,-0.102671365213203,0.703187891126529,-0.221680169749577,0.00488579276550714,0.0969731109138744,0.878467413974937
"YCL051W",-0.0675080047480773,0.578185187272475,-0.141629824220504,0.242355453170116,-0.0155360115731428,0.905606036130755,-0.122607714818789,0.306745805005628,0.0469486501435887,0.948262714616943,-0.00502334303134584,0.975301447280157,-0.0240454524330611,0.998144679236324
"YCL052C",0.123163241120079,0.261953213484699,-0.134862312909038,0.24098305020734,0.204752654329601,0.045852602024797,-0.194560649503869,0.0690635667606775,0.0821465241288536,0.861503451156381,0.000557110919332135,0.996515736285874,0.0602554475141625,0.998144679236324
"YCL054W",-0.174785938451435,0.24689422969631,0.0563026840622222,0.754546785956637,-0.128962215150217,0.399859548777033,-0.0456087445983863,0.803311193950902,-0.17483491591353,0.738256485185915,-0.220658639214749,0.19572311808653,-0.11874721055414,0.998144679236324
"YCL054W-A",-0.583011840068302,0.00181373883684072,0.494040241109776,0.0115140378831493,-0.404728859945183,0.0234627732633139,0.105058998636467,0.631919946834343,-0.258638644395862,0.704473352728938,-0.43692162451898,0.0436434851312756,-0.0479403820456711,NA
"YCL055W",0.237201853256381,0.00612085121663419,-0.982469631595046,3.38244814589872e-33,0.000582218762872192,0.99598742886763,-1.02226536077189,1.80160347436381e-36,-0.0558360090053234,0.90437377502627,0.180783625488186,0.0718225657997869,0.220579354665031,0.224476326313514
"YCL056C",0.037388364043793,0.790658457754809,0.0840525278141342,0.549419962867444,0.127830177082996,0.297495080501939,0.0305118520300625,0.835673079403369,0.0735524136014984,0.909611078898054,-0.0168893994377045,0.928008320534676,0.0366512763463672,0.998144679236324
"YCL057C-A",0.207815936204337,0.0479464895942424,-0.0496593241076668,0.699687658092859,0.341906801817037,0.000549985890764296,-0.232975366740105,0.0255178471871575,0.115621357890435,0.782169223800475,-0.0184695077222652,0.90776585864884,0.164846534910173,0.727996216384455
"YCL057W",0.724763817993321,3.3485998437775e-21,-0.741793258494472,9.2148394155527e-22,0.618109787202332,7.88218152771017e-16,-0.744556760328873,3.50942741308208e-22,-0.0832001890037767,0.813043962309185,0.0234538417872114,0.850338585098342,0.0262173436216123,0.998144679236324
"YCL058C",0.12552192850297,0.613310411004608,0.21721533533546,0.390826202702771,0.0667427334661544,0.795513603935798,0.255808249950048,0.284566277262945,0.0057917392905852,0.997935113403704,0.0645709343274013,0.843649569996864,0.0259780197128132,0.998144679236324
"YCL059C",-0.951392982600224,4.13703215564059e-17,0.599855899729715,4.22158486565118e-07,-0.739488199421902,4.50921717732848e-11,0.256356469709531,0.0407821770717598,-0.241173435918176,0.502721274861204,-0.453078219096498,0.000617686271170968,-0.109578789076314,0.998144679236324
"YCL061C",-0.00449096081517904,0.986790801078631,-0.120117651915881,0.686786385723067,-0.713187844236316,0.00200431101999637,0.448995401948602,0.0731657107144503,-0.193038538848828,0.860060632327186,0.515658344572309,0.0600540818541393,-0.0534547092921734,0.998144679236324
"YCL063W",-0.568648563429622,2.94140545234294e-05,0.227528673174095,0.143390234634306,-0.516491020371779,0.000130961908853557,0.216579649713183,0.154292199605755,0.020142276304822,0.989119258598139,-0.0320152667530209,0.883766620204158,-0.0210662432921098,0.998144679236324
"YCL064C",0.375182309827599,0.09802554349728,-0.462236885010927,0.0471800494396886,0.0506990404856775,0.847381041804562,-0.180237934437753,0.489551352411249,0.100367897832891,0.942872335438418,0.424851167174813,0.0999450380320221,0.142852216601639,0.998144679236324
"YCL066W",1.56276527317934,0.35777662583752,-0.148025224084062,0.93331527291964,0.983395535670788,0.578895874020702,0.382222943074544,0.817249265191528,0.0768095957681413,0.996369902468643,0.65617933327669,0.727564493271735,0.125931166118084,NA
"YCL067C",-0.0701383327592731,0.705583640085843,0.238132184332069,0.162615429616624,0.0984837832854097,0.560409157759472,0.169028876040155,0.297562389235818,-0.0342682666961152,0.979504050818468,-0.202890382740798,0.289386642457176,-0.133787074448884,NA
"YCR001W",0.106941244953423,0.712290498933695,0.838293852017636,0.000221001277263909,0.80160516773815,0.000612546806716082,0.354550560055745,0.115450998506706,0.341553679127645,0.715581915103975,-0.353110243657083,0.211720340308415,0.130633048304807,NA
"YCR002C",-0.299336004924678,0.000253510374005555,-0.11509425385919,0.224099221372823,-0.382145766026165,1.35353744654244e-06,-0.041131997457499,0.69500396151735,-0.038132037254404,0.942872335438418,0.0446777238470828,0.712922364289991,-0.0292845325546086,0.998144679236324
"YCR003W",-0.0955825262296417,0.445500776172158,0.0749751798526129,0.585917895611495,0.106807214268584,0.371225057272878,-0.268960418137006,0.0170123451923293,-0.0489857673616794,0.948501132392792,-0.251375507859905,0.0508281060130328,0.0925600901297139,0.998144679236324
"YCR004C",0.217378499896434,0.00265984857240524,-0.465057692240914,3.60589596305905e-11,0.0581202709255895,0.474485703533999,-0.328138185232074,4.09672770099656e-06,0.109290131778993,0.689592479999162,0.268548360749838,0.000780145319430107,0.131628853740997,0.634805892132341
"YCR005C",1.11986955654081,4.48523110453269e-07,-0.317794906131659,0.224638922967283,1.13045949474269,3.2351183929278e-07,0.0296433639928512,0.923809992625085,0.41975992626146,0.599615144524872,0.409169988059579,0.140982401295896,0.0617317179350695,0.998144679236324
"YCR006C",-0.0580533270370363,0.74195981194404,0.207991941759706,0.20332917166284,0.160327746474407,0.306107213768422,-0.00348316456499954,0.984053069314046,0.189412009349597,0.735151184121085,-0.0289690641618463,0.899591977148317,0.182506042162859,NA
"YCR007C",0.801102157899286,0.0412723317536644,1.02005219282331,0.0100683931483798,0.826989653319495,0.0319870566776427,0.867600659383172,0.0282352149002306,-0.0781966020509184,0.981527487175717,-0.104084097471127,0.857398815858099,0.0483674359690077,0.998144679236324
"YCR008W",-0.0629792661451062,0.346577769960738,0.386739215432248,3.01393475716383e-11,0.0909541513411125,0.14764471277161,0.182935436792792,0.00251422889619348,0.0227403007386343,0.961793752085961,-0.131193116747584,0.0636755550544408,0.0726106618918718,0.92989337522772
"YCR009C",-0.334390809395191,0.00366187816227744,-0.158695042766916,0.226838676542605,-0.409284777880926,0.000278864716196913,-0.00241349725833396,0.986429349989047,0.0526459320831211,0.945160176373295,0.127539900568856,0.393861587417379,-0.0287416449397254,0.998144679236324
"YCR010C",0.572186452469215,0.0289996755520712,0.335016948367817,0.215176631447559,0.379200192098406,0.156791771377283,0.647625605231461,0.00749274052341305,0.167746952901946,0.908269149170508,0.360733213272756,0.235725709989346,0.0481245564091114,NA
"YCR011C",0.244747625243716,0.000203855260821367,-0.241058152624026,0.000390765123239104,0.223768408682715,0.00066193205593968,-0.290900073238052,9.73937400435183e-06,0.0790994125467243,0.768145954327798,0.100078629107726,0.224342676664532,0.149920549721752,0.34315950541908
"YCR012W",0.756452779000001,2.75452366229051e-08,-0.778973553977571,2.10614862172422e-08,0.479066717194639,0.000598250501011064,-0.54667947793708,0.000116256243244294,-0.109278702856686,0.875533022684819,0.168107358948676,0.357600974515717,-0.0641867170918154,0.998144679236324
"YCR013C",1.0667015787232,0.000433551032818328,-0.590585043738446,0.0785235942598114,0.578614615394882,0.0677274132659731,-0.492947132862871,0.145403000512805,-0.18648581046283,0.914769825398465,0.301601152865486,0.459592579240096,0.203963241989912,0.998144679236324
"YCR014C",0.096174858644508,0.316640784635519,0.271846772312673,0.00169663268509741,0.0478997951846141,0.620376823576637,0.398574038293562,4.47071112984011e-07,-0.0450555914328496,0.929766434596597,0.00321947202704428,0.979956055164042,-0.123507793953845,0.800416934619117
"YCR015C",0.221281700640957,0.0581746434960579,0.10224318559431,0.436855031508641,0.0505887352065411,0.691743497610631,0.197104823864182,0.0848441943570066,-0.146201427389448,0.727820792377625,0.0244915380449679,0.88686932980099,-0.0703701002249044,0.998144679236324
"YCR016W",-0.450952848963892,0.0014360586644831,0.154739160250863,0.356580363820079,-0.230396787640793,0.11346940949737,-0.0536603593462844,0.768197039213529,-0.210314940128812,0.692098198504441,-0.430871001451911,0.00716367673218542,-0.222471481854763,0.771942633801801
"YCR017C",-0.449782251186184,5.97683005587881e-07,-0.105314581642762,0.337040871696014,-0.705976503710171,8.25120677256874e-16,0.0478357710801101,0.689109230205157,0.00901265739505318,0.99632289440985,0.26520690991904,0.0125251074684203,0.112056557196168,0.933573504254687
"YCR018C",0.283231071470219,0.032719833558561,0.146324398764886,0.331054128264235,0.474110549945235,0.00015491718219334,0.138325001918865,0.34540590090815,-0.0675762411412604,0.929098377355341,-0.258455719616277,0.0909186538845017,-0.250456322770255,0.526957421560326
"YCR018C-A",0.244197950342626,0.177450024396149,0.332737474830072,0.066631191354289,-0.163884414839129,0.370895692043368,0.545759800229218,0.00111491849708124,-0.316781829674538,0.570252266806705,0.0913005355072171,0.709814337342434,-0.121721789891929,0.998144679236324
"YCR019W",0.168092289704222,0.100029530453005,-0.126964888577231,0.244958146299774,0.252718077768695,0.00744371940047681,-0.126825857200972,0.219675859345125,0.0185351335969464,0.981721207304705,-0.066090654467526,0.619448198611808,-0.0662296858437848,0.998144679236324
"YCR020C",0.404964599952312,0.0470625767863025,0.554176604085359,0.00412390071591868,0.50594257616601,0.00753631020658807,0.440494210567673,0.0180359838572993,-0.0679540751842085,0.971560147248308,-0.168932051397907,0.503904757590269,-0.0552496578802206,NA
"YCR020C-A",-0.627878405621512,2.64270767978353e-05,0.395480653247439,0.0138489558579027,-0.556969206401466,0.000103757637525898,0.0686016788391321,0.716896051738384,-0.160244366802537,0.789182085515326,-0.231153566022583,0.221160338903864,0.0957254083857233,0.998144679236324
"YCR020W-B",0.0821935096873996,0.722235776632868,0.13054213616168,0.582586378080067,0.196625952830487,0.331150471561194,-0.117119944778163,0.608036078494754,-0.312697198027266,0.668293385806852,-0.427129641170353,0.0544653122035752,-0.179467560230511,NA
"YCR021C",1.53342994504694,0.0079526792784883,0.00142084022159029,0.998905224065045,2.42784466158275,1.34215156348344e-05,-0.657752325570517,0.319278997723693,0.838742039501746,0.702296837847239,-0.0556726770340595,0.955075877607576,0.603500488758048,0.966427713508483
"YCR022C",-0.975244032062485,0.0125178999907533,-0.156066788868249,0.769617775823741,-0.26421513914128,0.506263224770835,0.0185602647552157,0.968516905595729,0.240271774723466,0.893485738686252,-0.470757118197739,0.344879862859146,-0.645384171821203,NA
"YCR023C",-0.403383161457798,0.0023129205875682,0.326191898654987,0.0204059317546068,-0.519161828459409,5.16742486295628e-05,0.357425926447554,0.00846510599533178,-0.209905001918043,0.669807838488322,-0.0941263349164326,0.6126322164582,-0.125360362709,0.998144679236324
"YCR024C",0.432097859798756,5.30169781357362e-08,-0.0755095358038,0.427794986026585,0.394011536709474,3.60633164542945e-07,0.012691861846107,0.904997530664898,0.0432261983303244,0.930912011896872,0.081312521419606,0.436765955105608,-0.00688887623030099,0.998144679236324
"YCR024C-A",-0.64036783487653,6.60447039093596e-08,0.337178500393648,0.00918293927256359,-0.780781259839821,2.19927679883196e-11,0.28275732973858,0.0290219714598677,-0.0640339667905142,0.929098377355341,0.0763794581727772,0.668525417213538,0.130800628827845,0.966427713508483
"YCR024C-B",-0.385492597178745,0.0567242002610967,0.288104432519635,0.19133557491317,-0.951091567364177,4.0564776798217e-07,0.490945247232926,0.0157713151140921,-0.230728612369396,0.76730408161133,0.334870357816035,0.158518944672579,0.132029543102745,0.998144679236324
"YCR025C",0.0729048758401333,0.800334469091592,0.312576983382546,0.233566799765239,0.616085818232353,0.0059258670319621,-0.0620020231836492,0.82603353235638,-0.0219735136635172,0.99632289440985,-0.565154456055736,0.0306864739777209,-0.190575449489541,NA
"YCR026C",0.287435006703879,1.76189991682731e-06,-0.172521892073173,0.00722025537929404,0.279140338302338,2.14301254376652e-06,-0.224871964409685,0.00020479368996626,-0.0963871461403795,0.671871043934638,-0.0880924777388388,0.245908931282084,-0.0357424054023264,0.998144679236324
"YCR027C",-0.0619600258525462,0.594082309756055,-0.12804397663307,0.270151639470016,-0.0153828469834181,0.901541893364471,-0.0608957361583272,0.621432020779429,0.107366792497811,0.79552916533129,0.0607896136286827,0.677060531789638,-0.00635862684606059,0.998144679236324
"YCR028C",0.0149226006791911,0.898830464496475,0.152236011011027,0.163601344721204,-0.0994484970815521,0.350526527034264,0.347445439473532,0.000337211346180483,0.0266022335897893,0.975422045617045,0.140973331350532,0.246357029554725,-0.0542360971119729,0.998144679236324
"YCR028C-A",-0.533729046365631,2.82092083961157e-11,0.065114889550021,0.528380279233025,-0.612452505733664,6.32680601344497e-15,-0.0163333912553925,0.888257680863074,-0.0642268829420954,0.875098764790984,0.014496576425937,0.913707804061204,0.0959448572313505,0.941089372529243
"YCR030C",0.606418099031845,0.000943118670531365,-0.802020973374049,1.51730593926201e-05,-0.127115915182661,0.545685578386814,-0.158435401075621,0.476367103195915,-0.00211109485440968,0.998848531166586,0.731422919360097,0.000316399679616084,0.0878373470616685,0.998144679236324
"YCR031C",-1.25934387298444,1.2866571737239e-21,0.424574006306215,0.0036613379826652,-1.78728343970388,7.84621769175192e-43,0.836669949803756,8.25508800647537e-10,-0.0529431305664232,0.961793752085961,0.474996436153017,0.00253100723716757,0.0629004926554765,0.998144679236324
"YCR032W",0.265854112585463,7.52702533010301e-05,0.167175583909772,0.0199229750009997,0.0387427906328243,0.620376823576637,0.38544695730427,3.49954205162161e-09,0.007248234629918,0.99632289440985,0.234359556582557,0.00202355656049536,0.0160881831880588,0.998144679236324
"YCR033W",-0.0265698129202563,0.691390274084237,0.165831912886257,0.00493762247215215,-0.0546463438172832,0.378475898079674,0.184459044440441,0.00115649725733274,0.031188118043755,0.925674449149006,0.0592646489407818,0.42667398207361,0.040637517386598,0.998144679236324
"YCR034W",-0.988175879819072,7.65159545608008e-27,0.376411618809673,0.00016734314450388,-1.10988953140169,2.35296815735013e-34,0.205199066072177,0.0495626536904095,-0.124434064910136,0.735151184121085,-0.00272041332751752,0.985031018889835,0.168492139409979,0.703233928092317
"YCR035C",0.0440573446621232,0.741872804014118,-0.328403198607918,0.00519866145951432,0.130929257864819,0.276571354280596,-0.539663355315375,8.5090777307055e-07,-0.160787350590331,0.707856753805704,-0.247659263793027,0.0599779495725141,-0.0363991070855696,0.998144679236324
"YCR036W",0.334212706259393,6.54230677691782e-05,-0.458812695149691,4.00406284619429e-08,0.425826959967023,1.63602918931306e-07,-0.56806501531629,2.43678347940941e-12,0.0276590530139795,0.97416601260838,-0.0639552006936503,0.584845919192259,0.0452971194729488,0.998144679236324
"YCR037C",0.34503710687315,0.00175718095417839,-0.421931644694319,0.00016734314450388,-0.1796785315776,0.119866742280737,-0.0614462126089486,0.660534970503935,-0.119375024952864,0.793606669730778,0.405340613497886,0.000945624024369811,0.0448551814125156,0.998144679236324
"YCR038C",0.196789901790541,0.242848936191431,0.0582676116263546,0.769617644354389,-0.0135604674183507,0.943577866956005,0.445434237987864,0.00417543851050911,0.135875218787126,0.849189704435808,0.346225587996018,0.0553419987449854,-0.0409410383654916,0.998144679236324
"YCR039C",-0.0701383327592731,0.705583640085843,0.238132184332069,0.162615429616624,0.0984837832854097,0.560409157759472,0.169028876040155,0.297562389235818,-0.0342682666961152,0.979504050818468,-0.202890382740798,0.289386642457176,-0.133787074448884,NA
"YCR040W",1.56276527317934,0.35777662583752,-0.148025224084062,0.93331527291964,0.983395535670788,0.578895874020702,0.382222943074544,0.817249265191528,0.0768095957681413,0.996369902468643,0.65617933327669,0.727564493271735,0.125931166118084,NA
"YCR041W",-0.24354771863523,0.255432065902425,-0.068255888519693,0.791991282028143,-0.194950484721469,0.342260032114737,-0.242268666949053,0.255720632856277,-0.0851885777696905,0.948262714616943,-0.133785811683452,0.625302538401611,0.0402269667459076,NA
"YCR042C",0.0797293115244786,0.72458639069696,-0.0421266916285767,0.870778573462384,-0.39427923959824,0.0437676278873213,0.470065461432578,0.0185491092652523,-0.0576392431236891,0.975422045617045,0.41636930799903,0.0642528629933362,-0.095822845062125,0.998144679236324
"YCR043C",-0.44986961953923,2.32645669197758e-07,0.498545779212538,1.24871175808921e-08,-0.390418779513126,4.30578346372889e-06,0.28499434434938,0.00130389472927303,-0.146540827759309,0.655369891047587,-0.205991667785413,0.049761752421007,0.0075597670777452,0.998144679236324
"YCR044C",-0.0835196303687711,0.385304756907832,-0.463405530886573,6.00442412379628e-08,-0.163524172959025,0.0637571824240207,-0.526986945748627,2.44634244219053e-10,-0.0380508539644189,0.948988724743311,0.0419536886258349,0.742248649073426,0.105535103487889,0.931585689688249
"YCR045C",-0.283777993187822,0.0397425415778488,0.216330112532884,0.144702325737233,-0.293592779094968,0.0286170206747779,0.357224352229641,0.00814854989384414,0.108533028452999,0.860060632327186,0.118347814360146,0.511586013153283,-0.0225464253366112,0.998144679236324
"YCR045W-A",-0.182903136112851,0.930249589807508,-2.58487186762028,0.213602611065263,-0.684960550839055,0.740278515107094,1.77737778011462,0.377004045275434,0.327733610266683,0.981721207304705,0.829791024992887,0.748059147791695,-3.53245862274201,NA
"YCR046C",0.0730506780393669,0.583456242424868,0.0493859953752981,0.740767506738677,0.139062399913227,0.264263664839622,0.149102612984993,0.250255108148243,0.166608811804767,0.707856753805704,0.100597089930906,0.519202758692385,0.000880472321211766,0.998746252819906
"YCR047C",-0.245682522418361,0.452097147813103,0.387904153312132,0.243915066171787,-0.322112822652777,0.305832386265503,0.750787513212443,0.0127954834092413,0.0776565416859581,0.976172131812454,0.154086841920374,0.717975856998379,-0.208796517979937,0.998144679236324
"YCR048W",-0.0669971414899703,0.693768040896534,0.251407476130302,0.117493944981379,-0.0728223686195374,0.66580031675175,0.44362956587095,0.00268797303168226,0.0591260108942471,0.956923585399006,0.0649512380238141,0.763278752083373,-0.127270851716834,0.998144679236324
"YCR049C",-0.0281082937573235,0.875219638577508,0.219115051361942,0.186332655507809,-0.0912095192939167,0.584146513236933,0.415821856170862,0.00476580757139151,-0.111000523219351,0.877987771290722,-0.0478992976827579,0.830151630965497,-0.244606102491678,0.704398407995032
"YCR050C",0.0206482546958338,0.877409006913438,0.273716876402157,0.0176411857418865,-0.0563739861263882,0.654267898367059,0.413692516125723,8.31470928935321e-05,-0.0759757811215265,0.894256281602016,0.00104645970069554,0.993960026284744,-0.13892918002287,0.895162999267883
"YCR051W",-0.751278924307483,2.28513507328104e-09,0.481097138374724,0.000310801559444075,-0.627104426500769,5.52669626263411e-07,0.594358777873477,3.28885363017665e-06,0.0293030824047956,0.979299001485113,-0.0948714154019188,0.606306631669943,-0.208133054900672,0.757785973430028
"YCR052W",-0.375186760866962,0.000323492610353752,0.173617786681545,0.140389333208573,-0.248636180960169,0.019014593242828,0.15871799241477,0.170706531462599,0.119705908204032,0.779198133931524,-0.00684467170276087,0.968486418231786,0.00805512256401329,0.998144679236324
"YCR053W",-0.413725714855431,0.000290040629403832,-0.197018250560973,0.126240482622758,-0.90954047848062,6.70453696437047e-17,0.118858488842627,0.379055531352821,-0.173472361229102,0.691307648361195,0.322342402396087,0.0146090863520538,0.00646566299248791,0.998144679236324
"YCR054C",0.192636165289538,0.0089817873265439,-0.233808970396626,0.00163709447997195,0.0424038698568559,0.603766056682667,-0.0871915673088206,0.277598201356131,-0.0533714177565138,0.882435928649963,0.0968608776761686,0.282652789920979,-0.0497565254116364,0.998144679236324
"YCR057C",-0.0764419941535665,0.485621555392967,-0.0858256395875238,0.465948476986299,-0.13766803984611,0.178671067414811,-0.0489213099814967,0.693890471362339,-0.124982073759034,0.734223381183769,-0.0637560280664908,0.645131145726934,-0.100660357672518,0.966427713508483
"YCR059C",-0.537930653828383,7.06037953620833e-07,0.221906720486788,0.0691728844284886,-0.490195739189744,5.59539936047487e-06,0.38946795171722,0.000512867888154807,0.150736483489222,0.711142811856739,0.103001568850583,0.497308598285415,-0.0645596623798485,0.998144679236324
"YCR060W",-0.13237275013547,0.253631258860119,0.303693814622918,0.00565157157862707,-0.0292742004457205,0.817234535395657,0.200243823493206,0.0683818463697188,-0.0133154548523738,0.993134691871824,-0.116414004542124,0.396420648718673,-0.0129640134124114,0.998144679236324
"YCR061W",1.26624776982237,6.2798747909723e-08,-1.05976607766113,1.31533349920683e-05,1.10751561668408,2.52711442887434e-06,-0.795745440445054,0.00128156015952367,0.39119227969894,0.668293385806852,0.54992443283723,0.0529792446614619,0.285903795621159,0.93568820397365
"YCR063W",0.412127464360635,0.14182199570737,-0.352215576324063,0.239542889148939,0.0515326527262792,0.872641926150981,0.197248806017095,0.533721641270279,0.112398965096414,0.953930331335501,0.47299377673077,0.135236899243338,-0.0764706056103883,NA
"YCR064C",0.14062859028548,0.662938552314275,0.0316018592954052,0.935133260457067,0.88709324172883,0.000385857078896196,-0.860617348324556,0.000575313773572495,-0.177571558987175,0.90437377502627,-0.924036210430524,0.00132128317733196,-0.0318170028105622,NA
"YCR065W",-0.174988590646983,0.643723718536958,-0.406387290963246,0.283739101773015,-0.445741607663548,0.198814864621836,-0.145286104215874,0.731590455947021,-0.100017950583866,0.975422045617045,0.170735066432699,0.722579126936147,-0.0903661203146734,0.998144679236324
"YCR066W",0.0538590173946661,0.707940115800114,0.303769400228379,0.0160978096297184,0.334439886662437,0.00470898588997451,0.0519359002773871,0.729454916676585,0.0426336453141154,0.96930214970205,-0.237947223953655,0.0954390683888549,0.0138862759973369,0.998144679236324
"YCR067C",0.230164982642188,0.00160674010185814,-0.415403187106817,6.97541966760641e-09,0.0341242939693212,0.69053459772396,-0.363807524141332,3.70475682265821e-07,-0.00893040817650609,0.99371311159815,0.18711028049636,0.0259418119963134,0.135514617530876,0.603342542812502
"YCR068W",0.660561040892224,1.77792027955922e-05,0.0502054405919516,0.807910989707204,0.284805642720699,0.0810873647863744,0.46379754047553,0.00387920034637767,0.0982555515028387,0.911203829926584,0.474010949674364,0.00761531546958741,0.0604188497907852,0.998144679236324
"YCR069W",0.273457914945857,0.0588987528463371,-0.146325815482053,0.375577544596332,-0.0308589843391363,0.856086472352939,0.120613085827644,0.469701042738965,0.0490861231486139,0.96930214970205,0.353403022433607,0.0274115692867584,0.0864641211239103,0.998144679236324
"YCR071C",0.0386524648098872,0.794779003899707,0.129023700263235,0.372826460865907,0.193318479610436,0.127631571810398,-0.0247363511236041,0.880963211218429,-0.0171449085631833,0.990314407166143,-0.171810923363732,0.259535496665318,-0.0180508719768935,0.998144679236324
"YCR072C",0.012515309464968,0.929602128419184,-0.0596547817483417,0.691235148967457,0.0571484794000947,0.674488918866228,-0.134835239346618,0.315746973613434,-0.0940090298631795,0.865470387268596,-0.138642199798306,0.359272882169363,-0.0634617422000304,0.998144679236324
"YCR073C",0.226644745188423,0.000130083322054784,0.185782832560398,0.00210543706027463,0.253442617098465,7.93729274490618e-06,0.197890621292835,0.000559894741798772,-0.0411338279449283,0.895419336647292,-0.0679316998549696,0.370438924726994,-0.0800394885874074,0.866348982188134
"YCR073W-A",0.386383381569799,1.06749618809732e-06,-0.0038539000568899,0.973469211094791,0.39116677251537,5.09613241861852e-07,0.175322345780635,0.0364096029320071,0.0547333677790417,0.900905565466488,0.04994997683347,0.667602621695432,-0.129226269004055,0.735877531301243
"YCR075C",-0.250341834556166,0.114653346802833,-0.0936025187767323,0.618994791711521,-0.296606590420631,0.0477486453844615,-0.0323397221327492,0.872611422913567,-0.239764599508928,0.668293385806852,-0.193499843644463,0.306254970632741,-0.254762640288446,0.699364715207265
"YCR075W-A",0.0918508593165058,0.604006703355985,0.45632225231471,0.00300357878630124,0.187984438638204,0.234386868055862,0.159079685633264,0.334802030420275,-0.139509754497773,0.844813189881069,-0.235643333819471,0.19958394840433,0.0615992328619747,0.998144679236324
"YCR076C",0.648928540412302,1.2175896238555e-14,-0.176494146554918,0.0568810335061533,0.664243717069522,9.45689229444345e-16,-0.128887684334763,0.166634556959886,0.141993682367373,0.671871043934638,0.126678505710154,0.231236120928541,0.0790720434899983,0.998144679236324
"YCR077C",-0.252988267897599,0.000134229673511107,-0.374471401754346,1.61776744849373e-08,-0.300213705211757,3.800999513929e-06,-0.185578834058775,0.00746545026634289,0.0551422616217658,0.860060632327186,0.102367698935924,0.218352899631716,-0.0865248687596469,0.916905822373435
"YCR079W",0.333569627698536,0.0103132678867207,-0.107485378746951,0.489059830585185,0.479813757955127,0.000130961908853557,-0.113211408668187,0.454783423972848,0.185663977710299,0.707856753805704,0.0394198474537084,0.838519353202063,0.0451458773749448,0.998144679236324
"YCR081C-A",-0.147859876324289,0.947744611122398,0.432378176499003,0.862858265352457,1.02122222362225,0.63231724354402,-1.27252224626211,0.578845236544401,0.236831440908569,0.992693796790142,-0.932250659037972,0.732651747702227,0.772649763723142,NA
"YCR081W",0.366324587899227,1.23685950883616e-12,-0.210415711326495,9.0957149527957e-05,0.195336330727894,0.000180659878025349,-0.153480862436133,0.00441194526222168,-0.0549442995094242,0.813043962309185,0.116043957661908,0.0630267072906908,0.0591091087715458,0.944639819606141
"YCR082W",0.496203586216927,9.85136186037813e-08,-0.408568699722999,2.34184434500809e-05,0.797554152735028,8.55336972658004e-19,-0.75183643896392,1.40544136878948e-16,0.0196483961957008,0.981527487175717,-0.281702170322401,0.0093839768432851,0.0615655689185206,0.998144679236324
