"";"SRR9929263";"SRR9929264";"SRR9929273";"SRR9929282";"SRR9929267";"SRR9929276";"SRR9929278";"SRR9929285";"SRR9929268";"SRR9929269";"SRR9929275";"SRR9929286";"SRR9929270";"SRR9929277";"SRR9929283";"SRR9929284";"SRR9929266";"SRR9929272";"SRR9929279";"SRR9929281";"SRR9929265";"SRR9929271";"SRR9929274";"SRR9929280"
"YPL210C";3618,69088947676;4237,28220209689;3546,98106966617;3662,46466929323;3611,31070546047;3390,42013595398;3595,18410289672;2976,50648842984;2689,66912989043;2496,77850969852;2405,52048037587;2443,58483117566;2637,61846038647;3076,96884787601;2826,29057917007;2596,18127681136;2554,36698207405;2785,03430454306;2651,15538311652;2153,09489782188;3365,86077374891;3277,91644079424;2994,93394920634;2811,27958359097
"YPL211W";2233,36236409067;2964,15545883497;1989,0057955449;2388,1747872526;2306,4889602791;1792,90777248448;2124,18251392256;1634,96399290388;1933,45481958644;1729,17833501784;1591,4799460647;1539,00699851437;1192,57526059287;1229,59076978622;1340,9429619699;1071,90256015068;1792,20006500417;1598,25404794406;1592,46570091896;1430,95982666888;1749,89922047711;1445,31065820514;1445,79320072832;1634,57124881948
"YPL212C";3390,09214812811;4056,20338225208;3385,58636234329;3369,96752755248;3228,87895079379;3359,75294792015;3455,15421392631;2907,11789642214;2952,55397599625;2454,59053665699;2436,66051463654;2759,65483166492;2664,06447595804;2787,33298858059;2578,86668103388;2685,75054535115;2915,23137273349;3329,79662846739;2682,73005178732;2417,41656851695;3179,60761009656;3297,18423619556;3319,99769581469;3062,21708248072
"YPL213W";348,119256625231;360,162629837699;378,696751955974;332,43108273596;368,903174150193;351,38300589715;378,529083412931;356,07695159091;381,550091795488;413,241126217522;476,575876263861;381,30096204314;361,076948277368;418,344556736924;364,000527130784;334,093907586238;405,179955292445;419,10704797999;436,449258169096;444,13264293866;451,38933690483;461,511241070767;452,377597145733;390,863461605969
"YPL214C";845,398000520156;872,5621813739;884,97462184635;846,969639678471;891,655406504169;860,420861583658;956,00396918675;925,785384974707;1261,49019703705;1392,43633923934;1405,12946700951;1261,18145692973;1370,78870283997;1156,85826461816;1102,52274018879;1214,92132250231;1267,35484036241;1315,15811460762;1308,64096015998;1337,46488380388;1155,22827879951;1080,15978281017;1143,52822969647;1101,44922121015
"YPL215W";1413,60167425258;1395,28052056983;1416,7660844598;1326,90041713465;1636,81862606501;1243,10219081098;1278,00568073342;1372,99190412491;1144,97452962096;1230,57363592733;1228,15219914801;1033,99740025873;1145,13846509938;1658,33767942265;1618,93311213088;1274,96265532811;1008,93879804371;1044,36412305086;1191,20447923004;1116,45666490491;1514,58224823629;1451,01989679862;1310,92979420232;1259,75896724108
"YPL216W";809,768774651603;1058,04628544754;858,137634597554;939,655082800314;959,842434356347;888,4033213494;975,575148893664;819,93242063466;1333,43792134954;1223,81042992009;1160,54129111123;1259,71539704275;1046,06817558937;1047,02235014518;1284,43825818084;1105,29971055656;1305,96342801707;1440,26555314086;1108,56318615455;1219,81517640363;1432,36459682436;1339,36368375656;1211,98355783033;1245,08470716134
"YPL217C";5615,97866344975;4534,81476269011;5048,29943737718;5191,35646446896;5004,19456331695;5120,85863487503;4482,75354027346;4742,97560045077;5187,8428130073;4525,40475419513;4127,01382338707;5439,49946250813;3838,85574870177;3313,08250533852;3964,84192112608;4008,66525392355;5604,93048885893;5302,94715747316;5254,64818693936;4732,36724833674;3403,31117538096;4050,66137412687;3667,35769379521;4326,59531512044
"YPL218W";6548,68973567133;6781,41052843284;6124,90499538653;6320,82511912124;6653,01130929151;5958,25756347199;6082,33409264472;6211,63182602398;4352,40668504337;5019,47799288855;4755,64110761065;4340,83739020921;5910,77875559173;4401,63772296615;4575,97681893323;4913,90712781012;4567,84558114448;4075,95409776661;4499,243157603;4458,45749075082;4558,7571571422;3794,80248681592;4804,66470575111;4774,66246727971
"YPL219W";567,216107828173;436,40643769365;535,420506256237;457,630901632488;617,490645132344;486,233080258652;476,045871348563;634,161815938939;575,484218096854;634,15315443467;642,812279991996;616,287929586058;641,452669643362;662,484851864674;604,829117826691;487,250254944864;505,484559898727;516,442035133241;662,104860707197;658,808844995487;523,166608816626;554,609726695376;479,652307310658;433,108571476891
"YPL220W";30215,6400386035;34889,5503718865;29356,0632371169;30740,8223802536;29735,4768728549;26312,4906307104;30208,7131290197;26236,5054174721;13215,665080331;13310,0276212314;13555,0181245018;12396,347932531;11719,1848628356;8798,53041093217;8100,19590901122;8898,77783334421;13336,7875813495;13406,0676376674;12973,605354087;11899,3730007992;7596,07844121066;6446,91279710291;8286,72336984957;7895,81018808793
"YPL221W";5490,48288216157;5179,62466922064;5732,09663679409;4745,27521482064;5658,90886069718;4724,51599368618;4931,10354292989;6143,91972294734;8505,63337080744;11185,828563115;10839,9192599448;8065,46546110658;9767,16158151711;9349,31949007521;9304,76229213367;7960,40935088511;7420,69163831285;7423,927085331;8706,89008652596;8987,80751932814;8551,3207066868;7332,6576166338;7050,19991987657;7243,89504679879
